class_number,label,wordnet_id,umap_x,umap_y,mean_top1_train_resnet50,mean_top1_val_resnet50,mean_nsfw_train,mean_nsfw_val
218,Welsh springer spaniel,n02102177,6.498501999999999,7.4029679999999995,0.8453846153846154,0.92,0.036544776257921636,0.04692436980674529
219,"cocker spaniel, English cocker spaniel, cocker",n02102318,6.621824,7.704872,0.7453846153846154,0.68,0.04213267607600543,0.034505808617868755
220,Sussex spaniel,n02102480,6.6488952999999995,7.489152400000001,0.72,0.58,0.024849273172427192,0.04253860539805828
221,Irish water spaniel,n02102973,6.244569,7.240804,0.8503611971104231,0.78,0.027097778778335704,0.0386185677433059
222,kuvasz,n02104029,6.789811,8.508288,0.7176923076923077,0.68,0.028713220530385164,0.04304488769654654
223,schipperke,n02104365,6.738339,8.563659,0.7430769230769231,0.7,0.06733277747434709,0.06059445070153744
224,groenendael,n02105056,6.6696786999999995,8.641432,0.8669230769230769,0.76,0.041607371349928333,0.038852191819350984
225,malinois,n02105162,6.649201400000001,8.436939,0.8392307692307692,0.88,0.14847689567344302,0.11864690240630353
226,briard,n02105251,6.752646,8.442294,0.7084615384615385,0.54,0.04080096553672708,0.021716972055164662
227,kelpie,n02105412,6.539784,8.294503,0.6038461538461538,0.52,0.07338134578228588,0.08416092798699537
228,komondor,n02105505,6.7710557,8.443257000000001,0.8953846153846153,0.86,0.019530297672057825,0.04955416043236255
229,"Old English sheepdog, bobtail",n02105641,6.050778,7.0698256,0.8684615384615385,0.84,0.03692635400799165,0.029828890296130336
230,"Shetland sheepdog, Shetland sheep dog, Shetland",n02105855,6.473180999999999,7.7346973,0.6530769230769231,0.6,0.067080483115622,0.06300333693307039
231,collie,n02106030,6.396539,8.174793,0.6061538461538462,0.54,0.046399275288772884,0.026802569122337444
232,Border collie,n02106166,6.0979209999999995,7.9125247000000005,0.6761538461538461,0.58,0.02710392554382421,0.03380861513494892
233,"Bouvier des Flandres, Bouviers des Flandres",n02106382,5.8490887,7.3477664,0.7492307692307693,0.66,0.02612289236298204,0.019757440047283126
234,Rottweiler,n02106550,6.465873200000001,8.393453,0.7784615384615384,0.78,0.06937679150845212,0.09030049727662118
235,"German shepherd, German shepherd dog, German police dog, alsatian",n02106662,5.982287,7.066064999999999,0.7592307692307693,0.7,0.08277289580652228,0.07605993421680977
236,"Doberman, Doberman pinscher",n02107142,6.300290599999999,8.2866,0.7392307692307692,0.74,0.10526381179908093,0.1826426750190876
237,miniature pinscher,n02107312,5.8395095,8.084227,0.7692307692307693,0.58,0.11996463764020422,0.07831437130563244
238,Greater Swiss Mountain dog,n02107574,3.454475,6.509968,0.7053846153846154,0.68,0.0841481309470702,0.09371968377744452
239,Bernese mountain dog,n02107683,5.0822597,7.517208,0.8723076923076923,0.96,0.06727062390762009,0.034381257511813604
240,Appenzeller,n02107908,6.578580400000001,8.0764675,0.5407692307692308,0.3,0.06984949773686247,0.08888010329348618
241,EntleBucher,n02108000,6.766792,7.930859599999999,0.5292307692307693,0.44,0.05509480697591241,0.05995248359561401
242,boxer,n02108089,5.8376627,7.7013300000000005,0.7092307692307692,0.6,0.14534230519033506,0.17221670997889305
243,bull mastiff,n02108422,5.972789,7.697881,0.7046153846153846,0.72,0.12210432673670345,0.1673477294780787
244,Tibetan mastiff,n02108551,5.934028,7.7009544000000005,0.8092307692307692,0.86,0.04102663101684683,0.03308551695856295
245,French bulldog,n02108915,5.852587000000001,7.097989599999999,0.7930769230769231,0.78,0.09510090283581282,0.10345892167562852
246,Great Dane,n02109047,3.8217795,6.987288499999999,0.75,0.48,0.11250883500941923,0.12991487789753592
247,"Saint Bernard, St Bernard",n02109525,4.179951,6.9212804000000006,0.9107692307692308,0.92,0.06070251230684656,0.07236313638508364
248,"Eskimo dog, husky",n02109961,5.3591495,8.004306,0.5638461538461539,0.54,0.047608637513972416,0.066223846179455
249,"malamute, malemute, Alaskan malamute",n02110063,6.548934,8.403815,0.71,0.74,0.053428986257034114,0.03067004497106609
250,Siberian husky,n02110185,6.233017,8.2311945,0.52,0.44,0.06361274420647349,0.0988634476130028
251,"dalmatian, coach dog, carriage dog",n02110341,6.234483,8.176888,0.9346153846153846,0.92,0.040827470763996815,0.034609556410141525
252,"affenpinscher, monkey pinscher, monkey dog",n02110627,6.6875525,8.222097,0.7756813417190775,0.7,0.030942210330986545,0.04202300506687607
253,basenji,n02110806,6.7291929999999995,8.433489999999999,0.8323076923076923,0.86,0.18894672881191715,0.1939516978179381
254,"pug, pug-dog",n02110958,6.1826653,8.258004,0.8415384615384616,0.92,0.07114106040219728,0.13057132477032155
255,Leonberg,n02111129,2.67403,10.061455,0.8546153846153847,0.98,0.052421429897404434,0.09565154361109307
256,"Newfoundland, Newfoundland dog",n02111277,6.5493903,7.531869,0.7430769230769231,0.74,0.03726978247033216,0.017757404725052762
257,Great Pyrenees,n02111500,3.9073489,6.886108999999999,0.7376923076923076,0.7,0.03876494149950168,0.05579421824177189
258,"Samoyed, Samoyede",n02111889,6.7212233999999995,8.458314,0.8530769230769231,0.92,0.04705977908113495,0.02543493507511812
259,Pomeranian,n02112018,6.367592,8.36841,0.8515384615384616,0.94,0.0520579814049736,0.05539912946862387
260,"chow, chow chow",n02112137,5.561848,7.6744449999999995,0.8946153846153846,0.84,0.04244618646945511,0.037107183283924317
261,keeshond,n02112350,6.77424,8.431245,0.9076923076923076,0.78,0.03837252919769811,0.008052319252237794
262,Brabancon griffon,n02112706,6.2415385,8.147275,0.7411214953271028,0.64,0.05530494185466666,0.05583109566781786
263,"Pembroke, Pembroke Welsh corgi",n02113023,6.3764696,7.597117,0.7007692307692308,0.74,0.07961111592508825,0.08432227687020713
264,"Corgi, dachshund",n02113186,5.958734,7.9638557,0.6453846153846153,0.62,0.053444019311511465,0.04071759087233659
265,toy poodle,n02113624,5.6437173,8.032934,0.553076923076923,0.38,0.052720169511679495,0.08701094988315618
266,miniature poodle,n02113712,5.764375,8.111686,0.5430769230769231,0.52,0.04979887413795185,0.053582400224404414
267,standard poodle,n02113799,5.780099,7.9416633,0.7684615384615384,0.76,0.05058141660946907,0.0792860515807115
268,Mexican hairless,n02113978,4.2789779999999995,7.473831,0.8543046357615894,0.8,0.1667423184125712,0.2793592107324002
269,"timber wolf, grey wolf, gray wolf, Canis lupus",n02114367,3.2492802000000003,7.720973,0.6915384615384615,0.74,0.014544389144461262,0.0035743529684714305
270,"white wolf, Arctic wolf, Canis lupus tundrarum",n02114548,3.2293662999999997,7.458561,0.7953846153846154,0.76,0.01043697095083163,0.02223813104120268
271,"red wolf, maned wolf, Canis rufus, Canis niger",n02114712,3.1568286,7.5599723,0.7061538461538461,0.46,0.02582166107384536,0.013980378296743085
272,"coyote, prairie wolf, brush wolf, Canis latrans",n02114855,3.7394078,8.101957,0.8253846153846154,0.68,0.012780535550910084,0.014564561764518657
273,"dingo, warrigal, warragal, Canis dingo",n02115641,4.9483747000000005,8.318228,0.683076923076923,0.68,0.0718402655623047,0.12198780097591225
274,"dhole, Cuon alpinus",n02115913,3.6203876000000004,10.085824,0.813076923076923,0.88,0.02775516438076633,0.07556874988620621
275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",n02116738,4.196127,7.810257000000001,0.8976923076923077,0.94,0.014753012565541632,0.01266695459955372
276,"hyena, hyaena",n02117135,3.773105,9.126911,0.8784615384615385,0.76,0.008658793012333172,0.00848259758228096
277,"red fox, Vulpes vulpes",n02119022,3.3424904000000004,7.341169,0.6861538461538461,0.54,0.022384703027305653,0.013480969313055766
278,"kit fox, Vulpes macrotis",n02119789,3.2048602,7.3976235,0.6730769230769231,0.62,0.017421509438726116,0.024408284886876568
279,"Arctic fox, white fox, Alopex lagopus",n02120079,3.421439,7.696391,0.7784615384615384,0.88,0.012651458445085173,0.007080897037449177
280,"grey fox, gray fox, Urocyon cinereoargenteus",n02120505,3.270165,7.451248,0.7,0.7,0.020323995237964583,0.018688446491919426
281,"tabby, tabby cat",n02123045,5.187403,8.270495,0.7269230769230769,0.6,0.028974441244124575,0.01966314666551572
282,tiger cat,n02123159,4.1551933,8.502937,0.42,0.16,0.027106886504689023,0.01689039969330679
283,Persian cat,n02123394,4.7671824,8.160250999999999,0.8869230769230769,0.94,0.03887680638884133,0.023506039911867446
284,"Siamese cat, Siamese",n02123597,4.710099,8.262321,0.9176923076923076,0.94,0.09317659509994122,0.0821970319957336
285,Egyptian cat,n02124075,4.507834,8.204549,0.6407692307692308,0.46,0.04065343908381438,0.04381961959956243
286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,3.6565738,8.162274,0.8138461538461539,0.9,0.039488651230837994,0.06880067699607025
287,"lynx, catamount",n02127052,3.7063107000000004,8.255438999999999,0.7815384615384615,0.66,0.016591285712457972,0.001732541484225294
288,"leopard, Panthera pardus",n02128385,3.4945834000000002,8.786052999999999,0.7653846153846153,0.74,0.00787757887511489,0.003682644373678201
289,"snow leopard, ounce, Panthera uncia",n02128757,2.9914652999999998,8.005251,0.933846153846154,0.94,0.004170345018068043,0.0043245692790418394
290,"jaguar, panther, Panthera onca, Felis onca",n02128925,2.6784537,3.9953966,0.8238461538461539,0.7,0.004980994488017549,0.002850948530555541
291,"lion, king of beasts, Panthera leo",n02129165,3.5129383,8.616458,0.8653846153846154,0.86,0.024583890384553688,0.0067882916342705355
292,"tiger, Panthera tigris",n02129604,3.4075803999999996,8.77091,0.9215384615384616,0.84,0.013493194846572687,0.0046022875668973035
293,"cheetah, chetah, Acinonyx jubatus",n02130308,3.6699026,8.982114,0.9353846153846154,0.96,0.013362578327419288,0.021190909691640628
294,"brown bear, bruin, Ursus arctos",n02132136,3.2017192999999997,7.474776299999999,0.8846153846153846,0.86,0.013293201557583682,0.004470546741956127
295,"American black bear, black bear, Ursus americanus, Euarctos americanus",n02133161,3.381015,7.3247333,0.8553846153846154,0.86,0.015411361526563475,0.006722425368759559
296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",n02134084,2.9195151000000004,7.422513,0.943846153846154,0.86,0.020504289842651516,0.028182762670252264
297,"sloth bear, Melursus ursinus, Ursus ursinus",n02134418,3.7552714,8.493468,0.8407692307692308,0.64,0.016296553003543157,0.0066519193388239715
298,mongoose,n02137549,3.2826117999999993,9.406478,0.7592307692307693,0.64,0.02002734403353377,0.012857391829902554
299,"meerkat, mierkat",n02138441,3.9870807999999998,9.343373,0.9161538461538462,0.8,0.009457271380119205,0.005479142556641819
300,tiger beetle,n02165105,3.0382814,9.453717,0.9146153846153846,0.86,0.01571605301331867,0.04640810062424862
301,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",n02165456,1.5959641000000002,8.53887,0.9092307692307692,0.86,0.03495667368749117,0.025811509587801998
302,"ground beetle, carabid beetle",n02167151,2.7757516,9.48451,0.6638461538461539,0.62,0.03486816571838913,0.021804974884738332
303,"long-horned beetle, longicorn, longicorn beetle",n02168699,2.7867267000000004,9.622413,0.7346153846153847,0.54,0.04391936882772298,0.07035277342234622
304,"leaf beetle, chrysomelid",n02169497,2.7616982000000005,9.463435,0.7538461538461538,0.58,0.024043273690471267,0.030019488311468195
305,dung beetle,n02172182,2.812982,9.576521000000001,0.8476923076923077,0.82,0.034635736074347764,0.024867164769948432
306,rhinoceros beetle,n02174001,2.957255,9.593060000000001,0.8107692307692308,0.78,0.07166363824591758,0.07298862049106901
307,weevil,n02177972,2.4560955,9.781497,0.8661538461538462,0.82,0.04561149647507417,0.022642911024886414
308,fly,n02190166,3.0272502999999995,5.7325273,0.8284615384615385,0.72,0.0477859401090911,0.0943716018102714
309,bee,n02206856,2.5376062000000004,9.048085,0.806923076923077,0.7,0.04593820645135591,0.059601934190868636
310,"ant, emmet, pismire",n02219486,2.6120481,9.18017,0.7615384615384615,0.64,0.0416324028064318,0.0677799443258084
311,"grasshopper, hopper",n02226429,2.7245814999999998,9.529765,0.7553846153846154,0.58,0.03591465434609736,0.051983423533674786
312,cricket,n02229544,-0.9300200999999999,4.800564,0.6784615384615384,0.62,0.04504632672527407,0.05038797748868547
313,"walking stick, walkingstick, stick insect",n02231487,1.7290333999999998,6.119695,0.7876923076923077,0.56,0.09275058983434296,0.06195494319537829
314,"cockroach, roach",n02233338,2.7429929,9.464788,0.7976923076923077,0.64,0.04497183359913373,0.03831947149228654
315,"mantis, mantid",n02236044,2.815966,9.323696,0.7038461538461539,0.46,0.054674575980399716,0.043105073416536466
316,"cicada, cicala",n02256656,2.6622021,9.499179,0.7884615384615384,0.76,0.04635084214945363,0.05764118922765193
317,leafhopper,n02259212,2.3574877,10.059237,0.8638461538461538,0.86,0.022150554442700008,0.008612015433042188
318,"lacewing, lacewing fly",n02264363,2.566583,10.02087,0.8830769230769231,0.82,0.02817710912231101,0.018057617980779667
319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",n02268443,2.6378703,9.4236765,0.8692307692307693,0.86,0.044008588728178887,0.031119193517238276
320,damselfly,n02268853,2.8218634,9.956965,0.7553846153846154,0.66,0.04531026878821295,0.056652740114204785
321,admiral,n02276258,2.8474584,5.4827633,0.9707692307692308,0.94,0.015170963354711091,0.013800735280356094
322,"ringlet, ringlet butterfly",n02277742,3.3332949,9.713764999999999,0.913846153846154,0.84,0.02057357476972482,0.014245908370030518
323,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",n02279972,2.5249832000000003,8.08489,0.98,0.9,0.023736156296897497,0.010943300080746213
324,cabbage butterfly,n02280649,0.7402645999999999,8.675771000000001,0.9376923076923076,0.92,0.035953412025518404,0.025762318897955085
325,"sulphur butterfly, sulfur butterfly",n02281406,2.306335,8.523442999999999,0.916923076923077,0.88,0.03672841465800255,0.05387377663444568
326,"lycaenid, lycaenid butterfly",n02281787,2.068791,10.226728999999999,0.9392307692307692,0.94,0.015814900473781573,0.03694090256701202
327,"starfish, sea star",n02317335,1.9782324,8.868046000000001,0.9115384615384616,0.86,0.060730927301510335,0.07511875604901434
328,sea urchin,n02319095,2.1012527999999997,8.797685000000001,0.8861538461538462,0.82,0.025170521527654,0.019183451875435797
329,"sea cucumber, holothurian",n02321529,1.6889546999999998,8.884350999999999,0.8592307692307692,0.7,0.022232854593619504,0.0687412754857661
330,"wood rabbit, cottontail, cottontail rabbit",n02325366,2.8696675,7.794809299999999,0.8153846153846154,0.72,0.02078808058587156,0.00592346187442189
331,hare,n02326432,3.8341822999999997,8.283392,0.8115384615384615,0.86,0.010998629521444864,0.003776947460592624
332,"Angora, Angora rabbit",n02328150,2.3092785,7.660099499999999,0.9076923076923076,0.86,0.05932951325716361,0.11886466061983812
333,hamster,n02342885,4.2994237,8.849945,0.9215384615384616,0.98,0.11051722440602936,0.10323362097211428
334,"porcupine, hedgehog",n02346627,3.8743432,8.904827000000001,0.8676923076923077,0.84,0.027645119733503157,0.00719283431629492
335,"fox squirrel, eastern fox squirrel, Sciurus niger",n02356798,3.6550007000000004,8.269269,0.8291873963515755,0.74,0.013013266580011892,0.011899580706613051
336,marmot,n02361337,3.2070127,6.5081370000000005,0.8746153846153846,0.82,0.008993291396947361,0.01503633835529399
337,beaver,n02363005,3.454676,8.000013000000001,0.7846153846153846,0.7,0.009994620896415764,0.012204361449257704
338,"guinea pig, Cavia cobaya",n02364673,4.314899400000001,8.587771,0.8738461538461538,0.74,0.0951977202010338,0.049457530710714084
339,sorrel,n02389026,6.627758999999999,7.7254830000000005,0.94,0.96,0.1834456143407525,0.3323226147231617
340,zebra,n02391049,3.6184943,8.900335,0.96,0.94,0.012636137565565446,0.024623796679366025
341,"hog, pig, grunter, squealer, Sus scrofa",n02395406,3.7905452000000004,8.154823,0.6430769230769231,0.48,0.06973660920513544,0.13046514574847606
342,"wild boar, boar, Sus scrofa",n02396427,3.7860622000000004,8.156855,0.7307692307692307,0.74,0.016625993405309656,0.007969281832010892
343,warthog,n02397096,3.8929114,9.243944,0.7876923076923077,0.7,0.022272034474379483,0.019996130148010702
344,"hippopotamus, hippo, river horse, Hippopotamus amphibius",n02398521,3.8390138,8.913878,0.9046153846153846,0.84,0.04981849846852312,0.03919143155125312
345,ox,n02403003,3.392732,8.179243,0.6069230769230769,0.52,0.04053200993133688,0.04179088544595288
346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",n02408429,0.64179784,7.3580937,0.7407692307692307,0.74,0.038948319340119913,0.03713408649568919
347,bison,n02410509,3.8153898999999996,8.101016,0.946923076923077,0.92,0.01264984946015414,0.0048097330208292976
348,"ram, tup",n02412080,1.7311603,4.063515,0.74,0.68,0.028482668471973775,0.020107891244697383
349,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",n02415577,3.7839148000000002,8.076814,0.7061538461538461,0.56,0.02557256790640117,0.03551682968318005
350,"ibex, Capra ibex",n02417914,3.686115,8.237801,0.8730769230769231,0.82,0.01825209380086675,0.040173785146107546
351,hartebeest,n02422106,3.7214769999999997,9.133611,0.9192307692307692,0.92,0.03568346627183696,0.05102078382427863
352,"impala, Aepyceros melampus",n02422699,2.7334604,3.9673242999999996,0.7953846153846154,0.68,0.07351430570748314,0.06887023611662699
353,gazelle,n02423022,3.6372254,9.0096035,0.7438461538461538,0.62,0.0694521123934928,0.1247682272878592
354,"Arabian camel, dromedary, Camelus dromedarius",n02437312,4.164256,7.942222999999999,0.943076923076923,0.94,0.06577346575586637,0.1156750459239629
355,llama,n02437616,3.9303966,8.515297,0.8976923076923077,0.76,0.03490860155547881,0.044242588802480894
356,weasel,n02441942,3.9427109,9.027113,0.5161538461538462,0.44,0.03769663759948598,0.0558153190343171
357,mink,n02442845,2.3867784,7.6733006999999995,0.7392307692307692,0.7,0.01808548370297555,0.012048021731316113
358,"polecat, fitch, foulmart, foumart, Mustela putorius",n02443114,4.20979,9.011174,0.6438461538461538,0.48,0.044058039616283934,0.02560774218080155
359,"black-footed ferret, ferret, Mustela nigripes",n02443484,4.3340825999999995,8.915235000000001,0.7192307692307692,0.56,0.07116094558357486,0.09752957525151032
360,otter,n02444819,3.2313716,8.252874,0.7238461538461538,0.7,0.015047684160933675,0.0072957387608789765
361,"skunk, polecat, wood pussy",n02445715,3.9044483,9.027723,0.9015384615384616,0.84,0.04091787634794089,0.07414545730255667
362,badger,n02447366,3.4203057,7.8743553,0.8938461538461538,0.9,0.014739007000205837,0.015993532862992196
363,armadillo,n02454379,3.3777843,9.119887,0.8746153846153846,0.86,0.03465569055024152,0.0478331752793747
364,"three-toed sloth, ai, Bradypus tridactylus",n02457408,3.578057,9.217505000000001,0.7907692307692308,0.8,0.02829549373069513,0.04048893107632466
365,"orangutan, orang, orangutang, Pongo pygmaeus",n02480495,4.1414924,9.449624,0.9230769230769232,0.82,0.04790747155201543,0.019057194429578886
366,"gorilla, Gorilla gorilla",n02480855,4.108406,9.326783,0.91,0.8,0.048773170734739635,0.027198051647092145
367,"chimpanzee, chimp, Pan troglodytes",n02481823,4.139673,9.490685000000001,0.7523076923076923,0.64,0.036187682792246816,0.019978982059747068
368,"gibbon, Hylobates lar",n02483362,4.1036854,9.744489,0.8315384615384616,0.68,0.031616888877721065,0.015391581863568718
369,"siamang, Hylobates syndactylus, Symphalangus syndactylus",n02483708,4.059413,9.809021000000001,0.796923076923077,0.66,0.034047162126502016,0.019603592433479658
370,"guenon, guenon monkey",n02484975,4.1277137,9.727436,0.7930769230769231,0.74,0.043530421720889084,0.080630763981153
371,"patas, hussar monkey, Erythrocebus patas",n02486261,4.107793,9.727962,0.6792307692307692,0.58,0.026156668240781538,0.02872110380806817
372,baboon,n02486410,4.122058,9.4466305,0.8376923076923077,0.92,0.037032430837360575,0.02076192212558453
373,macaque,n02487347,4.115018,9.814726,0.7715384615384615,0.68,0.03693451809428972,0.029136470902958532
374,langur,n02488291,3.9521502999999996,9.969142,0.6884615384615385,0.54,0.03288379629454605,0.02009483112612884
375,"colobus, colobus monkey",n02488702,4.036956299999999,9.698628999999999,0.8007692307692308,0.86,0.02628558307563004,0.01934054039458715
376,"proboscis monkey, Nasalis larvatus",n02489166,4.0911599999999995,9.6529255,0.9230769230769232,0.96,0.08476177396688034,0.09751896217614557
377,marmoset,n02490219,4.0924907,9.804377,0.7623076923076924,0.7,0.03255488423376112,0.07915319722961726
378,"capuchin, ringtail, Cebus capucinus",n02492035,4.1333475,9.723600999999999,0.7938461538461539,0.7,0.031187361335574818,0.01575545287636487
379,"howler monkey, howler",n02492660,4.0264874,9.543521,0.7661538461538462,0.82,0.028950868183572512,0.014449914704673574
380,"titi, titi monkey",n02493509,4.111455,9.701819,0.4715384615384615,0.56,0.030930668637115837,0.044989314765189185
381,"spider monkey, Ateles geoffroyi",n02493793,3.3893876000000005,9.141273,0.5876923076923077,0.48,0.04352822436409063,0.03647759254873563
382,"squirrel monkey, Saimiri sciureus",n02494079,3.9627673999999997,9.156075999999999,0.8523076923076923,0.82,0.039796562203818775,0.02183465428826821
383,"Madagascar cat, ring-tailed lemur, Lemur catta",n02497673,4.5005803,8.403501,0.8969230769230769,0.76,0.014324946664782475,0.007187576068863564
384,"indri, indris, Indri indri, Indri brevicaudatus",n02500267,3.9458654,9.922999,0.7538461538461538,0.82,0.022704244547096825,0.028640254266426836
385,"Indian elephant, Elephas maximus",n02504013,4.047499,7.93295,0.7407692307692307,0.54,0.06540483067876343,0.053730769517860606
386,"African elephant, Loxodonta africana",n02504458,4.108264,8.096445,0.8076923076923077,0.7,0.05168563790522547,0.05421798736519122
387,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",n02509815,3.3781296999999997,8.134669,0.943846153846154,0.94,0.017559698108041474,0.005386443100333054
388,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",n02510455,3.4402251000000006,8.586931,0.9676923076923076,0.86,0.022469292705692555,0.013803786457183378
389,"barracouta, snoek",n02514041,1.9466572,10.278855,0.74,0.68,0.06803234630819696,0.07552992457931396
390,eel,n02526121,1.8740245999999998,9.11379,0.7545064377682403,0.58,0.024600221157704664,0.03417032395347633
391,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",n02536864,1.9222467,9.144032000000001,0.8715384615384615,0.8,0.05828065998131065,0.03898742972236505
392,"rock beauty, Holocanthus tricolor",n02606052,1.8697683,6.8694663,0.9102167182662538,0.9,0.009921404165507826,0.032834980318821184
393,anemone fish,n02607072,1.9169898999999997,9.032217,0.8538461538461538,0.8,0.06239250879161231,0.07901952289797919
394,sturgeon,n02640242,1.928695,9.215916,0.8284615384615385,0.66,0.04526739565660794,0.032794707527591525
395,"gar, garfish, garpike, billfish, Lepisosteus osseus",n02641379,3.0878432,9.02108,0.7076923076923077,0.56,0.0588200227557771,0.026305415024344258
396,lionfish,n02643566,2.0968733,9.185019500000001,0.926153846153846,0.94,0.0060603475624806755,0.0028161421336972124
397,"puffer, pufferfish, blowfish, globefish",n02655020,1.9100125,7.9437356,0.8761538461538462,0.74,0.011653274114456463,0.03055157792986165
398,abacus,n02666196,2.525132,6.590090299999999,0.8569230769230769,0.82,0.06845161863418142,0.03498533672969046
399,abaya,n02667093,1.4026788000000001,7.528511999999999,0.8346153846153846,0.8,0.057786731025943484,0.07270792184815945
400,"academic gown, academic robe, judge's robe",n02669723,1.7563833999999998,7.371749,0.5730769230769229,0.36,0.03698613577238196,0.015257314491386753
401,"accordion, piano accordion, squeeze box",n02672831,2.2715766,2.6533463,0.823076923076923,0.82,0.07443262611452127,0.07424566402421988
402,acoustic guitar,n02676566,2.1319892000000005,2.9788234,0.7361538461538462,0.44,0.10933377562285046,0.14850713640626054
403,"aircraft carrier, carrier, flattop, attack aircraft carrier",n02687172,2.8462017000000004,5.2308054,0.9061538461538462,0.76,0.008666819488821646,0.003281429034595931
404,airliner,n02690373,2.8655732000000005,5.177332,0.8638461538461538,0.88,0.008421468199456017,0.008014663281264801
405,"airship, dirigible",n02692877,3.0683007,5.360412999999999,0.9292307692307692,0.8,0.010737129954461437,0.0073514570945371815
406,altar,n02699494,2.3960347,6.2639585,0.806923076923077,0.68,0.01126421576829544,0.008824812403036049
407,ambulance,n02701002,2.6038842,4.6759496,0.8184615384615385,0.9,0.012723972139065485,0.010241671799922188
408,"amphibian, amphibious vehicle",n02704792,2.6786602000000004,9.224232,0.786923076923077,0.6,0.009479386174232718,0.01388973717574416
409,analog clock,n02708093,0.98723805,4.026498999999999,0.608359133126935,0.46,0.012454027089527869,0.018307712181608017
410,"apiary, bee house",n02727426,2.5241091,9.135872,0.9084615384615384,0.84,0.020088459130266363,0.032096934607225194
411,apron,n02730930,1.3085200000000001,7.2128005,0.7746153846153846,0.7,0.10131981311127172,0.10762747392389428
412,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",n02747177,1.7637490000000002,8.560032000000001,0.6484615384615384,0.52,0.022095329782456787,0.03820820256658408
413,"assault rifle, assault gun",n02749479,2.3603277,5.491385,0.6738461538461539,0.44,0.050130481987983325,0.03241145929878257
414,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,0.8075690999999999,6.148467500000001,0.7646153846153846,0.28,0.05172391600847938,0.09413102754090688
415,"bakery, bakeshop, bakehouse",n02776631,-0.2940384,8.043718,0.5907692307692308,0.28,0.03740224833571957,0.045169937494015364
416,"balance beam, beam",n02777292,1.4390627,4.903419,0.8892307692307693,0.86,0.3686603731468053,0.4080472935878606
417,balloon,n02782093,2.930612,5.817912000000001,0.8653846153846154,0.88,0.041717386598556484,0.010265549989926513
418,"ballpoint, ballpoint pen, ballpen, Biro",n02783161,0.66804683,6.588509599999999,0.6116504854368932,0.5,0.039691254883636035,0.03863378872143471
419,Band Aid,n02786058,1.9057428,5.185006,0.6661538461538462,0.66,0.2456454201419916,0.26861339629323994
420,banjo,n02787622,2.175564,2.7848039,0.8523076923076923,0.8,0.10164706005715468,0.15500966970066654
421,"bannister, banister, balustrade, balusters, handrail",n02788148,2.9938443,6.787982,0.7076923076923077,0.6,0.03222343006266147,0.009888850226444677
422,barbell,n02790996,0.73909134,5.56684,0.8276923076923077,0.6,0.16547408668014324,0.11779935276405637
423,barber chair,n02791124,-0.015073897,5.335255999999999,0.7807692307692308,0.62,0.08078543412060388,0.10026294657567633
424,barbershop,n02791270,0.06194304,5.2925887000000005,0.7776923076923077,0.64,0.0871995306071356,0.02655424852815486
425,barn,n02793495,2.4324512,7.401803,0.8946153846153846,0.9,0.004852010868591273,0.003019079198575128
426,barometer,n02794156,1.2896141,4.230786,0.7698081734778982,0.72,0.005340426989175466,0.004720544560746447
427,"barrel, cask",n02795169,1.8922379,5.813085,0.7461538461538462,0.54,0.04664730030216993,0.08339452934565726
428,"barrow, garden cart, lawn cart, wheelbarrow",n02797295,2.9113290000000003,6.920392,0.7838461538461539,0.74,0.05537243267974744,0.046060680093378326
429,baseball,n02799071,-0.8802261999999998,4.829477,0.8423076923076923,0.74,0.1081235158856906,0.14814724390452286
430,basketball,n02802426,-0.9517525,4.776732,0.8692307692307693,0.86,0.2720006711333174,0.15000916788252652
431,bassinet,n02804414,0.09847314,5.8656034,0.8138461538461539,0.66,0.07075792408847256,0.1101155197564482
432,bassoon,n02804610,2.338458,2.5704884999999997,0.7623076923076924,0.76,0.0898527632985989,0.0990795790911443
433,"bathing cap, swimming cap",n02807133,0.8314328000000001,6.6301594,0.7538461538461538,0.58,0.3103913139871665,0.3049541324090933
434,bath towel,n02808304,0.039917786000000004,6.18055,0.7976923076923077,0.64,0.16231674931016504,0.1159461289794308
435,"bathtub, bathing tub, bath, tub",n02808440,-0.29555490000000006,5.948919999999999,0.7138461538461538,0.44,0.15713565422361972,0.2242019313378205
