class_ind,class_name,n_images
2538,analyser,1667
2539,analysis,2434
2540,analysis_situs,21
2541,analyst,2078
2542,analytic_geometry,1079
2543,analytical_balance,1138
2544,analytical_geometry,805
2545,analyzer,2151
2546,anamnestic_reaction,0
2547,anamnestic_response,11
2548,anamorphism,63
2549,anamorphosis,889
2550,ananas,2153
2551,ananas_comosus,1001
2552,ananias,1751
2553,anant_kumar,710
2554,anaphalis_margaritacea,743
2555,anaprox,82
2556,anapsid,101
2557,anapsid_reptile,34
2558,anapurna,1368
2559,anarchist,2168
2560,anas,2377
2561,anas_acuta,1096
2562,anas_americana,754
2563,anas_clypeata,1137
2564,anas_crecca,1166
2565,anas_discors,652
2566,anas_penelope,977
2567,anas_platyrhynchos,1679
2568,anas_querquedula,656
2569,anas_rubripes,381
2570,anasa_tristis,88
2571,anasazi,2140
2572,anaspid,28
2573,anastalsis,0
2574,anastatica_hierochuntica,60
2575,anastigmat,1300
2576,anastigmatic_lens,16
2577,anastomotic_vein,5
2578,anathema,1547
2579,anatole_france,1202
2580,anatoli_karpov,589
2581,anatoli_yevgenevich_karpov,0
2582,anatolia,1889
2583,anatomical_sphincter,69
2584,anatomical_structure,523
2585,anatomist,1235
2586,anatomy,2635
2587,anatotitan,206
2588,anatoxin,62
2589,anatropous_ovule,8
2590,anaxagoras,780
2591,anaximander,482
2592,anaximenes,157
2593,ancestor,1570
2594,ancestress,227
2595,anchor,2755
2596,anchor_chain,1409
2597,anchor_light,1245
2598,anchorage,2027
2599,anchorage_ground,606
2600,anchorite,646
2601,anchorman,1530
2602,anchorperson,89
2603,anchovy,1492
2604,anchovy_butter,82
2605,anchovy_dressing,100
2606,anchovy_paste,319
2607,anchovy_pear,18
2608,anchovy_pear_tree,1
2609,anchovy_pizza,227
2610,anchovy_sauce,353
2611,anchusa,1225
2612,anchusa_capensis,111
2613,anchusa_officinalis,570
2614,anchusa_riparia,0
2615,ancient,2178
2616,ancient_pine,1558
2617,ancients,1514
2618,ancohuma,512
2619,anconeous_muscle,0
2620,ancylus_fluviatilis,78
2621,and_circuit,2177
2622,and_gate,1757
2623,andalucia,2037
2624,andalusia,1830
2625,andaman_marble,9
2626,andaman_redwood,3
2627,andaman_sea,1883
2628,andean_condor,1172
2629,andelmin,21
2630,anders_celsius,236
2631,andersen,2120
2632,anderson,2144
2633,andes,2317
2634,andesite,1577
2635,andhra_pradesh,2210
2636,andie_macdowell,1622
2637,andira_inermis,51
2638,andiron,946
2639,andorra,2346
2640,andorran,1111
2641,andosite,5
2642,andr_the_giant,502
2643,andradite,1010
2644,andre_braugher,1374
2645,andre_derain,998
2646,andre_eglevsky,18
2647,andre_gide,1227
2648,andre_le_notre,903
2649,andre_maginot,275
2650,andre_malraux,1305
2651,andre_markoff,0
2652,andre_maurois,891
2653,andre_paul_guillaume_gide,25
2654,andre_weil,471
2655,andrea_feldman,598
2656,andrea_guarneri,183
2657,andrea_leeds,657
2658,andrea_mantegna,1060
2659,andrea_marcovicci,831
2660,andrea_palladio,1415
2661,andrea_roth,1380
2662,andreas_vesalius,931
2663,andrei_andreyevich_gromyko,8
2664,andrei_arsenevich_tarkovsky,52
2665,andrei_dimitrievich_sakharov,5
2666,andrei_gromyko,92
2667,andrei_markov,296
2668,andrei_sakharov,656
2669,andrei_tarkovsky,1179
2670,andrei_voznesenski,9
2671,andrena,1234
2672,andrenid,48
2673,andres_martinez,1334
2674,andres_segovia,1186
2675,andrew,2262
2676,andrew_carnegie,1197
2677,andrew_d._white,556
2678,andrew_dickson_white,150
2679,andrew_faulds,525
2680,andrew_fielding_huxley,26
2681,andrew_huxley,195
2682,andrew_jackson,1909
2683,andrew_jackson_downing,203
2684,andrew_johnson,1712
2685,andrew_lloyd_webber,1724
2686,andrew_marvell,675
2687,andrew_mellon,1064
2688,andrew_w._mellon,771
2689,andrew_william_mellon,62
2690,andrew_wyeth,1049
2691,andrews,2476
2692,andrews_clintonia,23
2693,andrija_mohorovicic,58
2694,androecium,391
2695,androgen,1187
2696,androgenesis,33
2697,androgenic_hormone,74
2698,androgeny,305
2699,androgyne,1322
2700,android,1827
2701,andromeda,2113
2702,andromeda_glaucophylla,104
2703,andromeda_polifolia,768
2704,andropogon_furcatus,8
2705,andropogon_gerardii,495
2706,andropogon_scoparius,204
2707,andropogon_virginicus,328
2708,androsterone,165
2709,andryala,229
2710,andrzej_seweryn,757
2711,andrzej_wajda,1229
2712,andvari,623
2713,andy_devine,1329
2714,andy_garcia,1603
2715,andy_griffith,1555
2716,andy_kaufman,1729
2717,andy_warhol,2507
2718,anecdotist,7
2719,anechoic_chamber,1153
2720,aneides_lugubris,169
2721,anemia_adiantifolia,34
2722,anemometer,1222
2723,anemone,2082
2724,anemone_canadensis,591
2725,anemone_cylindrica,196
2726,anemone_fish,1725
2727,anemone_ludoviciana,10
2728,anemone_nemorosa,1244
2729,anemone_occidentalis,279
2730,anemone_pulsatilla,1043
2731,anemone_quinquefolia,240
2732,anemone_riparia,8
2733,anemone_sylvestris,843
2734,anemone_tetonensis,4
2735,anemone_virginiana,337
2736,anemonella_thalictroides,635
2737,anemopsis_californica,283
2738,aneroid,1250
2739,aneroid_barometer,1064
2740,anesthesiologist,1386
2741,anesthesiology,1420
2742,anesthetic,1672
2743,anesthetic_agent,151
2744,anesthetist,1132
2745,anesthyl,0
2746,anethum_graveolens,935
2747,aneurin,818
2748,angara,1199
2749,angara_river,276
2750,angel,2274
2751,angel-wing_begonia,251
2752,angel_cake,1378
2753,angel_dust,1583
2754,angel_falls,1971
2755,angel_food_cake,1145
2756,angel_shark,1414
2757,angela_bassett,1556
2758,angela_gair,621
2759,angela_kinsey,600
2760,angela_lansbury,1692
2761,angelfish,2201
2762,angelica,2397
2763,angelica_archangelica,914
2764,angelica_sylvestris,562
2765,angelim,848
2766,angelina_jolie,2191
2767,angelique,2032
2768,angelo_correr,31
2769,angelo_guiseppe_roncalli,12
2770,angelology,423
2771,angels_trumpet,1699
2772,angevin,1216
2773,angevine,1668
2774,angie_dickinson,1608
2775,angie_everhart,1377
2776,angie_harmon,1505
2777,angiocardiogram,18
2778,angiocarp,2
2779,angiogenesis,1368
2780,angiogenesis_inhibitor,269
2781,angiogram,1223
2782,angiologist,11
2783,angiology,618
2784,angiopteris,374
2785,angiopteris_evecta,137
2786,angioscope,16
2787,angiosperm,1267
2788,angiospermous_tree,2
2789,angiospermous_yellowwood,0
2790,angiotensin,1411
2791,angiotensin-converting_enzyme_inhibitor,338
2792,angiotensin_converting_enzyme,479
2793,angiotensin_i,511
2794,angiotensin_ii,1000
2795,angiotonin,3
2796,angle,2207
2797,angle_bracket,1502
2798,angle_iron,1413
2799,angle_of_attack,1341
2800,angle_of_dip,994
2801,angle_of_extinction,98
2802,angle_of_incidence,1440
2803,angle_of_inclination,882
2804,angle_of_reflection,1635
2805,angle_of_refraction,1075
2806,angle_of_view,1870
2807,angled_loofah,64
2808,angledozer,52
2809,angler,1867
2810,angler_fish,1398
2811,anglerfish,1186
2812,anglesea,1804
2813,anglesea_island,51
2814,anglesey,2269
2815,anglesey_island,795
2816,anglewing,248
2817,angleworm,216
2818,anglia,2681
2819,anglican,1944
2820,anglican_catholic,1519
2821,anglicanism,1260
2822,anglicisation,93
2823,anglicization,174
2824,anglo-american,1415
2825,anglo-catholicism,100
2826,anglo-indian,1067
2827,anglo-saxon,1759
2828,anglo-saxon_deity,7
2829,anglophil,39
2830,anglophile,909
2831,anglophobe,31
2832,angola,2579
2833,angolan,1405
2834,angolan_capital,255
2835,angolese,128
2836,angora,2082
2837,angora_cat,1006
2838,angora_goat,1345
2839,angora_rabbit,1593
2840,angostura,1816
2841,angostura_bark,2
2842,angostura_bridge,69
2843,angoumois_grain_moth,96
2844,angoumois_moth,101
2845,angrecum,59
2846,anguid_lizard,15
2847,anguilla,1896
2848,anguilla_sucklandii,1
2849,anguillan,336
2850,anguillula_aceti,4
2851,anguis_fragilis,740
2852,angular_artery,24
2853,angular_distance,832
2854,angular_vein,41
2855,angus,2801
2856,angus_frank_johnstone_wilson,21
2857,angus_mclaren,525
2858,angus_og,413
2859,angwantibo,42
2860,anhima_cornuta,46
2861,anhinga,1670
2862,anhinga_anhinga,1667
2863,anhydride,1786
2864,ani,2370
2865,anicius_manlius_severinus_boethius,83
2866,anigozanthus_manglesii,30
2867,anil,2417
2868,aniline,1436
2869,aniline_dye,783
2870,aniline_oil,99
2871,animal,2716
2872,animal_black,1598
2873,animal_charcoal,744
2874,animal_fancier,174
2875,animal_fat,1367
2876,animal_fiber,1223
2877,animal_fibre,599
2878,animal_foot,1478
2879,animal_glue,800
2880,animal_leg,1665
2881,animal_material,1412
2882,animal_oil,1477
2883,animal_pigment,252
2884,animal_product,1909
2885,animal_psychology,1158
2886,animal_scientist,1165
2887,animal_skin,1919
2888,animal_starch,226
2889,animal_stuffer,68
2890,animal_tissue,1334
2891,animal_toxin,189
2892,animal_trainer,1431
2893,animal_virus,1205
2894,animalcule,234
2895,animalculum,2
2896,animalism,850
2897,animalization,539
2898,animate_being,978
2899,animate_thing,671
2900,animated_oat,31
2901,animator,1463
2902,animatronics,1637
2903,anime,2194
2904,animism,1291
2905,animist,1235
2906,anion,1352
2907,anionic,1246
2908,anionic_compound,14
2909,anionic_detergent,55
2910,anise,1959
2911,anise_cookie,223
2912,anise_hyssop,699
2913,anise_plant,351
2914,anise_tree,239
2915,aniseed,1326
2916,anisette,1181
2917,anisette_de_bordeaux,18
2918,anisogamete,0
2919,anisogamy,55
2920,anisotremus_surinamensis,28
2921,anisotremus_virginicus,141
2922,anita_dobson,902
2923,anita_ekberg,1582
2924,anita_garvin,566
2925,anita_laselva,149
2926,anita_louise,1489
2927,anita_morris,913
2928,anita_stewart,916
2929,anjelica_huston,1684
2930,anjou,1437
2931,ankara,2416
2932,ankle,1811
2933,ankle_brace,1199
2934,ankle_bracelet,1499
2935,ankle_joint,1368
2936,anklebone,154
2937,anklet,1913
2938,anklets,1459
2939,ankus,459
2940,ankylosaur,495
2941,ankylosaurus,1116
2942,anlage,1716
2943,ann-margret,1643
2944,ann_arbor,2535
2945,ann_b._davis,974
2946,ann_blyth,1004
2947,ann_burbrook,68
2948,ann_doran,823
2949,ann_dvorak,750
2950,ann_flood,912
2951,ann_harding,1193
2952,ann_little,2028
2953,ann_lynn,1955
2954,ann_marie_crouch,517
2955,ann_miller,1775
2956,ann_morgan_guilbert,519
2957,ann_reinking,866
2958,ann_richards,1589
2959,ann_rutherford,1115
2960,ann_sheridan,1612
2961,ann_sothern,1016
2962,ann_todd,1951
2963,anna_amalia_mercouri,0
2964,anna_belknap,702
2965,anna_eleanor_roosevelt,213
2966,anna_faris,1485
2967,anna_howard_shaw,128
2968,anna_karina,1788
2969,anna_lee,2369
2970,anna_magnani,1406
2971,anna_maria_alberghetti,627
2972,anna_mary_robertson_moses,172
2973,anna_massey,1080
2974,anna_may_wong,1100
2975,anna_neagle,761
2976,anna_nicole_smith,1820
2977,anna_paquin,1644
2978,anna_pavlova,1076
2979,anna_q._nilsson,556
2980,anna_sten,967
2981,anna_vocino,123
2982,anna_winslet,538
2983,annaba,1151
2984,annabella,2043
2985,annabella_sciorra,1393
2986,annalist,93
2987,annals,1873
2988,annam,2056
2989,annamese,262
2990,annapolis,1982
2991,annapurna,1920
2992,anne,2632
2993,anne_archer,1482
2994,anne_bancroft,1607
2995,anne_baxter,1432
2996,anne_boleyn,1051
2997,anne_bradstreet,471
2998,anne_bronte,655
2999,anne_crawford,1201
3000,anne_dudley_bradstreet,32
3001,anne_francis,1782
3002,anne_grey,1779
3003,anne_gwynne,782
3004,anne_haney,708
3005,anne_hathaway,1222
3006,anne_helm,844
3007,anne_heywood,741
3008,anne_hutchinson,803
3009,anne_jackson,1862
3010,anne_jeffreys,764
3011,anne_mansfield_sullivan,38
3012,anne_meara,922
3013,anne_nagel,761
3014,anne_ramsey,908
3015,anne_revere,644
3016,anne_robert_jacques_turgot,67
3017,anne_sexton,886
3018,anne_shirley,1968
3019,anne_sullivan,1298
3020,annelid,1023
3021,annelid_worm,220
3022,annette_bening,1646
3023,annette_funicello,1425
3024,annette_otoole,511
3025,annex,2112
3026,annexa,715
3027,annexe,1700
3028,annie_girardot,1407
3029,annie_humphrey,669
3030,annie_oakley,1350
3031,annie_potts,1195
3032,annihilator,1582
3033,annona_cherimola,277
3034,annona_diversifolia,28
3035,annona_glabra,167
3036,annona_muricata,505
3037,annona_reticulata,143
3038,annona_squamosa,436
3039,annotator,931
3040,announcer,1476
3041,annoyance,1661
3042,annoyer,517
3043,annual,2858
3044,annual_fern,406
3045,annual_parallax,58
3046,annual_ring,1493
3047,annual_salt-marsh_aster,49
3048,annualry,1
3049,annuitant,257
3050,annulet,513
3051,annulus,1306
3052,annunciation_lily,81
3053,annunciator,1314
3054,anny_ondra,713
3055,anoa,995
3056,anoa_depressicornis,41
3057,anoa_mindorensis,23
3058,anode,1241
3059,anodyne,1417
3060,anogramma_leptophylla,76
3061,anointer,13
3062,anole,2075
3063,anolis_carolinensis,898
3064,anomala_orientalis,24
3065,anomalist,264
3066,anomalops,28
3067,anomalopteryx,27
3068,anomalopteryx_oweni,0
3069,anomaly,1787
3070,anomia_ephippium,91
3071,anon,2284
3072,anopheline,128
3073,anoplophora_glabripennis,485
3074,anorak,1562
3075,anorectic,291
3076,anorexic,1387
3077,anorthite,409
3078,anouilh,1171
3079,anouk_aime,473
3080,anovulant,6
3081,anovulation,135
3082,anovulatory_drug,2
3083,ans,1938
3084,ansaid,26
3085,anselm,1579
3086,anser_anser,1477
3087,anser_cygnoides,377
3088,anseriform_bird,1
3089,anshar,117
3090,anson_williams,1249
3091,answer,2155
3092,answerer,1232
3093,answering_machine,1623
3094,ant,2710
3095,ant_bear,994
3096,ant_bird,1609
3097,ant_cow,431
3098,ant_lion,1351
3099,ant_shrike,206
3100,ant_thrush,54
3101,antabuse,245
3102,antacid,1173
3103,antagonist,1447
3104,antagonistic_muscle,77
3105,antakiya,12
3106,antakya,1540
3107,antalya,1951
3108,antananarivo,1493
3109,antapex,20
3110,antarctic,2014
3111,antarctic_circle,661
3112,antarctic_continent,1378
3113,antarctic_ocean,1452
3114,antarctic_peninsula,2260
3115,antarctic_zone,322
3116,antarctica,1937
3117,antares,1551
3118,antbird,684
3119,anteater,1565
3120,antecedent,1330
3121,antechamber,1256
3122,antediluvian,1005
3123,antediluvian_patriarch,1
3124,antefix,328
3125,antelope,2048
3126,antelope_chipmunk,65
3127,antelope_squirrel,716
3128,antenna,2626
3129,antennaria_dioica,657
3130,antennaria_plantaginifolia,211
3131,anterior,1639
3132,anterior_cardinal_vein,13
3133,anterior_cerebral_artery,380
3134,anterior_cerebral_vein,13
3135,anterior_crural_nerve,7
3136,anterior_facial_vein,9
3137,anterior_fontanelle,49
3138,anterior_jugular_vein,34
3139,anterior_labial_veins,1
3140,anterior_meningeal_artery,10
3141,anterior_naris,6
3142,anterior_pituitary,603
3143,anterior_pituitary_gland,253
3144,anterior_serratus_muscle,102
3145,anterior_temporal_artery,15
3146,anterior_vertebral_vein,5
3147,anteroom,1242
3148,anthelminthic,15
3149,anthelmintic,559
3150,anthemis_arvensis,333
3151,anthemis_cotula,313
3152,anthemis_nobilis,551
3153,anthemis_tinctoria,803
3154,anther,1815
3155,antheraea_mylitta,47
3156,antheraea_pernyi,128
3157,antheraea_polyphemus,660
3158,anthericum_liliago,362
3159,anthericum_torreyi,7
3160,antheridiophore,103
3161,antheridium,487
3162,antheropeas_wallacei,29
3163,antherozoid,1
3164,anthesis,944
3165,anthill,1496
3166,anthologist,414
3167,anthology,1726
3168,anthonomus_grandis,141
3169,anthony,2221
3170,anthony_anderson,1635
3171,anthony_andrews,1538
3172,anthony_burgess,1227
3173,anthony_bushell,602
3174,anthony_charles_lynton_blair,114
3175,anthony_comstock,180
3176,anthony_edwards,1684
3177,anthony_eisley,629
3178,"anthony_eisley,",628
3179,anthony_geary,1401
3180,anthony_heald,1137
3181,anthony_hopkins,1240
3182,anthony_lapaglia,1609
3183,anthony_michael_hall,1496
3184,anthony_montgomery,1669
3185,anthony_perkins,1722
3186,anthony_quayle,1113
3187,anthony_quinn,1669
3188,anthony_simcoe,1341
3189,anthony_stewart_head,1612
3190,anthony_trollope,1498
3191,anthony_vandyke,162
3192,anthony_wayne,1409
3193,anthophyllite,254
3194,anthozoa,1198
3195,anthozoan,77
3196,anthracite,1552
3197,anthracite_coal,1134
3198,anthrax_bacillus,927
3199,anthrenus_scrophulariae,79
3200,anthriscus_cereifolium,22
3201,anthriscus_sylvestris,892
3202,anthropogenesis,49
3203,anthropogeny,27
3204,anthropoid,844
3205,anthropoid_ape,83
3206,anthropologist,1577
3207,anthropology,1799
3208,anthropophagite,6
3209,anthropophagus,216
3210,anthurium,1735
3211,anthurium_andraeanum,359
3212,anthurium_scherzerianum,327
3213,anthus_pratensis,953
3214,anthyllis_barba-jovis,94
3215,anthyllis_vulneraria,623
3216,anti,2184
3217,anti-american,1801
3218,anti-g_suit,117
3219,anti-impotence_drug,43
3220,anti-inflammatory,1576
3221,anti-inflammatory_drug,807
3222,anti-intellectual,180
3223,anti-personnel_bomb,43
3224,anti-semite,959
3225,anti-submarine_rocket,81
3226,anti-sway_bar,969
3227,anti-tnf_compound,0
3228,anti-torque_rotor,59
3229,antiacid,176
3230,antiaircraft,1270
3231,antiaircraft_gun,967
3232,antianxiety_agent,39
3233,antianxiety_drug,82
3234,antiarrhythmic,422
3235,antiarrhythmic_drug,109
3236,antiarrhythmic_medication,11
3237,antibacterial,1356
3238,antibacterial_drug,276
3239,antiballistic_missile,199
3240,antibaryon,56
3241,antiberiberi_factor,2
3242,antibiotic,1429
3243,antibiotic_drug,812
3244,antibody,1229
3245,anticatalyst,17
3246,anticholinergic,238
3247,anticholinergic_drug,32
3248,anticholinesterase,65
3249,antichrist,1348
3250,anticipant,271
3251,anticipation,2234
3252,anticipator,606
3253,anticoagulant,1134
3254,anticoagulant_medication,31
3255,anticonvulsant,448
3256,anticonvulsant_drug,149
3257,anticyclone,975
3258,antidepressant,1420
3259,antidepressant_drug,860
3260,antidiabetic,261
3261,antidiabetic_drug,70
3262,antidiarrheal,122
3263,antidiarrheal_drug,14
3264,antidiuretic,294
3265,antidiuretic_drug,2
3266,antidiuretic_hormone,115
3267,antidorcas_euchore,4
3268,antidorcas_marsupialis,278
3269,antidote,1355
3270,antielectron,53
3271,antiemetic,208
3272,antiemetic_drug,24
3273,antiepileptic,468
3274,antiepileptic_drug,310
3275,antiestablishmentarianism,9
3276,antiestablishmentism,0
3277,antifeminist,54
3278,antiferromagnetism,89
3279,antiflatulent,66
3280,antifreeze,1348
3281,antifungal,1686
3282,antifungal_agent,219
3283,antigen,1400
3284,antigenic_determinant,39
3285,antigonus,415
3286,antigonus_cyclops,4
3287,antigua,2086
3288,antigua_and_barbuda,1179
3289,antiguan,1384
3290,antihaemophilic_factor,5
3291,antihaemophilic_globulin,0
3292,antihemophilic_factor,86
3293,antihemophilic_globulin,8
3294,antihemorrhagic_factor,1
3295,antihistamine,1354
3296,antihypertensive,859
3297,antihypertensive_drug,194
3298,antiknock,532
3299,antilepton,21
3300,antilles,1985
3301,antilocapra_americana,477
3302,antilope_cervicapra,212
3303,antimacassar,223
3304,antimalarial,644
3305,antimalarial_drug,281
3306,antimatter,1085
3307,antimeson,5
3308,antimetabolite,50
3309,antimicrobial,1396
3310,antimicrobic,40
3311,antimonial_lead,63
3312,antimony,1446
3313,antimony_potassium_tartrate,67
3314,antimuon,34
3315,antimycin,66
3316,antimycotic,98
3317,antimycotic_agent,10
3318,antineoplastic,398
3319,antineoplastic_antibiotic,28
3320,antineoplastic_drug,123
3321,antineutrino,335
3322,antineutron,27
3323,antinode,219
3324,antinomian,227
3325,antinomianism,114
3326,antioch,2193
3327,antiophthalmic_factor,0
3328,antioxidant,1272
3329,antiparticle,185
3330,antipasto,1437
3331,antipathy,1033
3332,antipernicious_anemia_factor,0
3333,antipersonnel_bomb,59
3334,antiperspirant,1155
3335,antipodes,1404
3336,antipope,542
3337,antiproton,778
3338,antiprotozoal,128
3339,antiprotozoal_drug,9
3340,antipruritic,150
3341,antipsychotic,1168
3342,antipsychotic_agent,39
3343,antipsychotic_drug,200
3344,antipyretic,406
3345,antiquarian,1340
3346,antiquark,1038
3347,antiquary,1049
3348,antique,2839
3349,antiquity,2144
3350,antiredeposition,4
3351,antirrhinum_coulterianum,34
3352,antirrhinum_filipes,17
3353,antirrhinum_majus,1121
3354,antisepsis,379
3355,antiseptic,1202
3356,antiserum,701
3357,antispasmodic,566
3358,antispasmodic_agent,6
3359,antisyphilitic,2
3360,antitauon,13
3361,antitoxin,713
3362,antitrade,21
3363,antitrade_wind,0
3364,antitrades,0
3365,antitussive,271
3366,antitype,139
3367,antivenene,25
3368,antivenin,263
3369,antivert,74
3370,antiviral,1502
3371,antiviral_agent,236
3372,antiviral_drug,1056
3373,antler,2412
3374,antler_moth,77
3375,antlia,718
3376,antlion,1104
3377,antlion_fly,23
3378,antofagasta,1911
3379,antoine_domino,223
3380,antoine_henri_becquerel,219
3381,antoine_laurent_de_jussieu,41
3382,antoine_laurent_lavoisier,543
3383,antoine_lavoisier,688
3384,anton_bruckner,1261
3385,anton_chekhov,1369
3386,anton_chekov,760
3387,anton_gregor_rubinstein,2
3388,anton_grigorevich_rubinstein,12
3389,anton_pavlovich_chekhov,476
3390,anton_pavlovich_chekov,186
3391,anton_rubenstein,50
3392,anton_van_leeuwenhoek,148
3393,anton_van_leuwenhoek,2
3394,antonin_dvorak,1290
3395,antonine_wall,693
3396,antoninus,1467
3397,antonio_allegri_da_correggio,151
3398,antonio_banderas,1710
3399,antonio_fargas,1054
3400,antonio_gaudi,1649
3401,antonio_gaudi_i_cornet,192
3402,antonio_ghislieri,42
3403,antonio_lopez_de_santa_ana,415
3404,antonio_lopez_de_santa_anna,330
3405,antonio_lucio_vivaldi,207
3406,antonio_pignatelli,69
3407,antonio_sanchez,1979
3408,antonio_stradivari,1085
3409,antonio_vivaldi,1159
3410,antonius,1710
3411,antonius_pius,549
3412,antonius_stradivarius,151
3413,antony,2284
3414,antony_tudor,162
3415,antrozous_pallidus,151
3416,antrum,1159
3417,antum,308
3418,antwerp,2054
3419,antwerpen,2136
3420,anu,1965
3421,anubis,1621
3422,anunnaki,1125
3423,anuran,657
3424,anus,1305
3425,anvers,1993
3426,anvil,2229
3427,anwar_el-sadat,212
3428,anwar_sadat,1059
3429,anxiolytic,495
3430,anxiolytic_drug,47
3431,anything,2090
3432,anzac,2048
3433,anzio,1794
3434,ao_dai,2019
3435,aorta,1706
3436,aortic_arch,979
3437,aortic_orifice,35
3438,aortic_plexus,22
3439,aortic_valve,1284
3440,aotus_trivirgatus,230
3441,aoudad,1069
3442,apache,2439
3443,apache_dance,682
3444,apache_devil_dance,13
3445,apadana,1109
3446,apalachicola,1608
3447,apalachicola_river,877
3448,apalachicola_rosemary,9
3449,apar,1421
3450,apartment,2445
3451,apartment_building,1851
3452,apartment_house,1730
3453,apatite,1715
3454,apatosaur,129
3455,apatosaurus,1172
3456,apatosaurus_excelsus,42
3457,apatura_iris,679
3458,apc,2627
3459,ape,2558
3460,ape-man,1350
3461,apeldoorn,2058
3462,apennines,1237
3463,aper,1521
3464,aperea,352
3465,aperient,383
3466,aperitif,1679
3467,apertif,724
3468,aperture,2171
3469,apery,468
3470,apetalous_flower,24
3471,apex,2235
3472,apex_of_the_suns_way,0
3473,aphaeresis,39
3474,aphakic,228
3475,aphanite,24
3476,aphasic,290
3477,aphelion,1565
3478,apheresis,1086
3479,aphesis,207
3480,aphid,2029
3481,aphid_lion,52
3482,aphis_fabae,162
3483,aphis_lion,6
3484,aphis_pomi,102
3485,aphorist,40
3486,aphriza_virgata,165
3487,aphrodisiac,1290
3488,aphrodite,2439
3489,aphrophora_saratogensis,15
3490,apia,2265
3491,apiarist,273
3492,apiary,1456
3493,apical_placentation,8
3494,apiculturist,85
3495,apios_americana,248
3496,apios_tuberosa,11
3497,apis_mellifera,1399
3498,apis_mellifera_adansonii,5
3499,apis_mellifera_scutellata,76
3500,apishamore,4
3501,apium_graveolens,949
3502,apium_graveolens_dulce,86
3503,apium_graveolens_rapaceum,73
3504,aplacophoran,20
3505,aplectrum_hyemale,142
3506,aplite,513
3507,aplodontia_rufa,151
3508,aplysia_punctata,268
3509,apoapsis,144
3510,apocrine_gland,71
3511,apocynum_androsaemifolium,402
3512,apocynum_cannabinum,631
3513,apocynum_pumilum,3
3514,apodeme,31
3515,apodemus_sylvaticus,469
3516,apodiform_bird,0
3517,apoenzyme,49
3518,apogamy,11
3519,apogee,1462
3520,apogon_maculatus,54
3521,apojove,14
3522,apolemia,101
3523,apollinaire,1385
3524,apollo,2632
3525,apollo_asteroid,250
3526,apologetics,1392
3527,apologist,1099
3528,apolune,71
3529,apomict,12
3530,apomixis,306
3531,apomorphine,415
3532,aponeurosis,448
3533,apophatism,0
3534,apophysis,2280
3535,apoptosis,1306
3536,aporocactus_flagelliformis,341
3537,aposelene,7
3538,apostate,1222
3539,apostelic_father,0
3540,apostle,1627
3541,apostle_of_germany,134
3542,apostle_of_the_gentiles,130
3543,apostle_paul,1242
3544,apostolic_delegate,129
3545,apothecary,1493
3546,apothecarys_shop,37
3547,apothecium,410
3548,apotheosis,1195
3549,appalachia,1764
3550,appalachian,1921
3551,appalachian_mountains,1813
3552,appalachians,1689
3553,appaloosa,1828
3554,apparatus,1981
3555,apparatus_urogenitalis,9
3556,apparel,2784
3557,apparent_horizon,413
3558,apparent_motion,1093
3559,apparent_movement,580
3560,apparition,2121
3561,appearance,2113
3562,appeaser,277
3563,appellant,1028
3564,appendage,1374
3565,appendicle,1
3566,appendicular_artery,4
3567,appendicular_skeleton,344
3568,appendicular_vein,0
3569,appendicularia,56
3570,appendix,2297
3571,appetiser,1163
3572,appetite_suppressant,1224
3573,appetizer,2396
3574,appian_way,1385
3575,applauder,498
3576,apple,2242
3577,apple_aphid,510
3578,apple_butter,1814
3579,apple_dumpling,1347
3580,apple_fritter,516
3581,apple_geranium,349
3582,apple_jelly,1344
3583,apple_juice,1637
3584,apple_maggot,568
3585,apple_mint,1482
3586,apple_nut,1304
3587,apple_of_peru,402
3588,apple_orchard,2354
3589,apple_pie,2440
3590,apple_polisher,80
3591,apple_rust,933
3592,apple_sauce,1895
3593,apple_tart,1680
3594,apple_tree,2025
3595,apple_turnover,576
3596,applecart,446
3597,applejack,1680
3598,applemint,666
3599,applesauce,1988
3600,applesauce_cake,496
3601,appleton,1994
3602,appleton_layer,33
3603,applewood,1800
3604,appliance,2045
3605,applicant,1986
3606,application,2368
3607,applicator,1795
3608,applied_anatomy,583
3609,applied_math,1194
3610,applied_mathematics,1776
3611,applied_psychology,1411
3612,applied_science,2105
3613,applied_scientist,810
3614,applier,463
3615,applique,2329
3616,appointee,1465
3617,appointment,1532
3618,appointment_book,1270
3619,appointment_calendar,1386
3620,apposition,708
3621,appraiser,1505
3622,appreciator,755
3623,apprehender,1326
3624,apprehension,1850
3625,apprentice,1984
3626,approach,2997
3627,approach_path,1378
3628,approach_pattern,984
3629,approach_trench,140
3630,appropriator,55
3631,approver,857
3632,appurtenance,129
3633,apresoline,76
3634,apricot,2021
3635,apricot_bar,840
3636,apricot_sauce,1085
3637,apricot_tree,1202
3638,april_fool,1736
3639,apron,2112
3640,apron_string,282
3641,apse,1410
3642,apsis,1274
3643,apsu,1267
3644,aptenodytes_forsteri,752
3645,aptenodytes_patagonica,133
3646,apteryx,932
3647,apulia,1734
3648,apus,1822
3649,apus_apus,1685
3650,aqaba,1678
3651,aqua-lung,1730
3652,aqua_fortis,282
3653,aqua_regia,294
3654,aqua_vitae,912
3655,aqualung,1693
3656,aquamarine,1945
