,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n01692333,0.9361538461538461,0.7,0.9723076923076923,0.82,[45 45 45 ... 45 45 45],"[ 45  45  49  69  45 328  45  45  45  45  79  45  45  45  45  45 741 649
  45  45  45 386 298  54 616  45  45  45  45  45  45  45  45  45  45 346
 738  45  45  45  45  45  45  71  45  45  48  39  45  45]"
n02095570,0.6730769230769231,0.68,0.9423076923076923,0.9,[189 188 186 ... 189 242 191],"[189 189 189 189 189 189 182 189 189 189 189 185 189 160 189 225 189 184
 189 191 198 185 184 191 183 184 189 189 189 189 189 189 189 189 191 191
 189 189 185 191 189 189 189 189 189 189 189 189 189 189]"
n01667778,0.6115384615384616,0.42,0.9376923076923077,0.98,[36 36 35 ... 36 37 35],"[ 36  37  36  36  35  33  35  36  37  36  36  36  36  35  37 769  35  36
  37  37  50  36  35  37  36  36  36  36 305  36  37  36  36  35  35  37
  36  35  33  37  35  37  35  35  36  20  36  35  36  35]"
n04067472,0.8238461538461539,0.68,0.9230769230769231,0.8,[758 758 758 ... 758 758 758],"[865 758 758 758 758 758 758 758 758 174 758 758 758 758 758 758 758 758
 845 395 710 758 758 758 758 879 839 758 758 843 758 471 773 758 758 758
 792 758 843 758 456 859 758 882 758 758 758 758 758 710]"
n13037406,0.9392307692307692,0.94,0.9815384615384616,0.98,[993 993 993 ... 993 993 993],"[993 993 993 994 993 993 993 993 993 947 993 993 993 993 993 993 993 993
 993 993 993 993 993 993 993 993 993 993 993 993 993 993 993 993 993 993
 993 993 993 993 993 993 990 993 993 993 993 993 993 993]"
n03630383,0.7992307692307692,0.7,0.9453846153846154,0.92,[617 617 617 ... 684 968 617],"[617 617 617 903 697 617 582 617 728 845 982 617 617 617 617 415 611 617
 617 617 617 841 617 118 617 617 617 617 617 617 617 617 687 617 617 617
 617 617 819 869 617 617 617 617 823 617 617 617 617 823]"
n03196217,0.7930769230769231,0.64,0.92,0.84,[530 530 530 ... 530 919 685],"[530 754 605 530 530 530 530 531 781 530 530 530 530 530 530 530 781 485
 530 530 530 530 446 530 530 530 826 754 530 530 530 504 409 627 530 530
 754 530 531 530 487 851 530 530 530 772 826 530 530 530]"
n07760859,0.9092307692307692,0.9,0.9676923076923077,1.0,[956 956 956 ... 956 956 956],"[956 956 956 956 956 956 956 956 956 956 956 956 953 956 956 956 956 956
 956 956 956 956 956 956 956 956 948 956 956 956 956 956 956 956  82 956
 956 956 522 956 956 956 956 956 956 956 956 956 956 328]"
n03179701,0.6915384615384615,0.56,0.9384615384615385,0.9,[526 526 526 ... 495 526 453],"[624 527 526 526 553 526 527 799 526 527 526 495 526 526 527 526 587 527
 526 526 223 526 905 526 526 527 526 526 526 526 742 527 527 526 526 526
 620 673 527 526 526 527 526 526 664 526 527 526 526 526]"
n03935335,0.9084615384615384,0.84,0.9584615384615385,0.92,[719 719 719 ... 719 719 719],"[719 719 719 719 719 719 719 719 719 948 719 719 719 429 837 719 721 719
 719 883 719 719 719 719 719 719 719 719 773 719 719 719 719 719 719 719
 719 719 719 719 712 719 719 719 719 719 719 518 719 719]"
n03908618,0.66,0.58,0.926923076923077,0.92,[709 893 709 ... 748 709 709],"[769 767 709 748 709 709 709 709 692 748 419 709 709 709 591 709 709 709
 709 893 893 709 893 709 709 893 446 767 709 893 770 709 709 774 709 893
 709 709 709 709 709 893 748 398 709 709 709 748 709 709]"
n03785016,0.6823076923076923,0.72,0.9807692307692307,0.94,[665 665 665 ... 670 665 665],"[671 665 671 665 665 665 665 665 665 665 665 701 671 671 665 665 665 665
 665 424 665 665 665 665 444 665 665 665 444 665 665 665 870 665 665 671
 665 665 665 665 670 612 671 665 665 444 665 665 665 665]"
n01693334,0.5192307692307693,0.42,0.9523076923076923,0.9,[ 46  46  46 ...  46 325  46],"[ 39  40  46  39  46  40 316  46  46  46  46  40  46  42  46  42  48  40
  46  40  46  41  40  46  46  40  46  70  46  47  46  40  31  39  46  30
  40  77  55  46  47  40  40  46  40  46  46  46  40  41]"
n07693725,0.8161538461538461,0.72,0.9607692307692308,0.9,[933 931 931 ... 931 931 931],"[931 987 932 931 957 931 931 931 931 933 931 931 932 931 931 931 931 930
 930 932 931 931 931 931 932 931 411 933 933 931 931 931 931 931 931 931
 931 931 931 931 931 931 964 931 931 931 931 931 931 964]"
n03530642,0.7630769230769231,0.52,0.9353846153846154,0.78,[533 599 599 ... 599 599 599],"[599 125 509 599 410 818 904 599 310 599 397 599 954 599 599 957 539 599
 721 599 410 599 973 599 599 599 410 410 327 599 410 588  54 455 599 599
 599 599 599 599 599 599 731 599  43 599 599 599 955 410]"
n02328150,0.9238461538461539,0.86,0.9807692307692307,0.96,[332 332 332 ... 332 332 332],"[332 332 332 153 332 332 332 332 332 332 332 332 258 332 153 332 332 332
 332 332 332 249 332 332 332 229 332 332 332 332 332 332 332 332 332 332
 332 332 332 332 332 332 674 154 332 332 332 332 332 332]"
n02092339,0.8461538461538461,0.88,0.9523076923076923,0.98,[178 178 178 ... 178 178 178],"[178 178 178 178 178 178 178 178 178 178 178 178 178 178 178 178 178 178
 178 246 178 178 178 178 209 178 178 178 178 178 178 178 178 211 178 171
 178 178 178 178 178 178 178 355 178 178 178 178 168 178]"
n03485407,0.7920696324951644,0.52,0.9468085106382979,0.9,[590 590 590 ... 620 590 590],"[681 592 590 590 487 487 590 487 593 590 826 681 590 754 590 590 590 590
 590 590 590 590 487 590 778 590 590 590 487 487 590 590 508 487 590 754
 590 590 487 590 590 487 590 617 681 508 590 600 487 487]"
n04004767,0.72,0.48,0.9153846153846154,0.84,[742 742 742 ... 742 526 742],"[732 742 742 713 526 713 742 934 745 742 742 598 713 446 688 742 713 742
 742 742 742 742 713 713 713 447 705 766 742 742 662 526 742 742 637 742
 742 713 742 473 742 742 742 713 742 742 713 526 742 713]"
n02109961,0.3953846153846154,0.32,0.9453846153846154,0.98,[232 348 250 ... 250 248 537],"[537 248 248 250 248 250 249 250 250 248 249 248 248 230 250 250 248 249
 273 248 249 269 248 235 250 250 250 250 250 248 249 250 250 248 257 235
 248 250 537 258 248 258 249 250 248 248 250 249 250 248]"
n01735189,0.9107692307692308,0.82,0.9676923076923077,0.92,[57 41 57 ... 57 57 57],"[57 57 57 60 57 57 57 57 57 58 57 57 57 57 57 57 57 53 57 57 57 58 57 79
 57 57 57 57 57 57 57 57 57 44 57 57 57 57 57 57 44 57 57 57 57 57 46 54
 57 57]"
n02437312,0.9461538461538461,0.96,0.9846153846153847,0.98,[354 354 354 ... 354 354 354],"[354 354 354 354 354 354 354 354 354 354 354 354 354 354 537 354 354 354
 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354
 354 354 354 354 354 354 354 354 354 355 354 354 354 354]"
n02129165,0.9415384615384615,0.98,0.9815384615384616,0.98,[291 291 291 ... 291 276 291],"[291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291
 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291
 291 291 291 291 291 291 291 349 291 291 291 291 291 291]"
n04153751,0.7569230769230769,0.86,0.8946153846153846,0.94,[877 783 769 ... 677 783 328],"[783 618 783 783 783 783 772 783 677 902 783 783 783 783 783 783 783 783
 783 677 783 783 783 783 783 783 783 783 783 783 783 783 783 783 783 783
 783 783 783 783 783 783 783 683 777 783 783 783 783 783]"
n03884397,0.8815384615384615,0.8,0.9315384615384615,0.86,[699 699 699 ... 699 699 699],"[699  69 432 699 699 699 699 699 699 699 699 699 699 652 699 699 699 462
 699 699 519 699 699 699 569 699 699 699 699 699 699 699 619 699 699 699
 699 699 699 699 854 699 541 699 699 699 699 439 699 699]"
n02056570,0.9769230769230769,0.9,0.9892307692307692,0.92,[145 145 145 ... 145 145 145],"[145 145 254 145 145 145 145 145 145 145 145 145 145 145 145 145 145 145
 145 977 145 145 145 145 649 145 145 145 145 145 904 145 145 145 145 145
 145 203 145 145 145 145 145 145 145 145 145 145 145 145]"
n02480495,0.9276923076923077,0.88,0.97,0.92,[365 365 365 ... 365 365 365],"[365 365 365 365 365 365 365 365 367 365 365 365 365 365 374 365 365 365
 365 365 365 366 365 365 365 365 365 365 365 294 365 365 387 365 365 365
 365 365 365 365 367 365 365 365 365 365 365 365 365 365]"
n02128385,0.7730769230769231,0.86,0.9815384615384616,1.0,[290 288 290 ... 288 288 288],"[288 288 288 288 288 288 288 288 288 288 288 288 288 288 288 293 288 288
 288 288 288 290 288 288 288 288 288 288 288 288 290 288 288 293 288 288
 288 288 288 288 288 288 288 288 288 293 288 293 290 288]"
n07875152,0.833076923076923,0.66,0.9607692307692308,0.88,[964 415 965 ... 965 964 965],"[429 964 567 963 964 964 964 964 935 544 964 964 940 964 964 964 964 964
 964 964 964 964 964 964 964 567 964 990 964 964 930 965 961 964 933 964
 964 964 964 933 964 808 928 964 964 964 941 964 936 964]"
n04069434,0.8861538461538462,0.8,0.963076923076923,0.92,[473 759 759 ... 759 759 759],"[759 759 759 759 759 759 759 759 759 759 528 759 759 759 889 759 759 759
 745 759 447 759 759 759 759 759 759 759 732 447 759 759 759 759 759 759
 759 447 759 745 759 759 759 622 759 732 759 759 759 759]"
n02655020,0.9223076923076923,0.84,0.9761538461538461,0.96,[397 397   5 ... 397 397 397],"[397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397
 112 397 397 983 397 329 396 397 397 397 397 397 397 397 397 397 397 397
 397   5 397 397 397 397 397 973   1 973 397 397 397 397]"
n02442845,0.7476923076923077,0.66,0.9453846153846154,0.84,[356 357 357 ... 357 357 357],"[357 357 357 357 357 357 357 294 357 357 357 357 310 357 357 357  58 357
 357 357 356 381 342 357 357 853 357 975 357 360 295 357 357 233 357 357
 298 460 995 363 357 815 184 357 357 357 357 357 357 357]"
n04286575,0.6530769230769231,0.26,0.8892307692307693,0.62,[818 818 818 ... 711 818 606],"[818 562 818 844 968 409 509 528 406 819 545 818 776 819 818 545 818 619
 657 559 818 686 505 592 711 619 818 920 819 818 920 846 733 518 758 831
 818 862 818 745 818 818 447 820 545 845 468 647 818 785]"
n03950228,0.6730769230769231,0.38,0.93,0.84,[725 438 281 ... 899 725 725],"[504 572 725 669 849 883 883 883 738 725 899 725 849 725 725 899 725 845
 725 968 504 725 849 725 725 849 849 808 883 969 725 725 725 762 883 725
 899 725 725 725 756 596 725 849 899 899 505 725 849 572]"
n03692522,0.7492307692307693,0.38,0.9107692307692308,0.54,[633 633 633 ... 633 633 633],"[836 633 504 845 720 633 633 633 903 633 837 855 782 447 633 633 633 506
 633 633 333 481 447 570 633 921 622 633 655 481 418 633 837 759 811 633
 759 987 314 664 633  77 633 633 766 633 633 549 893 837]"
n01860187,0.9715384615384616,0.98,0.9915384615384616,1.0,[100 137 100 ... 100 100 100],"[100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
 100 100 100 100 100 100 100 100 100  99 100 100 100 100]"
n02219486,0.7630769230769231,0.7,0.9230769230769231,0.82,[310 716 310 ... 310 310 310],"[310 310 310 310 310 310 103 310 308 301 310 318 310 971 310 310 310 310
 317 307  75 310 310 310 584 310 310 310 310 310  71 310 310 310 310 309
 309 310 314 944 310 447 310 310 310 310 310 310 310 310]"
n01592084,0.946923076923077,0.98,0.9884615384615385,1.0,[19 19 19 ... 19 13 19],"[19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19
 19 19 19 19 19 19 19 19 19 19 19 19 19 17 19 19 19 19 19 19 19 19 19 19
 19 19]"
n02939185,0.7453846153846154,0.56,0.9453846153846154,0.74,[469 469 469 ... 469 469 875],"[469 788 858 469 634 926 731 469 469 544 926 618 469 567 766 469 935 544
 469 544 926 469 961 863 467 469 469 909 469 469 469 858 469 909 910 469
 449 469 469 469 469 469 469 469 469 469 469 469 469 469]"
n02361337,0.91,0.88,0.9707692307692307,0.96,[336 336 336 ... 336 336 336],"[336 336 336 336 336 336 337 544 297 336 336 336 336 336 336 336 336 336
 336 336 336 336 336 336 467 336 336 336 336 336 336 336 336 336 336 336
 336 336 336 336 336 336 336 336 336 336 106 853 336 336]"
n13040303,0.916923076923077,0.84,0.9723076923076923,0.92,[994 994 994 ... 994 994 722],"[994 994 994 994 991 994 947 994 994 994 994 995 994 994 994 994 994 994
 994 994 994 994 114 994 994 994 994 994 994  27 994 994 994 994 994 994
 994 994 994 994 994 994 994 994 994 123 994 994 993 947]"
n03661043,0.7,0.58,0.9507692307692308,0.9,[454 624 624 ... 624 624 624],"[624 624 648 624 624 454 624 624 582 453 624 624 624 553 624 453 788 624
 624 454 453 624 454 624 453 617 624 624 624 624 453 624 454 884 546 624
 284 406 624 624 624 624 624 663 624 453 624 662 624 624]"
n09468604,0.786923076923077,0.82,0.9761538461538461,1.0,[979 979 979 ... 672 979 979],"[979 979 979 979 972 970 979 483 979 979 979 979 979 979 979 979 970 979
 979 979 979 979 979 970 979 979 979 979 525 979 979 460 979 979 979 979
 979 979 979 979 979 979 979 979 979 562 984 979 979 979]"
n02051845,0.8823076923076923,0.84,0.9684615384615385,0.96,[977 144 144 ... 144 144  99],"[144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144
 144  21 144 144 144 133 144 144 144 146 127 144 144 144 144 134 132 146
 144 144 144 144 144 144 141 144 144 144 144 144 144 144]"
n04370456,0.6326530612244898,0.32,0.8464017185821697,0.68,"[457 841 841 841 542 703 841 841 841 509 841 841 841 678 841 841 841 568
 841 841 841 841 841 841 841 610 879 841 834 841 697 807 841 841 514 474
 610 697 841 841 841 841 254 841 841 841 841 841 841 841 841 841 419 610
 841 841 841 430 608 610 841 841 841 747 841 841 474 841 750 793 797 843
 841 697 841 610 610 841 841 841 841 841 841 841 841 570 841 841 841 841
 841 841 735 841 434 841 735 841 841 673 841 841 841 841 841 841 841 841
 541 841 841 610 841 841 617 841 841 841 443 753 841 465 841 841 841 865
 841 655 841 841 490 841 841 501 762 841 413 841 841 841 841 841 841 981
 841 841 722 841 841 841 610 841 862 841 841 841 841 797 894 841 882 501
 452 894 841 841 841 470 841 608 841 841 841 480 841 841 474 841 841 841
 841 841 841 474 529 501 434 841 617 697 841 841 894 841 465 610 841 841
 841 612 894 841 911 655 824 841 474 841 610 523 841 879 841 841 610 285
 841 841 841 841 841 841 465 796 841 841 841 841 841 841 841 841 841 911
 841 841 841 841 841 841 841 722 841 841 841 841 841 841 841 841 841 885
 501 841 869 841 841 841 735 841 841 841 841 841 841 841 373 841 841 608
 841 841 841 452 158 447 678 489 450 841 841 451 841 841 860 841 841 841
 841 841 841 735 841 602 841 841 841 841 655 841 610 788 655 841 841 841
 841 841 841 841 841 841 836 841 841 841 841 841 610 617 568 841 841 841
 514 501 841 841 841 841 747 837 522 841 841 797 841 841 841 885 608 841
 434 841 447 841 841 841 841 750 655 501 841 735 170 841 841 887 841 841
 841 841 841 841 608 845 474 473 841 434 841 608 841 841 841 679 841 841
 841 841 841 841 399 841 894 610 735 841 822 841 841 610 610 610 841 841
 841 841 610 841 841 841 697 474 841 419 457 457 880 614 841 841 841 841
 841 841 411 841 735 841 841 841 610 999 841 841 841 841 610 841 894 841
 841 903 412 841 841 841 841 837 518 841 788 841 841 430 841 841 465 841
 841 841 841 608 841 608 841 841 841 610 841 434 841 841 841 841 447 880
 841 434 841 841 610 697 841 655 841 981 411 841 841 841 841 841 841 610
 869 841 841 797 841 841 894 837 887 929 841 841 841 841 841 841 841 982
 841 841 841 579 841 841 841 841 841 391 841 982 841 841 841 796 841 474
 841 841 474 610 413 841 515 435 841 841 841 443 841 841 841 610 608 697
 841 610 474 728 797 841 841 501 179 487 894 841 841 841 841 841 841 453
 841 841 841 841 841 841 841 841 841 610 841 841 841 841 841 841 841 823
 841 419 975 795 841 501 841 617 841 841 841 610 841 824 501 841 841 841
 841 841 841 862 254 620 667 841 841 841 612 841 841 788 841 841 841 841
 841 610 474 824 697 841 841 841 841 841 841 834 841 841 841 183 819 445
 841 841 841 841 841 841 880 841 894 414 841 239 841 841 841 841   8 841
 735 841 841 841 452 841 841 841 841 841 841 894 841 841 487 785 411 570
 263 608 841 760 841 841 981 841 841 841 999 529 474 841 610 474 841 841
 501 981 841 419 841 841 841 779 841 447 841 841 841 610 841 515 837 841
 841 178 841 841 610 841 841 841 841 841 841 610 841 841 903 841 841 457
 841 474 841 885 841 841 841 841 841 841 841 608 781 841 515 841 568 841
 841 841 841 841 916 841 841 841 841 841 452 841 326 834 610 841 841 841
 610 806  33 841 841 785 841 841 841 841 195 368 894 615 841 841 841 841
 841 841 797 841 841 841 452 841 414 841 841 841 399 841 841 841 570 841
 841 399 841 824 841 697 841 841 841 841 841 797 841 841 841 841 841 841
 841 797 841 529 841 841 841 841 841 919 841 735 841 610 841 841 841 841
 841 894 617 841 841 543 911 841 841 841 529 796 841 841 904 434 841 841
 610 897 610 428 841 523 491 617 834 841 841 841 474 841 617 474 841 841
 515 610 841 629 841 841 841 841 421 735 841 906 841 846 841 841 617 841
 841 903 841 970 841 515 630 797 610 841 841 841 885 841 171 841 841 614
 474 788 841 419 841 841 981 841 841 841 841 921 841 841 841 453 823 841
 841 501 841   0 841 608 841 841 841 841 841 841 452]","[841 610 474 887 474 617 841 735 841 841 610 788 474 797 841 841 617 610
 515 501 796 608 439 652 608 841 824 529 610 894 748 615 841 841 841 911
 841 474 496 911 841 841 480 841 841 841 474 903 865 474]"
n02415577,0.8476923076923077,0.68,0.9769230769230769,0.96,[349 349 349 ... 349 349 349],"[349 348 349 349 349 348 349 348 349 349   9 970 348 349 349 349 349 348
 349 349 349 349 349 349 349 349 972 291 349 348 349 349 350 349 349 349
 348 348 349 349 348 349 349 348 349 349 349 349 349 348]"
n03459775,0.7538461538461538,0.72,0.9638461538461538,0.9,[581 581 581 ... 717 511 581],"[581 511 581 581 581 581 468 581 581 581 581 468 581 656 581 581 717 581
 581 581 581 581 581 581 661 581 581 511 661 581 817 581 581 581 734 511
 436 581 581 581 581 581 581 581 581 581 581 511 734 581]"
n01687978,0.8861538461538462,0.66,0.9784615384615385,0.9,[42 42 42 ... 42 42 42],"[ 42  26  43  42  42  42  42  43  42  42  38  42  46  41  42  42  39  41
  42  82  58  42  42  42  42  42  42  40  42  42  46  42  41  42  42  42
  61  42  42  44  25  42  42  42  42 307  42  42  42  42]"
n03804744,0.7338461538461538,0.6,0.916923076923077,0.72,[677 677 677 ... 677 677 674],"[716 677 677 677 677 696 677 677 677 687  42 677 677 695 677 677 845 677
 677 721 600 783 677 783 677 624 792 677 677 677 769 876 677 421 677 677
 677 312 677 677 677 118 794 677  42 677 677 562 677 677]"
n01514859,0.8446153846153847,0.78,0.9738461538461538,0.92,[8 8 8 ... 8 8 8],"[  8   8   8   8   8   8   8   8 425   8   8 137   8   8   8   8   8   7
   7   8   8   8   8   8   8 912   8   8 594   8 611   8   8   8   8   8
   8   8   8 337   8   8   8   7   7   8   7   8   8   8]"
n03742115,0.8476923076923077,0.58,0.9569230769230769,0.88,[648 648 896 ... 648 648 648],"[648 648 710 495 648 648 648 886 648 648 905 495 553 648 886 495 648 435
 760 648 648 492 648 648 648 896 648 648 648 648 648 493 495 648 648 648
 896 453 794 648 648 526 894 648 648 896 794 648 648 648]"
n02099712,0.7046153846153846,0.82,0.9084615384615384,0.96,[205 253 208 ... 159 208 208],"[208 180 208 208 208 208 162 208 208 208 208 207 208 208 208 208 208 208
 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208
 208 202 225 208 171 181 208 208 222 208 208 205 208 208]"
n02027492,0.8876923076923077,0.8,0.9846153846153847,0.94,[140 140 140 ... 140 140 140],"[140 140 140 140 140 140 140 139 140 140 327 140 140 140 146 142 140 140
 140 140 140 140 140 140 140 140 140  82 145 139 140 140 140 140 140 140
 140 140 140 140 142 140 140 140 140 140 139 140 140 139]"
n03775071,0.8384615384615385,0.76,0.96,0.9,[457 658 658 ... 658 533 658],"[658 452 658 636 658 658 658 658 658 658 658 638 658 806 658 658 658 658
 658 850 824 658 658 658 658 658 806 658 658 658 797 658 806 496 496 658
 658 658 658 658 658 658 434 658 658 658 658 658 658 658]"
n03544143,0.9207692307692308,0.94,0.9592307692307692,0.96,[604 604 604 ... 604 604 604],"[604 604 604 604 604 604 920 604 604 604 604 604 604 604 604 604 604 604
 604 604 604 604 604 604 604 907 604 604 604 604 604 604 604 846 604 604
 604 604 604 604 604 604 604 604 604 604 604 604 604 604]"
n03873416,0.6546153846153846,0.62,0.9423076923076923,0.92,[693 693 693 ... 693 693 472],"[693 144 693 693 693 802 693 693 693 821 693 693 472 693 472 693 693 693
 693 693 693 693 472 814 460 693 421 975 693 693 693 693 693 472 472 693
 456 693 693 693 472 484 764 472 433 693 693 693 472 693]"
n01704323,0.9557661927330173,0.88,0.981042654028436,0.88,[ 51  51  51 ... 792  51  51],"[ 51  51  51  51  51  51  51  51  51  51  51  51  51 385  51  51  51  51
  51  51  51  51  51  66  51 830  51  51  51  51  51 342  51  51  51  51
  51  51  51  51  51  51  51 417  51  51  51  51 346  51]"
n04355933,0.4230769230769231,0.14,0.8638461538461538,0.58,[836 837 836 ... 836 836 836],"[843 643 837 836 836 920 982 837 785 196 785 836 597 678 776 650 836 892
 837 837 633 836 457 981 869 487 837 626 837 837 424 837 543 785 219 837
 836 836 785 617 445 891 618 197 838 837 801 837 518 837]"
n01843383,0.9492307692307692,0.92,0.9815384615384616,0.96,[ 96  96 904 ...  96  96  96],"[ 96  93  96  96  96  96  96 491  96  96  96  96  96  96  96  96  59  96
  96  96  96  96  96  96  96  96  96  96  96  93  96  96  96  96  96  96
  96  96  96  96  96  96  96  96  96  96  96  96  96  96]"
n02280649,0.9253846153846154,0.88,0.9830769230769231,1.0,[324 324 324 ... 324 324 324],"[324 324 324 324 324 310 324 324 324 324 324 324  70 325 324 324 324 324
 324 324 324 324 324 324 324 324 324 324 324 324 324 324 324 324 324 324
 324 324 324 325 324 324 324 321 985 324 324 324 324 324]"
n02699494,0.8538461538461538,0.66,0.9753846153846154,0.96,[406 406 406 ... 406 406 406],"[406 857 406 406 497 406 497 892 406 406 406 406 857 406 406 406 497 406
 406 406 497 642 857 406 857 687 406 406 406 406 406 406 497 406 884 884
 406 663 497 406 406 406 406 698 406 406 406 406 406 406]"
n02231487,0.8,0.62,0.9438461538461539,0.86,[313 313  59 ... 313 315 313],"[313 313 313 313 313  46 313 313 313 313 313 315 313 313 313 448 313 313
 315 315 313 313 313 313  46 313 313 315 994 315 313 313 307  74 313 313
  70 313 711  96  70  91 313  77 313 313 313 313 774 315]"
n03127925,0.7776923076923077,0.6,0.9315384615384615,0.8,[519 519 519 ... 412 561 905],"[588 519 519 675 519 519 478 519 239 519 737 519 519 519 637 648 634 519
 712 478 519 950 463 847 519 519 492 519 406 478 519 519 519 478 519 907
 519 410 519 519 519 519 519 519 646 519 519 519 519 519]"
n02951585,0.7023076923076923,0.62,0.9069230769230769,0.88,[473 473 473 ... 473 473 473],"[473 473 784 473 473 473 783 473 902 473 473 784 473 902 473 902 473 473
 512 473 473 473 473 464 960 902 473 673 473 512 473 473 473 644 473 473
 777 473 473 473 473 584 550 473 623 455 778 473 473 473]"
n03598930,0.89,0.82,0.9476923076923077,0.86,[611 611 611 ... 611 611 611],"[611 611 611 611 611 611 611 611 611 611 643 611 611 611 611 611 611 611
 611 611 611 600 721 611 611 611 549 611 539 611 191 611 419 611 611 611
 611 611 611 611 611 611 611 611 731 611 611 611 741 611]"
n03297495,0.7966549295774648,0.66,0.9577464788732394,0.9,[505 550 550 ... 505 550 550],"[550 550 505 550 550 676 550 550 550 550 505 505 550 550 550 550 891 550
 550 550 550 550 505 505 401 505 503 550 550 505 550 550 550 550 550 505
 550 771 828 550 653 505 550 550 550 550 556 550 550 550]"
n04041544,0.4553846153846154,0.54,0.8807692307692307,0.9,[632 632 754 ... 754 754 859],"[485 811 754 754 848 632 754 754 754 754 754 754 754 481 492 848 754 481
 754 782 482 754 485 688 754 745 754 754 414 481 485 485 754 754 754 754
 754 745 754 754 485 848 754 754 754 754 688 489 754 848]"
n04328186,0.735239852398524,0.52,0.9271217712177122,0.84,[826 826 826 ... 826 826 826],"[826 531 826 826 531 679 826 409 826 826 826 635 531 826 426 635 826 826
 485 531 826 826 778 826 622 647 826 826 826 531 826 826 826 482 712 605
 826 826 960 826 531 826 826 563 826 531 531 426 487 826]"
n01737021,0.7846153846153846,0.6,0.9423076923076923,0.84,[ 58  58  57 ...  58 390  58],"[ 58  58 391  54  58  58  58  58  58  58  60  58  42  58  58 391 116  58
  58  53  58 677  58  65  58  58  58  58  35  57  58  58  53  58  58  54
  58  58  30  58  58 814  58  58 120  25  56 395  43  58]"
n03141823,0.6946153846153846,0.48,0.8469230769230769,0.62,[523 523 523 ... 523 523 523],"[783 523 696 733 523 523 792 523 523 706 523 646 870 587 843 693 523 840
 587 765 523 454 523 523 677 523 523 645 843 523 612 693 523 748 523 523
 523 683 523 677 523 870 602 523 523 851 523 845 523 523]"
n03018349,0.8723076923076923,0.84,0.9784615384615385,0.94,[495 495 495 ... 799 495 495],"[495 495 495 495 495 495 495 495 495 495 495 648 495 495 495 495 495 495
 495 495 495 495 495 495 648 532 495 495 495 894 495 495 495 495 495 495
 495 651 495 495 495 526 495 492 495 495 495 495 860 495]"
n02107908,0.5684615384615385,0.24,0.9423076923076923,1.0,[162 240 240 ... 240 238 240],"[238 238 240 241 238 238 240 240 238 240 239 241 238 238 238 238 240 239
 238 240 238 238 239 241 241 239 239 241 240 238 238 240 238 236 239 238
 240 238 239 238 238 239 241 238 240 241 240 241 240 238]"
n04154565,0.5884615384615385,0.34,0.8707692307692307,0.7,[784 477 784 ... 784 902 784],"[784 845 924 929 600 784 784 587 520 784 784 784 845 542 608 783 740 784
 783 784 784 784 784 478 784 481 519 763 696 784 696 760 473 784 637 677
 618 677 929 785  75 784 891 620 512 784 710 813 784 418]"
n04146614,0.9553846153846154,0.9,0.9892307692307692,1.0,[779 779 779 ... 779 779 779],"[779 779 866 874 779 874 779 779 779 779 779 779 779 779 779 779 779 779
 779 779 779 779 779 779 779 874 779 779 779 779 779 779 779 779 779 779
 779 779 779 779 779 779 779 779 779 779 779 705 779 779]"
n01945685,0.8476923076923077,0.72,0.9407692307692308,0.86,[114 114  59 ... 114 114 114],"[114 114 114 114 115 114 968 114 114 947 114 600 114 114 114 114 114 114
 403 677 114 114 114 114 114 769 114 114 988 114 114 114 114 114 114 113
 329 114 114 777 114 114 114 114 114  44 114 529 114 947]"
n02099849,0.8115384615384615,0.8,0.9446153846153846,0.98,[209 209 263 ... 209 209 209],"[208 209 209 209 209 206 209 209 209 209 211 208 209 209 209 256 209 209
 209 209 209 209 209 225 209 209 209 209 209 209 213 209 209 209 209 209
 209 225 209 209 209 209 209 209 180 168 209 209 209 209]"
n02787622,0.8215384615384616,0.9,0.9246153846153846,0.94,[420 420 420 ... 420 515 420],"[420 420 420 420 420 420 420 420 420 420 420 420 420 420 420 420 420 420
 420 420 420 423 420 420 420 420 432 703 420 420 420 420 420 420 777 402
 420 420 420 420 420 420 420 420 420 420 420 420 420 420]"
n02108551,0.8507692307692307,0.9,0.96,0.98,[244 244 244 ... 244 244 244],"[244 244 244 256 244 244 244 244 244 244 249 244 244 244 244 244 244 244
 256 244 244 244 244 244 244 244 244 244 244 244 244 244 244 244 244 244
 256 244 191 244 244 244 244 244 244 244 244 244 244 244]"
n04525038,0.5103578154425612,0.12,0.8408662900188324,0.44,[411 679 610 ... 885 885 750],"[968 399 636 850 885 679 474 725 546 626 529 434 591 539 887 464 697 644
 559 457 831 785 601 611 473 700 831 568 709 496 434 868 644 112 643 857
 787 885 854 885 655 885 885 568 610 748 679 721 893 885]"
