,mean_nsfw_train,mean_nsfw_val,std_nsfw_train,std_nsfw_val
n03938244,0.041412058436627285,0.047978185058351525,0.10864407487973349,0.1424958117314227
n02978881,0.013800171645772559,0.028128762881312924,0.06687984556149712,0.08205573148204852
n03075370,0.02900435704862968,0.03557984879072316,0.11817772686378175,0.13873370071803745
n04357314,0.18604687146828722,0.18603144432159752,0.3231666012307366,0.311386110242664
n02389026,0.1834456143407525,0.33232261472316166,0.25956678879477807,0.3256793304073246
n02113023,0.07961111592508825,0.08432227687020713,0.1725199654163128,0.19700665299513112
n03160309,0.009067154434291813,0.014625088433822384,0.054866919570341136,0.06798131626896839
n02110185,0.06361274420647349,0.0988634476130028,0.14873932118243405,0.2131223740358463
n03720891,0.1079590629004973,0.053416443701048345,0.20648499234955514,0.14953224301257828
n02088466,0.11740621030313204,0.1588082174102601,0.20493632270605078,0.24792189522220348
n03602883,0.041157442711912136,0.04107092609462701,0.11974935208024133,0.11544031001603663
n03355925,0.01100098923428324,0.00965794583450588,0.04434130519196721,0.02597611192728697
n04296562,0.05751989565293893,0.03624411984070321,0.1381846191782463,0.12311502543147476
n09421951,0.058577702281300374,0.024005257913413517,0.17502170646835716,0.10721843435936344
n02860847,0.03901090933318475,0.020878168674994414,0.0990667686091495,0.05599422265832062
n04346328,0.00984922110433131,0.006510497299141207,0.049758487806209645,0.015567486084861458
n02504458,0.05168563790522547,0.05421798736519122,0.11249125674191131,0.13396202634843463
n03443371,0.037603157126272095,0.0587022843462637,0.11373999562724647,0.1672616111056371
n04548280,0.011714465796828668,0.008079575822011974,0.05415812067678184,0.025745478631333838
n02672831,0.07443262611452127,0.07424566402421988,0.1624118824693925,0.14961697603688545
n04562935,0.02322950188095749,0.022189831532305106,0.07566456270998052,0.06592068411333804
n01924916,0.03198788635796734,0.05402418794908954,0.11657819385057075,0.1447084976126915
n01978455,0.030556345009320137,0.017754820333402678,0.10886383705484547,0.046691821273737846
n04040759,0.04098273049995679,0.01545285698272636,0.1324698253800257,0.044783117293500915
n03791053,0.07042909458882127,0.05905693473803694,0.1497746797008809,0.08161890114285075
n03345487,0.012642150897708747,0.016869433755291537,0.04401523829035039,0.06308101341395461
n02093647,0.03985909104515162,0.05746441149714883,0.11933691107187995,0.16571019633650527
n01667114,0.021185254606642254,0.032296701964989086,0.08504439249172796,0.13379856714940144
n01833805,0.07249213817824153,0.07358805238887726,0.16974105117920477,0.20127628850820128
n02119789,0.017421509438726116,0.02440828488687657,0.05075428388378921,0.0540810525918583
n03710637,0.8019758310514976,0.8669827302866042,0.3062349123126105,0.23283011819261404
n01797886,0.012401679700605519,0.005759053365941327,0.046055400964485425,0.014860566604915674
n02676566,0.10933377562285046,0.14850713640626054,0.20429411916252452,0.2440646117246485
n02085620,0.10002002640768162,0.08672508614687104,0.18914540391712514,0.18205433557874096
n02134084,0.020504289842651513,0.02818276267025226,0.07347232915556283,0.1165203353248317
n03444034,0.03753269262234516,0.035676582379201134,0.08832646582769499,0.06516971357194676
n02123394,0.038876806388841334,0.023506039911867446,0.11788200455007411,0.07482296940530862
n03781244,0.006736567284552616,0.00825982861416378,0.02822318445442721,0.032190869105276826
n07932039,0.04603243787189544,0.08390208080347066,0.13395568886587542,0.17103076670331271
n04579145,0.004994050368861058,0.01910464006776689,0.030485676515375964,0.10311280357808406
n01753488,0.010498878645027653,0.0188080689344315,0.045675817643584665,0.07005854055046479
n02840245,0.01316566951270666,0.005726868667696561,0.057068806184024656,0.00991460904813222
n02097658,0.04367868681484704,0.07494883466635656,0.1219843514870184,0.1737312176939162
n02100583,0.2174552732308172,0.11892902960957144,0.28290920578075085,0.16606391053928207
n04208210,0.03998302711156017,0.0494051153014334,0.11110230939195118,0.12955603668990742
n09193705,0.010515638397015437,0.00561466075675753,0.05695618307007747,0.011364042666760782
n02091244,0.12885420009409157,0.18668572033589953,0.2179176684952005,0.26233076788653736
n03481172,0.06976524886930542,0.0677481848365909,0.16814580844661067,0.14189405317028098
n03496892,0.015336394356764257,0.012024339588226667,0.052577763705317256,0.031071187473163023
n04277352,0.10096099967020727,0.09882261672708409,0.1933393683827173,0.18921756373557816
n03637318,0.06490469755938552,0.04417828194542835,0.16173182270489123,0.08971011468362133
n12144580,0.06640707553103008,0.06187066468182877,0.16114219576713154,0.1432704295060698
n01751748,0.012749465479631078,0.018544874526996866,0.06291868316215043,0.0937207393569407
n02089078,0.06610596830717098,0.1105067274011526,0.14875776602392482,0.22767917808476912
n13054560,0.052807838799029415,0.02025493502248423,0.1440869268816957,0.06000631552793718
n04435653,0.04960795450780711,0.02299593230927712,0.13627875748733345,0.06081240596265181
n03538406,0.04703651024875827,0.031974575909644046,0.13177448724440446,0.08752251207868356
n02687172,0.008666819488821646,0.003281429034595931,0.045829345067010016,0.008242973722969399
n03666591,0.09811682535255838,0.0734637139564984,0.21260016114781047,0.17897759291263912
n02268853,0.04531026878821295,0.05665274011420479,0.12244345952595014,0.12524778221655533
n03759954,0.09905993420116427,0.11642804561687627,0.20092635642313939,0.19907491985627848
n03770439,0.6194250639773964,0.5408866261522053,0.35423142945288594,0.33366507708213045
n01774384,0.027151100352176397,0.008922857601428405,0.08619589325064815,0.019073095338923658
n02443484,0.07116094558357486,0.09752957525151032,0.17100355215839813,0.19945894434297326
n01580077,0.07479095893907872,0.04466487415753363,0.15887447246728623,0.09180031901645329
n07614500,0.04864609947397532,0.02011283190137874,0.13105104912871532,0.04093511210432372
n02484975,0.043530421720889084,0.080630763981153,0.10326611381913367,0.16366199729922443
n02097130,0.039767858071477265,0.0488069773391635,0.1081411604177049,0.12753057222753772
n04074963,0.05849950587721974,0.030408125461920007,0.16523492495298792,0.11082127299156137
n02493793,0.04352822436409063,0.03647759254873563,0.09991520390560714,0.08148838140175194
n03495258,0.09932751194299858,0.09504269199187547,0.1893680042203598,0.1614222980566805
n02808304,0.16231674931016504,0.1159461289794308,0.2649937324890706,0.252686668229191
n03676483,0.16159223298554448,0.10641794478056113,0.2784340947263513,0.20882276222005708
n02486410,0.037032430837360575,0.020761922125584534,0.09182365870869282,0.04029082488003276
n07768694,0.05269441949022544,0.04590543401204741,0.13416005051538973,0.09487738172421192
n03125729,0.054976361300621106,0.05576204084300116,0.1476077217286178,0.11429166961618469
n01739381,0.049072925497951704,0.02649878637409529,0.13463742327269082,0.065489260932752
n02097298,0.04659236469848946,0.053175411454649296,0.12403223630689136,0.13057452525062038
n02486261,0.026156668240781538,0.028721103808068166,0.08153846138996904,0.09974722113572393
n03876231,0.09103810718792367,0.06785616686935782,0.1980618070519168,0.14725991551551718
n02883205,0.09773086746333881,0.0774391379273311,0.20128089097900473,0.1505961841336601
n02445715,0.04091787634794089,0.07414545730255667,0.12287575892790595,0.18136864337500253
n02093991,0.08177708002717816,0.03145812904282139,0.17539037520658232,0.06745124068364278
n02814860,0.008821242208398741,0.0065816332898975816,0.0398957085248644,0.011098766424711939
n03259280,0.046128241473474024,0.07715374451411662,0.1300276293498047,0.1757678202930136
n02097209,0.03739336998788805,0.03434878616120841,0.10914298937154517,0.08067199680481144
n02749479,0.050130481987983325,0.03241145929878257,0.13039144470757486,0.07619438652043736
n02108089,0.14534230519033506,0.17221670997889305,0.23807172281677566,0.243563969184763
n02397096,0.022272034474379483,0.019996130148010705,0.06697034073167304,0.04265435628121682
n02120079,0.012651458445085174,0.007080897037449177,0.05344680775585589,0.024963669001494056
n03208938,0.023017303671068422,0.034094950894491376,0.0806324697196324,0.09679851377903638
n07836838,0.040066659312103126,0.036345314577636144,0.12374125726679876,0.10848024609947454
n03761084,0.015532473840851121,0.06044965188341621,0.05733696205683696,0.1877183476689755
n02356798,0.013013266580011892,0.011899580706613051,0.06289705226048185,0.024138496393515656
n01749939,0.038364786290501635,0.059605755973352645,0.11037989803164226,0.14740150051958806
n02965783,0.027700766363854646,0.015729899669472615,0.10446411335242571,0.06995222015651062
n01774750,0.05671452556096328,0.027725754260641226,0.16555333095093233,0.06905712438571736
n07831146,0.022941751422603136,0.023256386830814504,0.06975777135336086,0.07176060111013467
n03866082,0.15439170813536246,0.06640863455202634,0.2447195235159991,0.1372519759900813
n03450230,0.3745467428391122,0.275563987145797,0.3359600051730765,0.29382023971210475
n03026506,0.056860056948678905,0.06027562475330342,0.1253461845014314,0.13723977378533445
n07613480,0.02569874419207847,0.03275501364379124,0.08826779464467739,0.0782081438519655
n02113978,0.1667423184125712,0.2793592107324002,0.2534791716310158,0.2881959006724195
n07716358,0.09760455853218654,0.09390038225094031,0.19598816150050216,0.1541257698140509
n07734744,0.04318020121553771,0.030940870895319675,0.12622225895271094,0.1073635755460152
n02090721,0.04111607568884125,0.051160726428561246,0.1123902964193849,0.11220877443697698
n02817516,0.052780004730868905,0.08204870953712089,0.13445057757241222,0.13874453968735195
n02927161,0.06429220931865075,0.06780542979962774,0.1462528784441201,0.12897515968706383
n02948072,0.055973388482449746,0.05323852852709934,0.13909191303917634,0.10268027158481896
n03803284,0.044567130065616745,0.058811037477680655,0.13185743051761473,0.1532427915928392
n12620546,0.04432550758932108,0.04656349571039755,0.10997312086284809,0.12326506813304731
n07802026,0.029658889193484878,0.06357166211755612,0.12740984511422682,0.1950622306388581
n02006656,0.027967946701640427,0.02358696339822927,0.09580507658099828,0.06786861745170265
n03028079,0.007737622986425625,0.01744110983923065,0.031169902967939235,0.04106103470284735
n03594734,0.14315452407930043,0.1336613520624451,0.23941981300886447,0.2309906609208579
n01644373,0.03567380201991187,0.04579199551948477,0.10685704910407165,0.1391294974721606
n04443257,0.032399538679504375,0.010930684528393613,0.10374541945963454,0.012197373162211141
n02607072,0.06239250879161231,0.07901952289797919,0.13590232197180513,0.18551560787013588
n01807496,0.01670723670636644,0.03558893942841678,0.05764312895131449,0.10970961050853534
n04311004,0.006883207053508222,0.007340859300438751,0.04217369782665869,0.029465481563473655
n03967562,0.02856065847817184,0.05415704320948862,0.09246668485811088,0.17069047593810036
n02168699,0.04391936882772298,0.07035277342234622,0.1385848881564647,0.20619406412458138
n01756291,0.01049576702986511,0.008959240498734289,0.05198095958988817,0.01852620429004336
n02107312,0.11996463764020422,0.07831437130563244,0.20122037001435436,0.138087126305302
n03916031,0.04659543243824002,0.005040565918402224,0.13523767078741308,0.011727519045034494
n02071294,0.045948202450664034,0.039517480368085674,0.1252747545189142,0.10023407377183288
n03379051,0.12043248777930325,0.1210057380872422,0.22554776073722457,0.20841006553383104
n03250847,0.1500971848243024,0.18228943360360972,0.23978577339129284,0.30497184549648526
n02108915,0.09510090283581282,0.10345892167562852,0.1862082433307384,0.18451607862380484
n03134739,0.14913144036430928,0.1658793984861677,0.2499342622667377,0.2611447543577256
n04229816,0.05104772374558762,0.07939456017845259,0.12666576749660594,0.15820130266776042
n02666196,0.06845161863418142,0.03498533672969046,0.1655822875947275,0.10995302488551549
n01798484,0.008191334820480236,0.003610829269453006,0.03496051739425604,0.006286651593447296
n11939491,0.017282075678871717,0.017490504308290154,0.07007372447864509,0.05038831532997794
n03874599,0.03912156105844163,0.020950169276887608,0.11070890911240544,0.0537146133990561
n03937543,0.06994391334044699,0.06588605679586208,0.17278680252342485,0.1534598388884678
n03584829,0.05244376723944556,0.047331156727599105,0.14485105684297006,0.16458810847209215
n03956157,0.01526122530732839,0.013561953257099049,0.07595809266736038,0.0680136726882179
n03400231,0.03403473377934468,0.023526781384639435,0.11496049962121548,0.07348389587186294
n01514668,0.024335160621898142,0.04589834025988239,0.08390432796499861,0.1489191443277057
n03594945,0.0132899218786675,0.003705259740836482,0.07081591128531942,0.005512376870767297
n02980441,0.0035855938154683614,0.0030733002466638484,0.031456084507829024,0.007175867589951335
n02087394,0.1994594492154313,0.22888442203686282,0.2708663462891752,0.2677265579312404
n04596742,0.05763456859958713,0.05838389064472722,0.14943743743473475,0.12039395911024464
n01943899,0.08418609403189435,0.11142447054904552,0.19992867455492663,0.22448378874175717
n02165456,0.03495667368749117,0.025811509587801994,0.11155974857124117,0.11502193781812751
n02264363,0.02817710912231101,0.018057617980779667,0.10198486552679129,0.04886872954258028
n03388183,0.03104863869175579,0.03344023808964117,0.10840940010657955,0.12567084884047314
n02708093,0.012454027089527869,0.018307712181608017,0.05784546934758636,0.07456428777570931
n02002556,0.015878293352747576,0.027673988016922522,0.04806962955012258,0.09031019441151036
n02444819,0.015047684160933677,0.007295738760878976,0.06393117866767929,0.018669025265545702
n07753275,0.050800710656639145,0.04701808642075662,0.13429630486239266,0.11074852156775769
n02794156,0.005340426989175466,0.004720544560746447,0.024418083606185224,0.008013006043297985
n02096585,0.09555238840519255,0.09382106344206477,0.17957828720922372,0.19278544619237595
n04540053,0.40775351207586297,0.5585321751997935,0.3869183907924266,0.3784682009523804
n03854065,0.022138711645280387,0.02140843399167352,0.07511996973630046,0.05465168655193163
n04141327,0.017639152246498185,0.015340173463402636,0.07271300873123429,0.03165841197281731
n03045698,0.06853748252644765,0.07793732288271712,0.14543626201059123,0.14148704750102115
n02066245,0.00885920189513167,0.004183892866540191,0.04804817429339013,0.012123379964697832
n02113712,0.04979887413795185,0.05358240022440441,0.1416353391059745,0.14535241207320987
n03773504,0.03630013322440736,0.05628462311005933,0.10927391190699696,0.13409271409507462
n02112350,0.03837252919769811,0.008052319252237794,0.11095546441826852,0.013054180552559622
n02910353,0.04082304665066414,0.046006914007961086,0.1255626092771769,0.1482040039069981
n02104029,0.028713220530385164,0.04304488769654654,0.09714389463647717,0.09820233013600481
n02093754,0.06431002051226443,0.06927118873570294,0.14189097292074154,0.13180029746527333
n04606251,0.00992116761934649,0.009122199468047256,0.05972331038083214,0.03688316590213789
n02077923,0.0936355079620671,0.17877598334731828,0.1992191376550549,0.29287801074648767
n03461385,0.055685554394301215,0.06910872344800736,0.1275615185434819,0.17262440151918176
n02097474,0.019536732620343385,0.021819048698816915,0.06487285386712051,0.05816760573633043
n03930313,0.017637498360977062,0.025262784933274815,0.07241651864707986,0.10537442097318128
n04560804,0.05319055915105716,0.07140594446685554,0.15007360545578438,0.18638049081221647
n02480855,0.04877317073473964,0.027198051647092145,0.11389477513601563,0.05699450216803178
n03841143,0.005840113137846511,0.0056221994382326555,0.015604424170985913,0.013937989186035888
n03961711,0.015507159065070891,0.04505273288576746,0.06637861117238665,0.11006982638481884
n02113624,0.052720169511679495,0.08701094988315618,0.1409106509252379,0.19225599427320936
n04149813,0.01661720412953741,0.013172785085409942,0.054933235541257446,0.0291534485644805
n04579432,0.05364722309503699,0.00591696708561214,0.16910861813530584,0.01951846020257351
n06794110,0.013186663386976643,0.0130988196758517,0.03428724729282969,0.029022254689238473
n03109150,0.03772178539539567,0.016385781475992074,0.12190396894556961,0.048633154983832826
n01776313,0.055374463210768735,0.030563316328373277,0.17038022018593202,0.112178893482724
n02483362,0.031616888877721065,0.015391581863568718,0.09314321323045709,0.055903640495097814
n02791270,0.0871995306071356,0.02655424852815486,0.1945120641835726,0.05225881416228933
n04023962,0.12670695765302148,0.12855709433937484,0.21943405902930546,0.18140933256508857
n02100877,0.06539856260599405,0.0922691631093403,0.13759068322289347,0.1487097301336219
n02795169,0.04664730030216993,0.08339452934565726,0.12352751391884409,0.19422851287063267
n03729826,0.08364787829560698,0.10147335368188579,0.18804144460013886,0.23299269138949616
n04204238,0.028464807928528995,0.03597143835238125,0.10330655027765266,0.10683761299095669
n03977966,0.0073366722884418735,0.006477247558136696,0.03779852177353484,0.018956856247503186
n03478589,0.020199602298889032,0.011379222500034985,0.07773300966678237,0.020200421506584198
n04070727,0.03807769838599166,0.014274011791799239,0.11597388725560868,0.03360622994878284
n03868863,0.13967005820868594,0.12364870982427732,0.24429824867660782,0.24255862283909654
n04019541,0.01858338275649706,0.048728915336787394,0.05865183429695887,0.13842520283074514
n03014705,0.016975492965110035,0.029292870450909732,0.07260816775809989,0.08068402693606669
n02116738,0.014753012565541632,0.012666954599553719,0.04367435945501057,0.04028802021198665
n02105641,0.03692635400799165,0.02982889029613034,0.1140987900475631,0.06589965810218897
n03388043,0.02508701381556792,0.02685252988964521,0.10577256190452154,0.12194540599925263
n03110669,0.07378951479801547,0.10639442997210607,0.16669727940471565,0.2052219393778785
n03424325,0.11483137779193599,0.09139216798347662,0.21656238338587058,0.16669704088622175
n04228054,0.023305927640723145,0.014089263274127007,0.07199046329318433,0.029779543192309948
n02730930,0.10131981311127172,0.10762747392389428,0.19027174653778106,0.1988845909887577
n01608432,0.008661863776722968,0.0169427028627797,0.029762367429831554,0.057318130306612425
n02492035,0.031187361335574818,0.01575545287636487,0.08835928692595314,0.026487874031881017
n02133161,0.015411361526563474,0.006722425368759559,0.059693716533713276,0.017367036909491512
n04487394,0.0762690914355483,0.061762450447513405,0.16940901518007312,0.10585093206158899
n02977058,0.03683762792955496,0.028552784741841607,0.10746828227123809,0.06908520647593214
n04049303,0.04561153036231341,0.09923431150513352,0.12806006740081008,0.2366541207511175
n02256656,0.04635084214945363,0.05764118922765192,0.15221996525062,0.16853660870051365
n02177972,0.04561149647507417,0.022642911024886418,0.1374717489993921,0.03801403327591753
n03388549,0.028452825344493272,0.022061633784054634,0.08304993531765868,0.04423684810345085
n07615774,0.2727714333312219,0.18713605169998118,0.3251471491517237,0.27271595378841823
n04265275,0.02278063853562951,0.041589215219566995,0.08662127005633553,0.0972434500797291
n04125021,0.010567682109769671,0.003396375032905041,0.052232774176543574,0.007418686655564486
n04552348,0.020193759599239823,0.02920792273996085,0.05834801030214485,0.0858747032684474
n03535780,0.15818466838635506,0.18414914719687658,0.240382103505315,0.26076904870714906
n04592741,0.016862863002549074,0.022455892423295154,0.06914491185284538,0.06358565049730114
n02111129,0.052421429897404434,0.09565154361109307,0.10601846190348863,0.110273466788013
n02643566,0.006060347562480676,0.0028161421336972124,0.03375062508213833,0.0037434778616573295
n02114548,0.010436970950831632,0.022238131041202678,0.04790994687748203,0.08012292143406145
n02105056,0.04160737134992833,0.03885219181935099,0.11049693613345571,0.09244468387177494
n02259212,0.022150554442700008,0.008612015433042188,0.08722825532892772,0.0354917850306708
n03786901,0.07987195525921906,0.058199350638281404,0.19120956833741815,0.14169231350191094
n02510455,0.022469292705692555,0.013803786457183378,0.07938278349885498,0.039978614346003895
n01728920,0.12429037489305804,0.23254524027724074,0.2502058851180073,0.29025868638583263
n07860988,0.12265995614374293,0.100880555703759,0.22394391003104958,0.18752041931063695
n02101556,0.025057360865145602,0.013379032416844438,0.08749980877912704,0.04252096472108385
n02106550,0.06937679150845213,0.09030049727662118,0.1496625520735926,0.1462763307595682
n03691459,0.012102625964391236,0.02509498366012063,0.05803909027272407,0.105760589498381
n02033041,0.005033012713651487,0.003056427319907016,0.02990178933596453,0.006123547602451841
n03417042,0.009827547451041885,0.00341611740418557,0.04865088279665959,0.0037153197051908293
n04347754,0.01182500726119468,0.015422962072316295,0.0475652154333359,0.0566437815471692
n03930630,0.011860053519152602,0.02626804648321922,0.03557271763004713,0.0696795307701632
n02871525,0.03747590685299669,0.03971577259122569,0.10113446556773702,0.0980120686362274
n06874185,0.023122193625603922,0.04140101746895198,0.07597553937327563,0.14285915664426607
n04251144,0.1288402165327412,0.18903211365872266,0.24340483380157568,0.3058870886948796
n03337140,0.01911734597379826,0.011734375845986734,0.06501483568770056,0.01740596498849834
n03000684,0.06162213020198624,0.04313949010496799,0.14333193299101632,0.07449941164989834
n01796340,0.00860987730697957,0.016440858161085998,0.04250824364318298,0.05415636091809224
n03888605,0.1678614781114494,0.13389645194413982,0.2604997471265379,0.20421145440953117
n04380533,0.03654578414478611,0.034602969177956314,0.11091568467718088,0.08666179508394538
n04476259,0.030674356950035325,0.010106128265956613,0.11484685384245466,0.018620088687921692
n02422106,0.03568346627183696,0.051020783824278625,0.09962060621183788,0.13645096196094503
n02859443,0.0049444300928770425,0.007395480354643951,0.02564569473308278,0.014868868779598055
n03929660,0.06013598427533123,0.10375210320991073,0.166072869102093,0.2311669897715833
n02115641,0.0718402655623047,0.12198780097591225,0.15748035812067646,0.24037541331800744
n02398521,0.04981849846852312,0.03919143155125312,0.12277794981369432,0.09782080460955157
n02281406,0.03672841465800255,0.053873776634445675,0.10821445159814584,0.10771618469065117
n02110958,0.07114106040219727,0.13057132477032155,0.15635264403945004,0.24832263320373246
n04141076,0.07189789388305728,0.06327264629552701,0.1520506608606787,0.11703120787741413
n02437616,0.03490860155547881,0.044242588802480894,0.09290483269259195,0.13463101993544127
n02783161,0.03969125488363603,0.03863378872143471,0.1307271000294978,0.13876314858307826
n03770679,0.014081959471371289,0.018693333897563207,0.0725597449241421,0.048617481268452556
n03903868,0.021348626057465313,0.059799448390149335,0.0820580881492772,0.16260497028330495
n04515003,0.03819526193718545,0.06298413527358349,0.119862748615927,0.17362618248025313
n03733131,0.040258287670461856,0.047091625057692,0.09951660289392408,0.10695156824476239
n03197337,0.02720906725573449,0.0405812160516291,0.11276659019326814,0.13407918629404733
n02169497,0.02404327369047127,0.030019488311468195,0.07487770797926309,0.11227193990861638
n01847000,0.05921809309966324,0.04306324277785279,0.13661376564224456,0.1279330241799966
n02028035,0.009155262276976084,0.016625498360372148,0.03981903293834218,0.05277590550867742
n03124170,0.14935412413512691,0.1503344002027916,0.24204822743280036,0.22035196235354212
n02138441,0.009457271380119203,0.005479142556641819,0.030280094818110493,0.019065177821948637
n02111500,0.03876494149950168,0.05579421824177189,0.11372855671735034,0.126445101361949
n02769748,0.051723916008479386,0.09413102754090687,0.12925447287894604,0.17619438818211453
n04200800,0.09555163913855497,0.09757487420571125,0.19121756328679693,0.19393872278343935
n04270147,0.0875492503355569,0.05408903218412831,0.1906622060673188,0.10669031931138084
n03063689,0.04810749970115776,0.04557058740110733,0.13512106590078118,0.1235972028282265
n01944390,0.038383384600544565,0.06610935376561883,0.12396674714589681,0.1935403733838995
n02226429,0.03591465434609736,0.05198342353367479,0.11153652581036379,0.14034273329769706
n02395406,0.06973660920513544,0.13046514574847606,0.16742567830759278,0.22398108553398158
n03124043,0.14007124465566123,0.16625594456540965,0.24921353631705898,0.2734821411232581
n03188531,0.32219878080798253,0.35585374574111484,0.35786339372145926,0.3344679876631423
n01698640,0.017265798110833064,0.015271203308623171,0.07415198973104417,0.0540787093486078
n02279972,0.023736156296897497,0.010943300080746211,0.07044831081907448,0.020563383947718325
n04136333,0.3457255980456757,0.3309121952996793,0.3501901324862757,0.32701704272613086
n15075141,0.08332571137473595,0.11248570165514138,0.18341948930371957,0.22487744214062125
n04111531,0.013293303456962616,0.005902580431911702,0.05555430433150522,0.011198375518268428
n02786058,0.2456454201419916,0.26861339629323994,0.3242718642162937,0.3116880806609826
n04536866,0.13324978935140874,0.12490113549738453,0.20881007271428298,0.1880889624049625
n03249569,0.08590271898058881,0.07348634279910621,0.1745608928037471,0.1679105355530273
n04133789,0.2259990751068623,0.12346572970012176,0.32990351090228526,0.2148634448130261
n01914609,0.024055974641770665,0.03203497844997401,0.08541244784574242,0.11078643548834638
n02412080,0.028482668471973775,0.020107891244697383,0.09080696419901567,0.060734969472057164
n02018207,0.021211718115494962,0.012513151615421521,0.06776131923691271,0.03434529388692575
n07714990,0.03322761479231001,0.04714368686110561,0.09982994208230538,0.13422594989101547
n04525305,0.020198347805001023,0.024198107693464407,0.07355362194422323,0.06420330993938685
n01930112,0.020752652088575654,0.04995234198393519,0.0790918929490945,0.14919619295745498
n03042490,0.023498826940580364,0.03120382117514964,0.0788989374064643,0.0544973449553778
n07871810,0.013751940115897759,0.03305536281531886,0.0632837990620619,0.12887360907809364
n04389033,0.019704016677735407,0.02110830659104977,0.07581347292932142,0.06350123000567906
n01950731,0.02632613358548177,0.012961875816481552,0.1061388276804565,0.029706846840307635
n13133613,0.07198622407196442,0.11706419321770227,0.16688418021456386,0.24292455971781074
n04553703,0.03853183518405528,0.020989561068474813,0.11324082288300272,0.054519472922226045
n04557648,0.06317243363486166,0.08176984447759651,0.1653160390119935,0.17299627212907462
n01675722,0.031612307925901396,0.10665170202650189,0.11101990548676756,0.25534655336496725
n02100735,0.036379878392232674,0.05438780271006181,0.10933550995854133,0.19102556006501803
n02815834,0.018989067841650758,0.0437907920045538,0.08353899673012594,0.10795275510942177
n07717410,0.061706607731154786,0.09111054607126562,0.1584016198302104,0.19244200589923496
n01631663,0.051823929909547074,0.06191540561025704,0.15779652961992796,0.15559119495131804
n02096437,0.011055546227763611,0.02046250965804802,0.046450482243563525,0.06607968082060717
n03065424,0.032381795424648856,0.009724826865808325,0.10456151405228309,0.019952712686973257
n03763968,0.0605178004142297,0.05125264346053882,0.14004613959617426,0.11385243896095043
n02321529,0.022232854593619504,0.0687412754857661,0.08886927245455671,0.18794184636104466
n04462240,0.054777084684947144,0.06639332659477076,0.12063841527559142,0.14059310731167257
n03857828,0.01609242733369984,0.015631734343424596,0.06852300229621744,0.06856664149814107
n02123159,0.027106886504689023,0.01689039969330679,0.09908528035921849,0.03690757949346033
n03874293,0.01619941118577529,0.012217288855226797,0.05655918207790247,0.018054417532415414
n03344393,0.004950894566000704,0.003011455879941423,0.021784125827514548,0.0062588266156513575
n02123045,0.028974441244124575,0.01966314666551572,0.09356959356405187,0.054564037875756984
n07873807,0.0117686410122483,0.03113091104423695,0.05123455636257382,0.10379139544381748
n07565083,0.026515639940602288,0.02058207010259366,0.07941939184622109,0.046296954021883434
n03492542,0.015404238209117216,0.020176686809572856,0.06622312964453679,0.09764975317232501
n03944341,0.10833241126929102,0.1551107081621831,0.19101379247476546,0.25482139055013947
n10565667,0.019346567273318117,0.040676280213110656,0.07623528392214597,0.1193551869378375
n02802426,0.2720006711333174,0.15000916788252652,0.3263529766393047,0.20539990475524772
n07590611,0.025943293453124943,0.027080520096088776,0.07938623290571067,0.037587901262835836
n03623198,0.1190309940728447,0.16087661396946232,0.24024818656249322,0.2811470558559763
n04336792,0.06443150633083217,0.10990299985744059,0.1532965155657789,0.18974183823261712
n02488702,0.026285583075630038,0.01934054039458715,0.0700467139904895,0.05102800466864584
n01755581,0.01248780255085747,0.02738517253774262,0.05741783613615995,0.08963330140332085
n03697007,0.02932324614968923,0.039039965573892915,0.08944465543196045,0.08165343201602203
n02099267,0.03593507810532331,0.05815365293492732,0.09434811915532003,0.1298646861925377
n04127249,0.042429609096790985,0.04705841828135329,0.13974915804730592,0.12884630480949766
n04065272,0.009052449577859068,0.009360898674826786,0.050781763201505105,0.04704471661281193
n03291819,0.03294911455339766,0.023150464744719556,0.09288204272030781,0.06101632984118032
n02091831,0.10227143239337833,0.1424808065605248,0.18526745328406355,0.1967719590391326
n02094258,0.035720631202584674,0.03289426504078619,0.11070337758952936,0.09502146746437092
n03131574,0.05095389676253905,0.04594209263050288,0.13742999280882723,0.1081568299092054
n03445924,0.057042226945331086,0.03817118345134077,0.1404876933168045,0.1337670310269207
n03710193,0.01817107883405127,0.009511522043858349,0.06273294700469322,0.032908939463551466
n02704792,0.009479386174232718,0.01388973717574416,0.035528892345510585,0.040259509353537296
n02894605,0.01304028951050769,0.014519694777989115,0.06722800599593783,0.06843899934793439
n04590129,0.03894944529268948,0.0340980852850771,0.11090853863288058,0.12026390347337755
n01440764,0.07377591441817591,0.1246119768391327,0.16266347282934396,0.1878002290730264
n02325366,0.020788080585871557,0.00592346187442189,0.0844315638213539,0.016938439684964012
n03690938,0.060114241744604564,0.03612208258639901,0.17613297349184737,0.13679412513045325
n02128925,0.004980994488017549,0.0028509485305555416,0.02626950801153752,0.005412371883001075
n02018795,0.008686976733261662,0.006219390750484308,0.03068663982508687,0.01074295564499769
n02906734,0.043308801609341516,0.0509580978615486,0.12734897770970613,0.10940226202567421
n03658185,0.021733896813328664,0.10807448986477083,0.09962851360325865,0.23702326559113207
n02111277,0.03726978247033216,0.017757404725052765,0.10714636905803189,0.03332662544677524
n02096177,0.050339835375461696,0.026075403994800583,0.1294800239058709,0.059738528863925465
