class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max,n_faces_raw_audit,n_faceswithages_audit,n_train_audit,mean_age_audit,std_age_audit,skew_age_audit,n_faceswithages_audit_2,n_train_audit_2,mean_gender_audit,std_gender_audit,skew_gender_audit,mean_nsfw_train,mean_nsfw_val,std_nsfw_train,std_nsfw_val,mean_top1_train_r50,mean_top1_val_r50,mean_top5_train_r50,mean_top5_val_r50,pred_train_r50,pred_val_r50,mean_top1_train_nnm,mean_top1_val_nnm,mean_top5_train_nnm,mean_top5_val_nnm,pred_train_nnm,pred_val_nnm,class_number_umap,label_renamed_glove,umap_x,umap_y
50,n01698640,"American alligator, Alligator mississipiensis",http://wordnet-rdf.princeton.edu/wn30/01698640-n,1300,50,25,1,32,-0.5163977794943223,17.0,51.0,12.0,29.75,7.652985157321411,20.0,34.65,7.278483069257885,16.0,34.0,7,0.2886751345948129,4.0,21.25,8.5,3.0,16.666666666666668,1.1547005383792517,16.0,34.0,1537,36,1300,28.465551473145595,10.46333659996956,0.5054246708523809,36,1300,0.5456554805859919,0.4355311333456977,-0.15676127193706552,0.017265798110833064,0.015271203308623173,0.07415198973104417,0.0540787093486078,0.806923076923077,0.8,0.9646153846153848,0.94,[977  49  50 ...  50  50  50],"[ 50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50
  50 234  49  50  50  49  50  50  50  50  50  50  50  50  50 131  50  50
  50  49 307  50  50  50  50 490  50  50  58  30 776  50]",0.8123076923076923,0.74,0.966153846153846,0.94,[975  50  50 ...  50  50  50],"[ 50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  38  50
  50  34  50  50  50  49  50  49  49  50 136  50  50  50  50 142  50  50
  50  49  76  50  50  50  50 787  50  50  58  50 103  29]",50,"American alligator, Alligator mississipiensis",3.8464296,8.312108
51,n01704323,triceratops,http://wordnet-rdf.princeton.edu/wn30/01704323-n,1266,50,29,3,29,-0.4974683381630911,8.0,44.0,11.0,21.272727272727273,7.212363123011889,18.0,31.444444444444446,6.4463598686045716,17.0,33.0,3,0.7071067811865478,2.0,20.0,4.242640687119285,1.0,33.0,,17.0,33.0,2534,65,1266,27.536618405295076,10.877738984514007,0.6562738400749767,65,1266,0.617052692167747,0.40491241304422265,-0.46428114067914,0.04043509360185808,0.06828646426514752,0.10996587024947764,0.16091863199556206,0.9218009478672986,0.84,0.9668246445497629,0.9,[ 51  51  51 ... 958  51  51],"[ 51  51  51  51  51  51  51  51  51  51  51  51  51  51  51 121  51  51
  51  51  51 710  51 690  51 424  51  51  51  51  51 342  51 998  51  51
  51  51  51  51  51  51  51 417  51  51  51  51 188  51]",0.9557661927330172,0.88,0.9810426540284359,0.88,[ 51  51  51 ... 792  51  51],"[ 51  51  51  51  51  51  51  51  51  51  51  51  51 385  51  51  51  51
  51  51  51  51  51  66  51 830  51  51  51  51  51 342  51  51  51  51
  51  51  51  51  51  51  51 417  51  51  51  51 346  51]",51,triceratops,2.4682298,9.427702
52,n01728572,"thunder snake, worm snake, Carphophis amoenus",http://wordnet-rdf.princeton.edu/wn30/01728572-n,1300,50,7,1,7,-2.0412414523193148,15.0,55.0,1.0,28.0,,6.0,29.66666666666667,16.08311744241976,18.0,18.0,1,0.0,,,,1.0,18.0,,18.0,18.0,3306,13,1300,27.06166659205199,9.31419006709468,-0.4823695669386909,13,1300,0.6636399314380605,0.3693869778578343,-0.7006699742746682,0.11082712702043153,0.12220752422138415,0.24368412936611855,0.2456712602257188,0.713076923076923,0.74,0.9092307692307692,0.88,[ 52 850  52 ...  79  52  78],"[ 52  53  52  52  52  52  52  52  60 114  52 938  52 111  57  53  52  52
  52 313 659  52  52  52  52  52  52  52  52  52  52 310  52  52  56  52
  52  52  52  52  58  52  52  52  52  52  52  52  52 677]",0.7415384615384616,0.76,0.9392307692307692,0.92,[52 61 52 ... 52 52 52],"[ 52  53  52  52  52  52  52  52  60  52  52  42  52 111  57  53  52  52
  52  52 659  52  52  52  52  52  52  52  52  52  52 120  52  52  56  52
  52  52  52  52  60  52  52  52  52  52  53  52  52 677]",52,"thunder snake, worm snake, Carphophis amoenus",2.3498343999999998,8.328999000000001
53,n01728920,"ringneck snake, ring-necked snake, ring snake",http://wordnet-rdf.princeton.edu/wn30/01728920-n,1300,50,10,0,10,-1.5000000000000002,28.0,44.0,2.0,31.5,0.7071067811865476,8.0,36.5,5.0426750270636544,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,44.0,3725,15,1300,34.55265552655637,10.498417982482588,0.5128183574931253,15,1300,0.6925682123129564,0.3597112856067967,-0.9754247271920344,0.12429037489305805,0.23254524027724074,0.2502058851180073,0.29025868638583263,0.8092307692307692,0.8,0.9407692307692308,0.9,[ 53  58  53 ...  53 488  53],"[ 53  65  53  53  53  53  53  53  53  53 815  53  53  53  53  53  53  58
  53  53  53  53  53  53  53 419  53  53  53  53  53  53  53  53  53  53
 118  53  53 916  53  53  53  58  53  53  53  65 759  52]",0.8346153846153846,0.8,0.9492307692307692,0.92,[53 65 53 ... 53 52 53],"[ 53 391  53  53  53  53  53  53  53  53 305  53  53  53  53  28  53  58
  53  53  53  52  53  53  53  53  53  53  53  53  53  53  53 114  53  53
 934  53  53 111  53  53  53  53  53  53  53  79 759  53]",53,"ringneck snake, ring-necked snake, ring snake",2.3392239,8.516803999999999
54,n01729322,"hognose snake, puff adder, sand viper",http://wordnet-rdf.princeton.edu/wn30/01729322-n,1300,50,9,0,9,-2.474873734152916,29.0,65.0,1.0,29.0,,8.0,38.875,11.58123482190047,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,65.0,4826,12,1300,36.42177726152623,10.196660780529166,-0.034916501305568816,12,1300,0.7080036898454026,0.3882582650733448,-0.9406654605647876,0.04018972299978253,0.05045978627281784,0.13763713260947635,0.14687481330457905,0.6776923076923077,0.62,0.9192307692307692,0.86,[54 54 52 ... 54 54 54],"[ 54  68  54  67  54  56 348  54  54  57  54  54  66  54  54  54  66  54
  54  54  54  54  54  68  54  54  58  57  54  56  52  66  54  54  54  54
  54  54  54  66  61  54  54  57  66  56  53  54  54  54]",0.6946153846153846,0.64,0.9246153846153846,0.88,[54 54 52 ... 54 54 54],"[54 52 54 68 54 56 54 58 54 57 54 54 60 54 54 54 66 55 61 54 54 54 54 54
 54 54 54 57 54 54 60 66 54 54 54 54 54 54 54 68 61 54 54 57 60 56 53 54
 54 54]",54,"hognose snake, puff adder, sand viper",2.2583501,8.470588000000001
55,n01729977,"green snake, grass snake",http://wordnet-rdf.princeton.edu/wn30/01729977-n,1300,50,7,0,7,-0.9486832980505135,22.0,32.0,2.0,27.5,2.1213203435596424,5.0,27.6,4.8270073544588685,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,32.0,2484,8,1300,36.91860802959703,13.509530731757222,0.5833170477236803,8,1300,0.7056912463158365,0.3645786604441365,-0.7253323111035359,0.05086904538588186,0.04022489151488117,0.12835207613383195,0.11840713782987745,0.7961538461538461,0.74,0.97,0.96,[ 55 753  55 ...  55  55  59],"[ 55  64  55  55  55  55  64  55  55  47  55  64  55 580  55  55  55  55
  62  55  55  55  55  55  55  55  55  55  64  55  55  55  59  55  55  55
  55  64  55  55  55  55  55  59  55  59  55  64  55  64]",0.7423076923076923,0.62,0.963076923076923,0.94,[55 55 55 ... 55 55 59],"[ 55  64  55  55  64  64  64  59  55  55  55  64  64  46  55  55 311  55
 390  55  55  55  55  55  64  55  64  55  64  55  55  46  55  55  55  55
  59  55  55  55  55  59  55  59  55  59  55  55  55  64]",55,"green snake, grass snake",2.476402,8.131774
56,n01734418,"king snake, kingsnake",http://wordnet-rdf.princeton.edu/wn30/01734418-n,1300,50,10,0,10,-0.4082482904638627,17.0,45.0,4.0,25.25,5.9090326337452765,6.0,36.5,7.092249290598858,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,45.0,9613,23,1300,34.53399780285978,14.01584591662987,0.4418822190387589,23,1300,0.6392902275952307,0.36701810425128817,-0.6276058596813551,0.0558829766786384,0.04250680930756545,0.15798928676468252,0.107098579455954,0.84,0.82,0.9638461538461538,0.9,[56 56 56 ... 56 56 56],"[ 56  56  56  56  59  56  56  60  56  56  56  56  56  56  56  56  56  54
  56  56  56  56  56  56  60  56  56  56  56  56  56  54  56  65  45  56
  56  56  54  56 904  56  56  56  56  56  56  56  56  56]",0.8215384615384616,0.76,0.956153846153846,0.94,[110  56  56 ...  56  56  56],"[56 56 65 56 60 56 56 56 56 56 56 56 56 56 56 56 54 54 56 56 65 56 56 56
 63 56 56 53 56 56 56 54 56 65 58 60 38 56 56 56 56 56 56 56 56 56 56 56
 56 56]",56,"king snake, kingsnake",2.3430216,8.283672
57,n01735189,"garter snake, grass snake",http://wordnet-rdf.princeton.edu/wn30/01735189-n,1300,50,1,0,1,0.0,35.0,35.0,,,,1.0,35.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,35.0,4137,7,1300,31.353734946770075,9.433651980643106,1.3905511628320135,7,1300,0.7828952116625644,0.20947627653742126,-0.6317109207017856,0.04061602585720337,0.05892011079224176,0.1411859842718729,0.1981187701564174,0.8830769230769231,0.84,0.9653846153846154,0.9,[57 57 79 ... 57 57 57],"[ 57  57  57  57  57  57  57  57  57 327  57  57  57  57  57  57  57  53
  57  57  57  67  57  57  57  57  57  57  57  57  57  54  57  42  57  57
  57  45  57  57  57  57  57  57  57  57  58  26  57  57]",0.9107692307692308,0.82,0.9676923076923076,0.92,[57 41 57 ... 57 57 57],"[57 57 57 60 57 57 57 57 57 58 57 57 57 57 57 57 57 53 57 57 57 58 57 79
 57 57 57 57 57 57 57 57 57 44 57 57 57 57 57 57 44 57 57 57 57 57 46 54
 57 57]",57,"garter snake, grass snake",2.2235386000000004,8.434264
58,n01737021,water snake,http://wordnet-rdf.princeton.edu/wn30/01737021-n,1300,50,1,0,1,0.0,49.0,49.0,,,,1.0,49.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.0,49.0,1974,4,1300,26.820383844112197,7.831008336457702,0.8404541938753797,4,1300,0.9860447496175764,0.017923632614919492,-0.9100619719172596,0.020080345830365852,0.009354946357991594,0.08247381819522846,0.015857698241684128,0.6723076923076923,0.56,0.9176923076923076,0.8,[58 58 57 ... 30 58 58],"[ 58  68  36  56  58  58  58  58  58 114  60  56  41  58 123  58 599  58
 488  58  58 825  58  58  58  58  58  58 977  54  58  58 114  58  58  53
  48  62 960  58  58 718  58  58  58  25  60  58  48  58]",0.7846153846153846,0.6,0.9423076923076924,0.84,[ 58  58  57 ...  58 390  58],"[ 58  58 391  54  58  58  58  58  58  58  60  58  42  58  58 391 116  58
  58  53  58 677  58  65  58  58  58  58  35  57  58  58  53  58  58  54
  58  58  30  58  58 814  58  58 120  25  56 395  43  58]",58,water snake,1.057896,6.197310400000001
59,n01739381,vine snake,http://wordnet-rdf.princeton.edu/wn30/01739381-n,1300,50,25,0,29,-1.2087344460380702,18.0,45.0,7.0,26.42857142857143,6.9965978126787425,22.0,30.0,6.9965978126787425,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,45.0,2241,31,1300,30.255622657525844,5.089499138038041,0.0012427528385114538,31,1300,0.8592833528865967,0.2616419800762117,-2.405889088773062,0.0490729254979517,0.02649878637409529,0.13463742327269082,0.065489260932752,0.5884615384615385,0.52,0.92,0.74,[ 59  59  59 ... 998  59 943],"[ 59  55  59  59  59  59  59  64  31  59  46 456  59  59  40  95 366  36
  59 124  59 677  58  55  55  59  55  59  59  46  59  59  59 973  55  55
  59 825  59  59  46  59  59 616  59 916  59  55  59  59]",0.7038461538461539,0.64,0.926923076923077,0.78,[ 59  59  59 ... 998  59  55],"[ 59  55  59  59  59  59  59  59 114  59  46 840  59  59  59  59 616  17
  59  76  59  52  58  59  59  59  64  59  59  59  59 120  59  64  55  59
  59  64  59  59 912  59  59 616  59 916  59 311  59  59]",59,vine snake,2.2448832999999997,8.44304
60,n01740131,"night snake, Hypsiglena torquata",http://wordnet-rdf.princeton.edu/wn30/01740131-n,1300,50,36,1,40,-1.5,17.0,51.0,8.0,25.375,6.696214282285606,32.0,32.8125,7.5836730397739025,27.0,53.0,2,0.0,,,,2.0,40.0,18.384776310850235,27.0,53.0,4241,47,1300,29.237000413618308,11.823467020244351,0.6166820215714517,47,1300,0.6624673514483256,0.4169250980695629,-0.6327149504747306,0.04868515522726972,0.06642833903722249,0.1540879711423871,0.18446222314320296,0.4023076923076923,0.24,0.8784615384615385,0.82,[ 60  54  56 ...  54 932  60],"[ 60  54 292  65  55  60  52  54  67  61  66 693  52  56  53  60  60 509
  60  60  54  66  54  54  60  60  61  67  54 327  67  53  60  71  45  57
  60  53  60  57  60  63  61  66  61 932  54  63 828  54]",0.43,0.34,0.9061538461538462,0.88,[ 60  54  60 ...  59 877  60],"[ 56  60  41  60  55  60  57  60  56  62  66 793  52  56  53  60  60 467
  52  60  44  66  52  60  58  60  61  67  54 677  60  53  60  60  77  57
  60  52  60  60  60  60  61  66  61 932 112  54 828  67]",60,"night snake, Hypsiglena torquata",2.3637080000000004,8.181832
61,n01742172,"boa constrictor, Constrictor constrictor",http://wordnet-rdf.princeton.edu/wn30/01742172-n,1300,50,101,5,126,-0.9922778767136676,13.0,65.0,35.0,26.65714285714286,6.729840733815402,91.0,35.54945054945055,8.961973661921347,27.0,38.0,5,-0.4082482904638629,2.0,31.0,5.656854249492381,3.0,37.0,1.0,27.0,38.0,3920,139,1300,29.067123966246196,10.39209366809848,0.7139067072309395,139,1300,0.5697651314649647,0.4226204123753962,-0.25439703311751266,0.07168104916802495,0.1160527534092762,0.1648654132737059,0.22318260650030966,0.8046153846153846,0.76,0.936923076923077,0.94,[61 61 61 ... 61 61 61],"[ 61  61 638  61  62  61  61  61  61  62  61  61  62  55  61  61  61  60
  61 677  61  60  61  60  66  61  61  61  61  61  61  61  61  61  61  61
  61  61 876  61  61  61  61  61  61 509  61  61  61  61]",0.8353846153846154,0.72,0.9484615384615384,0.9,[61 61 61 ... 61 61 61],"[ 61  62  61  61  62  61  60  61  61  62  61  61  61  55  66  61  61  61
  61 677  61  30  61  52 994  61  61  61  36  61  61  61  60  61  61  61
  61  61 876  61  61  61  61  61  61 509  61  61  61  61]",61,"boa constrictor, Constrictor constrictor",2.4758284,8.501922
62,n01744401,"rock python, rock snake, Python sebae",http://wordnet-rdf.princeton.edu/wn30/01744401-n,1071,50,34,4,42,-1.7888543819998317,16.0,52.0,7.0,25.42857142857143,13.252133700617707,35.0,32.05714285714286,8.159955511495134,33.0,46.0,4,-1.1547005383792517,1.0,36.0,,3.0,40.333333333333336,6.6583281184793925,16.0,52.0,2559,52,1071,30.989351415550807,9.930990134019439,0.3385660875373692,52,1071,0.7912134636515892,0.34535649881838,-1.3592438849995898,0.027318805891663016,0.07937560432797,0.10045160273044007,0.19669228510804676,0.5406162464985994,0.3,0.8748832866479925,0.66,[ 62 938  68 ...  62  28  62],"[ 56  62 988  62  62  62  61  62  61  49  61  53  62  48  61 462  61 460
  62  61  65  67  67  67 329 677  54  62 428  54  67  54  56  60 819  57
 435  37  62  62 599  61  62  61  61  62  61  62  62  62]",0.6087768440709617,0.4,0.8842203548085901,0.76,[ 61 390  68 ...  62  62  62],"[ 34  62  61  62  62  62  61  62  62 887  62  54  62  58  60  58  62 350
  62  61  60  67  67 305  62  62  62  61 843  62 775  54  54 884 819  60
  54  30  62  62 109 387  62  62  62  58  61  62  61  60]",62,"rock python, rock snake, Python sebae",2.2154689999999997,8.059111999999999
63,n01748264,"Indian cobra, Naja naja",http://wordnet-rdf.princeton.edu/wn30/01748264-n,1300,50,79,1,90,-1.6855907617853794,11.0,60.0,16.0,24.0,7.737355275975549,74.0,32.7027027027027,9.373132295753177,19.0,19.0,1,0.0,1.0,19.0,,,,,11.0,60.0,2123,86,1300,32.890355338249364,11.757787192409172,0.3585564069040811,86,1300,0.8248619951502698,0.3069020851299368,-1.685404687056865,0.027352222567476117,0.03131009352584442,0.08921711215309944,0.09077144652554467,0.8276923076923077,0.74,0.9392307692307692,0.9,[63 63 63 ... 63 63 52],"[ 63  63  63  63  63  58 650  63  63  63  63  63  52  63  63  63  63 739
  63  63  60  58  63  63  63  63  52  63  54  63  63  63  63  63  58  63
  63  63 138  63  63  54 616  63  63  63  63  63 275  63]",0.8807692307692307,0.74,0.9553846153846154,0.92,[63 63 63 ... 63 63 58],"[63 60 63 63 63 53 63 63 54 63 63 63 53 63 63 63 63 63 63 63 56 63 63 63
 65 63 63 63 52 63 63 63 63 63 58 63 63 63 63 63 63 54 59 63 63 63 63 53
 75 56]",63,"Indian cobra, Naja naja",3.6639062999999994,8.615200999999999
64,n01749939,green mamba,http://wordnet-rdf.princeton.edu/wn30/01749939-n,1300,50,15,0,21,-1.5764815627361648,17.0,50.0,4.0,21.25,6.551081335677848,17.0,34.94117647058823,8.891502883619381,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,50.0,2588,19,1300,34.214410593800324,12.129782955368032,1.6848773694154182,19,1300,0.7219245710753294,0.4030458444880996,-1.0012638062567722,0.038364786290501635,0.05960575597335265,0.11037989803164226,0.14740150051958806,0.7384615384615385,0.36,0.9446153846153846,0.86,[ 55  64  64 ...  64 721  64],"[840  46  64  55  56  64  46  64 990 313  64  64  46  64  46  64  46  64
  55  55  55  64 304  46  46  64  46  55  64 815  64  55  55 955  64 840
  55  46  64  64  55  55  64  46  64  60  52  55  64  55]",0.7561538461538462,0.54,0.9569230769230768,0.82,[ 55  64  64 ...  64 721  64],"[379 955  64  64  64  55  64  64 379 815  64  64  55  64  59  64  64  64
  64  55  55  64 301  46  64  64  46  64  64  58  64  64  55  64  64 381
  55  55  46  64  55  64  64  64  64  79  63  55  55  64]",64,green mamba,2.7549062,7.987207400000001
65,n01751748,sea snake,http://wordnet-rdf.princeton.edu/wn30/01751748-n,1300,50,7,0,7,-0.948683298050514,19.0,39.0,2.0,26.5,2.1213203435596424,5.0,31.4,7.503332592921629,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,39.0,2636,10,1300,33.17872572877652,9.489412610434238,1.4392229425720513,10,1300,0.7688406422734255,0.34361580045441753,-1.1072308703385156,0.012749465479631078,0.018544874526996862,0.06291868316215042,0.0937207393569407,0.7807692307692308,0.58,0.926923076923077,0.86,[65 65 65 ... 65 68 65],"[ 65   6  65  65  65  65  65  65  55  65  65  65  65 329  57 542  65  65
  65 123  58 783 973  65  65  65 390  65  65  79  56   5 327  65  60  65
 327  65  65 390  65  65 108  65  65 390  33  65  65  60]",0.8238461538461539,0.66,0.9423076923076924,0.92,[65 65 65 ... 65 65 65],"[ 65  65 913  53  65  65  65  65  55  56  65  65  54 973  57  65  65  65
  65  65  65 983 329  65  65  65  65  65  65  65  53  65  65  65  54  65
 390  65  65 390  65 115 327  65  65 390  58  65  65  65]",65,sea snake,2.0234919,8.410774
66,n01753488,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",http://wordnet-rdf.princeton.edu/wn30/01753488-n,1300,50,1,0,1,0.0,31.0,31.0,,,,1.0,31.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,31.0,2927,2,1300,45.03199110623996,2.8522075084331386,0.0,2,1300,0.6487535536289211,0.17269060048035376,0.0,0.01049887864502765,0.0188080689344315,0.045675817643584665,0.07005854055046479,0.6707692307692308,0.64,0.9376923076923076,0.9,[56 66 66 ... 68 66 66],"[ 66  66  66  60  66  67  68  66  68  66  66  66  67  66  66  38  68 684
  66  68  66 599 305  66  66  66  66  66  54  66  66  68 646  34  66  66
  66  66  68  66 310  66  66  66  66  68  66  66  66  66]",0.5938461538461538,0.62,0.9246153846153846,0.9,[61 66 66 ... 66 68 66],"[ 66  66  66  60  66  67  68  68  67 114  66  66  67  66  66  60  66 982
  66  66  68  63  66  66  68  66  68  66  38  54  66 125  54  34  66  66
  66  66  66  66 850  66  66  66  66  66  66  66  66  66]",66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",2.2982185,9.166037
67,n01755581,"diamondback, diamondback rattlesnake, Crotalus adamanteus",http://wordnet-rdf.princeton.edu/wn30/01755581-n,1300,50,10,0,13,-3.17542648054294,17.0,53.0,1.0,27.0,,12.0,33.416666666666664,11.774072697193096,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,53.0,3036,29,1300,30.61909414361847,13.185660822245527,0.6790851349290287,29,1300,0.7876180043636721,0.35021285521693724,-1.3686837178455813,0.01248780255085747,0.027385172537742617,0.05741783613615995,0.08963330140332085,0.7207692307692307,0.68,0.94,0.88,[54 67 67 ... 67 67 67],"[ 67  67  67  67  62  68 211  67  67  67  67 815  67  67  67 710  67  68
  50  67  67  67 491 522 327  54  67  67  66  67  67  67  60  67  67  67
  67  54  67  67  67  67  67  67  67  67  67  67  68 350]",0.7469230769230769,0.66,0.936923076923077,0.84,[67 67 67 ... 67 67 67],"[ 67  67  67  67  67  67  62  67  68  67  67  49  67  67  67 606  67  54
  62  67  67  44 491  63 298  54  67  67  66  67  67  67  68  67  67 377
  67  54  67  67  67  67  67  67  67  67  67  45  67 350]",67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",2.4299619999999997,9.124460000000001
68,n01756291,"sidewinder, horned rattlesnake, Crotalus cerastes",http://wordnet-rdf.princeton.edu/wn30/01756291-n,1300,50,2,0,2,0.0,36.0,45.0,,,,2.0,40.5,6.363961030678928,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,45.0,2472,2,1300,45.96250458595768,11.760875828425975,0.0,2,1300,0.5817626565694806,0.3668167720119852,-2.9822836652031395e-16,0.01049576702986511,0.008959240498734289,0.051980959589888166,0.01852620429004336,0.3323076923076923,0.26,0.9084615384615384,0.84,[54 67 68 ... 66 56 68],"[ 66  68  68  68  68  66  66  68  68 310  60  45  68  68  56 843  66  66
  66  66  66 695  67  54  66  68 991  68  66  68  66  66  60  66  66  66
 853  45  66  66 489  68  66  66  66  45  66  66  66  68]",0.40692307692307694,0.2,0.923846153846154,0.86,[54 67 66 ... 66 67 66],"[ 66  68  68  66  66  68  66  66  68  77  66  68  66  66  54 278  68  66
  66  66  66 351  67  68  66  54  67  54  66  68  66  66 111  66  66  66
 125 390  68  68  67  66  66  66  66 955  66  66  67  66]",68,"sidewinder, horned rattlesnake, Crotalus cerastes",2.9887,3.2136555
69,n01768244,trilobite,http://wordnet-rdf.princeton.edu/wn30/01768244-n,1300,50,2,0,2,0.0,50.0,59.0,,,,2.0,54.5,6.363961030678928,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,59.0,1527,5,1300,56.972352356784754,4.727188279499899,-0.6329926632951944,5,1300,0.8003695368766778,0.13241515946468474,0.3328840969460875,0.021594856514444486,0.028040352485738964,0.09691577661932352,0.11018228655115313,0.9053846153846152,0.86,0.97,1.0,[69 69 69 ... 69 69 69],"[ 69  69 840  69  69  69  69  69  69  69  69  69 910  69 649  69  69  69
  69  69 589  69  69 910  69  69  69  69  69  69  69  69  69  69  69  69
  69  69  69  61  69  69  69  69  69  79  69  69  69  69]",0.9407692307692308,0.96,0.9784615384615384,1.0,[69 69 69 ... 69 69 69],"[ 69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69
  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69
 748  69  69  69  69  69  69  69  69  79  69  69  69  69]",69,trilobite,2.3800017999999996,9.348276
70,n01770081,"harvestman, daddy longlegs, Phalangium opilio",http://wordnet-rdf.princeton.edu/wn30/01770081-n,1300,50,2,0,2,0.0,27.0,38.0,,,,2.0,32.5,7.7781745930520225,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,38.0,1476,3,1300,38.151514505026775,16.685807862784287,-0.6998578658881366,3,1300,0.6320520937442774,0.3833883078940779,-0.1823875588135416,0.036597530039641786,0.05770434030893739,0.11281856415679282,0.1510852729159103,0.8507692307692307,0.7,0.956153846153846,0.84,[ 70  70  70 ...  70  70 815],"[ 70  42  70  70  70  70  70  70  70 319  70  70  70  70 319  70 313  70
 904  70  70 304 312  70  70  70  70 318  70 669 310  70  70 123  70 310
  70  70  70  70  70 313  74  70  70 489  70  70  70  70]",0.8853846153846154,0.78,0.9638461538461538,0.86,[70 70 70 ... 70 70 70],"[ 70 298  70  70  70  70  70  70  70 310  70  70  70  75 310  70  70  70
 669  70 315 312  70  70  70  70  70 309  70 385  70  70  70  69  70 310
  70  70  70  70  70  70  70  70  70  70  70  70  70  70]",70,"harvestman, daddy longlegs, Phalangium opilio",1.5899236,9.361759
71,n01770393,scorpion,http://wordnet-rdf.princeton.edu/wn30/01770393-n,1300,50,18,1,19,-1.0757057484009538,15.0,54.0,5.0,25.8,7.328028384224504,14.0,36.42857142857143,7.490653516876223,31.0,31.0,1,0.0,,,,1.0,31.0,,15.0,54.0,2744,20,1300,34.96174529120033,8.387363622236162,0.0762120230419613,20,1300,0.5806369775673372,0.44477549294562174,-0.3446072781424909,0.047647185684443365,0.056664811797782724,0.14185994289671328,0.16349348964890534,0.8261538461538461,0.78,0.9276923076923076,0.92,[ 71  71  71 ...  71  71 119],"[ 44  71  71  71 769  71  71  71  71  71 310 859  71  71  71  71  78  71
  78  71  71  71  71  71  71  71  78  71  71 539  71  71  71  71  71  71
  71 312  71  71 120  71  71  71 674  71  71  71  71  71]",0.8723076923076923,0.8,0.9453846153846154,0.84,[71 71 71 ... 71 71 71],"[ 71  71  71  71  77  71  71  71  71  32 126 960  71  71  71  71  78  71
 584  71  71  71  75  71  80  71  71  71  71  71  71  71  71  71  71  71
  71  71  71  71 315  50  71  71  71  71  71  71  71  71]",71,scorpion,2.1743956,9.032923
72,n01773157,"black and gold garden spider, Argiope aurantia",http://wordnet-rdf.princeton.edu/wn30/01773157-n,1300,50,1,1,1,0.0,32.0,32.0,,,,1.0,32.0,,12.0,12.0,1,0.0,1.0,12.0,,,,,12.0,12.0,1790,4,1300,30.176709637869248,8.613336030268773,0.9436007222645152,4,1300,0.7435881569981573,0.2970125769468128,-0.6977503348802921,0.024938020683562868,0.028995288560663537,0.08026795468264611,0.11087818355615334,0.7592307692307693,0.74,0.9892307692307692,0.96,[74 72 72 ... 72 72 72],"[72 72 74 77 72 72 74 72 72 72 72 72 72 74 72 72 74 74 74 72 74 72 72 72
 72 72 72 72 72 74 72 72 72 74 74 72 72 72 72 74 72 72 72 72 72 70 72 72
 72 72]",0.9030769230769232,0.9,0.9853846153846154,0.98,[72 72 72 ... 72 72 72],"[72 72 72 77 72 72 72 72 72 72 72 72 72 74 72 72 72 72 74 72 72 72 72 72
 72 72 72 72 72 72 72 72 72 72 74 72 72 72 72 72 72 72 72 72 72 70 72 72
 72 72]",72,"black and gold garden spider, Argiope aurantia",2.8410544,6.909437
