wordnet_id,n_faces_raw_audit,n_faceswithages_audit,n_train_audit,mean_age_audit,std_age_audit,skew_age_audit,n_faceswithages_audit_2,n_train_audit_2,mean_gender_audit,std_gender_audit,skew_gender_audit
n02098413,2735,148,1300,45.45728767829993,14.087465281582277,-0.4879702297963537,148,1300,0.3666709792891488,0.4261309862796025,0.6201457124766707
n02099267,2630,65,1300,40.82272800161513,13.832203489200433,-0.1003259611726799,65,1300,0.3700698826354566,0.36567529957283534,0.6413362962196314
n02099429,2133,85,1218,40.088184043417876,12.050578204377327,-0.11135118887962338,85,1218,0.5577518492553597,0.3840307209773545,-0.20477508259232538
n02099601,2950,316,1300,47.76183359765538,13.019132784014264,-0.7433801691719176,316,1300,0.14000277989470247,0.2814331555778374,2.194778375143096
n02099712,2776,232,1300,43.34261274629346,13.18374108635157,-0.4700298601741783,232,1300,0.292359071563937,0.3782992984540961,0.9792598510791726
n02099849,2847,179,1300,42.07699433214606,13.459613712377598,-0.5022874058761072,179,1300,0.592270794728453,0.40366651115970015,-0.3504291274397969
n02100236,2946,101,1300,41.49295053117266,13.495359276056165,-0.3979624732655104,101,1300,0.6143541432096444,0.38209302958674213,-0.43610532931979257
n02100583,2999,204,1300,45.28888279162734,14.739050722241677,-0.4354879389389854,204,1300,0.38112377906309436,0.40779705506875036,0.5607726614932901
n02100735,3511,193,1300,41.063096005229845,13.967771785297263,0.005622664220305794,193,1300,0.4559873260426152,0.4202309097200677,0.22280206257361157
n02100877,3612,174,1300,40.44339907618047,12.671760154359779,-0.11046194052019988,174,1300,0.3425337350412118,0.4036314165688736,0.7456856352995226
n02101006,3918,180,1300,39.7554412308296,12.127239213149174,-0.19907869951082274,180,1300,0.48621384449005595,0.392121888664532,0.11266906587836517
n02101388,4782,206,1300,45.54791084847574,12.278274977080379,-0.6469718075988999,206,1300,0.3732763785870009,0.4100785117001236,0.5535028162303491
n02101556,3369,270,1300,45.29343013188724,14.351617307578367,-0.44439523622174687,270,1300,0.44567586200104775,0.4049816106232177,0.26402175689480833
n02102040,4433,124,1300,36.47232909641367,12.164521849404604,-0.0016774579280711876,124,1300,0.4637944731718647,0.417517646555702,0.18739361735362334
n02102177,4779,181,1300,41.97175053946524,13.112967814904886,-0.3487683475876854,181,1300,0.32775941460768937,0.39477885593058804,0.8282176579043152
n02102318,3176,241,1300,48.08001466990306,12.69731216336558,-0.8410647121575415,241,1300,0.20035089138669157,0.32494521260969284,1.6219193330733932
n02102480,3739,246,1300,45.92063801380342,11.462380408018504,-0.7585503738592845,246,1300,0.394421157740412,0.41641488035464375,0.5138667302435195
n02102973,2208,75,969,42.98178990881162,11.778544461768561,-0.044058042031857876,75,969,0.48432781031976097,0.40384166159350354,0.15042348855920284
n02104029,3278,225,1300,40.71580523792282,13.604979176118796,-0.03554644206718494,225,1300,0.44863565340431155,0.411232464979061,0.20984873311485855
n02104365,2336,75,1300,32.96889125275074,13.42066942017651,0.26855380083545305,75,1300,0.5484276670093334,0.42292622963649407,-0.14704688463992455
n02105056,2264,88,1300,31.941704803090467,11.81086166640103,0.3208594086367465,88,1300,0.4804838092664295,0.42511524303992754,0.1387895435237905
n02105162,2626,69,1300,34.90405444805759,10.6645234792823,0.24824722935024002,69,1300,0.6620632436571882,0.37976598225783864,-0.6109840893448387
n02105251,2435,84,1300,35.978705803827346,11.970932072963405,0.06090649020785553,84,1300,0.5501424161429026,0.4197438579655986,-0.17891192499286282
n02105412,3071,65,1300,39.43942141922005,11.1168832972503,-0.08691753705477552,65,1300,0.5542602492997848,0.41049097320579836,-0.26910398012926967
n02105505,2546,160,1300,38.24444202142121,13.382877566088075,0.023722422222030876,160,1300,0.6841217432942355,0.38790718651502337,-0.7896635053066137
n02105641,3503,183,1300,40.496427871011754,12.79461924064745,-0.17035502528543134,183,1300,0.5366462364899692,0.4162492656536258,-0.049897360466153014
n02105855,4549,131,1300,32.530612893241106,12.147510875282896,0.2868484519623603,131,1300,0.36801484883727303,0.39756375618658735,0.588983096593761
n02106030,4350,93,1300,35.79367089301478,11.770454739678922,0.5110038868519274,93,1300,0.39045770141866853,0.3928050868591911,0.4902274475275384
n02106166,3473,56,1300,37.885061342983455,10.203766839990736,0.08069177383047305,56,1300,0.35825341847625386,0.38805480984872814,0.7241659756595024
n02106382,2651,190,1300,40.06814271077611,13.896130868142158,-0.1725428496058248,190,1300,0.6118791878180525,0.4123004024273724,-0.4453547555241691
n02106550,3485,155,1300,35.87199265873493,12.357880604756682,0.16258153174056086,155,1300,0.6171054788564718,0.3799759410225738,-0.4933714543742605
n02106662,3936,108,1300,35.92990389161055,10.886725826013565,0.116057422759272,108,1300,0.6125663167784091,0.4103512518589286,-0.48084008156370406
n02107142,3462,108,1300,35.47599989054378,11.352513801450591,-0.061423352236222785,108,1300,0.6668469035734971,0.3814009710075449,-0.6713429809281622
n02107312,3950,142,1300,34.84632729864332,10.677029926844572,0.6758575849320211,142,1300,0.5995964254334591,0.40366731159751723,-0.3801716158899386
n02107574,5084,179,1300,32.48309184187623,11.490279725250119,0.24373059021560517,179,1300,0.5629421506303374,0.4134713354680214,-0.1979628167883789
n02107683,4534,156,1300,33.37670981872838,10.626486168483892,0.38499432496437347,156,1300,0.4355133849573736,0.38801302147741124,0.36434644909738817
n02107908,5229,161,1300,36.58268533399243,11.64401809000885,0.1914990389811854,161,1300,0.46208748608098693,0.4009271010896033,0.19875584017237855
n02108000,4122,111,1300,35.37383271644468,10.933303693220132,0.32079212557899894,111,1300,0.47239420861781845,0.4010472043229871,0.20645253666147229
n02108089,3309,96,1300,37.120026066152555,13.226807844656292,-0.15591339646675645,96,1300,0.5614365584588081,0.39848356744936614,-0.2480698760468739
n02108422,2746,147,1300,41.74216617824037,13.97469142673881,-0.3584859344629536,147,1300,0.507658372911922,0.4033535184003847,0.03499827845835552
n02108551,4116,189,1300,37.189665979834416,11.49141087911378,0.00492015461194953,189,1300,0.5136836495376114,0.397986597896675,-0.014032457909623224
n02108915,3303,82,1300,39.63730324354247,13.373089141289958,0.37515089938028284,82,1300,0.5486693160250643,0.42269353412327926,-0.21358340913729137
n02109047,3544,168,1300,36.76606708904673,12.326469544616259,-0.0406365741963336,168,1300,0.5476730690009256,0.42482922699348086,-0.1547555853462604
n02109525,4046,118,1300,32.73350287431409,13.468564539794539,0.19450842800660464,118,1300,0.43677408905636667,0.39668547000381077,0.29014073872600166
n02109961,3257,119,1300,32.531627082259085,10.312814676171934,0.5176131075682473,119,1300,0.3517018452818901,0.38775948792448167,0.7083853214466099
n02110063,3617,175,1300,34.128949390832986,11.107615744155119,0.35026366940103254,175,1300,0.5326833407221624,0.40142920042268765,-0.07919892331984307
n02110185,3235,133,1300,31.220883588337966,10.76769979452948,1.108929924234885,133,1300,0.47043268655118653,0.41516709782530514,0.19318447102069067
n02110341,3865,156,1300,35.51866893786626,11.527599736442024,0.25610437396404334,156,1300,0.4381999424912438,0.3975934987635056,0.28500024515002964
n02110627,1355,17,954,31.76518653364887,9.838836087471671,1.602916356108958,17,954,0.29495712473769353,0.36350394426952554,1.16707920478782
n02110806,3472,107,1300,42.5747129986834,12.705158464599794,-0.32546542877071316,107,1300,0.4768371245427767,0.39798783177857816,0.11129339671123156
n02110958,3119,82,1300,32.33183045466385,12.452424266367968,0.6636167347165547,82,1300,0.48075040896911503,0.41987292024830286,0.1372034982781857
n02111129,5343,155,1300,38.89428548738378,11.559218754193827,-0.14455945038750376,155,1300,0.555524148443533,0.41330265547947287,-0.20825042949833286
n02111277,2618,108,1300,35.96499823008646,12.850668954766922,-0.021374305316193422,108,1300,0.49961579134860207,0.42183522087236963,0.08127131279209673
n02111500,3161,257,1300,38.782994761805085,14.430176159059917,0.12429192161187422,257,1300,0.44119382223679643,0.4207386657911418,0.32742151489840754
n02111889,3177,180,1300,32.782984954905984,12.075175224411264,0.6344790014112518,180,1300,0.4163017643512119,0.40569893266599627,0.4456572594476076
n02112018,2678,116,1300,37.76449864408623,14.353476134053244,0.21980588935568035,116,1300,0.34475003420335104,0.3722758360667588,0.7634079456661176
n02112137,2487,118,1300,42.49469570139401,14.612220930766496,-0.2637706549058809,118,1300,0.37706224761619117,0.3818194491820018,0.5865240361633617
n02112350,2821,56,1300,34.609580381958445,14.365358047270403,0.2533512002141737,56,1300,0.5917365182124606,0.4097091409580395,-0.3097713788956338
n02112706,2816,59,1070,42.56537131583019,11.075743227221167,-0.2410244589218326,59,1070,0.5570268200599915,0.42401434823173395,-0.19950193627252097
n02113023,3123,125,1300,36.32774695975311,13.781239789225118,0.15351012195011,125,1300,0.37914972429536237,0.3846401869983365,0.5110760619527027
n02113186,3951,104,1300,38.74449792669654,13.30621515532192,-0.0907589518361379,104,1300,0.46195244756213777,0.41338361980665794,0.21722716506799283
n02113624,2703,177,1300,41.68714597622871,14.53048139684526,-0.10919171982444273,177,1300,0.31217600071426477,0.3654030247068461,0.8831578851970332
n02113712,2530,134,1300,41.22065990023829,15.018396704209865,-0.16090956023373024,134,1300,0.2837926257530279,0.36374856859681765,1.108473259442267
n02113799,3019,134,1300,42.76461090379965,14.347953776618066,-0.24204538927227418,134,1300,0.41290616381690975,0.3946220451217046,0.41229341622439436
n02113978,1576,32,755,36.9933052971348,10.853762024035737,0.15215160131558209,32,755,0.45266206125961567,0.42002744412362303,0.20650595678087558
n02114367,2675,18,1300,37.59935909318369,10.93379579679654,0.13002225770044826,18,1300,0.4575691532291881,0.38046802705509564,0.2803237320985442
n02114548,2375,35,1300,42.06815520926514,12.087771091621246,-0.3216321735189372,35,1300,0.3156078160873477,0.37153558229322153,0.9978824743977982
n02114712,2592,10,1300,34.0872909700185,11.112849301381235,0.7702034148900674,10,1300,0.5080346733331678,0.32889722677970956,-0.21644459349228143
n02114855,1974,4,1300,46.052324931197035,6.715616113060607,-1.1226854530038695,4,1300,0.7661829143762585,0.27371025843405467,-0.25458179347943877
n02115641,2604,60,1300,35.86657885757428,13.17264318268206,0.0941059295300316,60,1300,0.5532094565026148,0.4342876975094349,-0.1642869996957403
n02115913,2077,4,1300,37.54240740984647,10.093832935900737,-0.06626916650236829,4,1300,0.3333895523101088,0.2623697730237573,0.21133679755249304
n02116738,4196,6,1300,38.87134238556051,7.511499647039261,0.9277942222880696,6,1300,0.5104712670048074,0.35366831611629024,0.6007954211967762
n02117135,2219,17,1300,37.46469658541522,8.993171271124481,0.5973889046540425,17,1300,0.5846450423054831,0.4447899929811045,-0.33123745624437695
n02119022,2930,12,1300,41.26892913713573,9.879365687993706,-0.2058637993669305,12,1300,0.43095958946893576,0.3472639231427542,0.3895136317124147
n02119789,2414,14,1300,43.76175697923294,8.73953140953093,-0.3296268141389764,14,1300,0.4141934579238291,0.3109242369366553,0.27106431995671293
n02120079,2662,25,1300,39.416561958472805,11.467165632921303,-0.0887620664092627,25,1300,0.2965686878561969,0.32869218870199907,0.7729652929116415
n02120505,2483,12,1300,39.714109000933526,8.79056860347908,0.30225222890686493,12,1300,0.5004584210303918,0.35130518846840153,0.15994238252736506
n02123045,2392,13,1300,35.03639972770667,13.118732228196539,0.5786533505469588,13,1300,0.49130893058071873,0.4566097176962279,-0.008934446926919382
n02123159,2236,20,1300,32.182556740943795,11.073624645502944,0.3437047901585213,20,1300,0.5341906302142886,0.3986251514823318,-0.15014050308528748
n02123394,2956,32,1300,38.75221579946728,12.265369426998914,0.08590903360095256,32,1300,0.4465523169492366,0.406306071634702,0.19620078835315244
n02123597,3258,38,1300,30.45041566605895,11.80600443203286,0.5314352642451706,38,1300,0.5330711722275925,0.43326993873230424,-0.15646009009811776
n02124075,2254,26,1300,35.412941053225204,12.881102623683125,0.2909136539131725,26,1300,0.5594616847542612,0.4123431641039531,-0.13861314778869108
n02125311,2811,29,1300,37.55199293266402,12.081244075975874,-0.15394624884071315,29,1300,0.754291238648624,0.30505931329979963,-1.3463771404766385
n02127052,2202,12,1300,33.79554716010434,10.655968052732735,0.38995372059122385,12,1300,0.5652277835567168,0.4434949253842815,-0.13221536672667053
n02128385,2214,6,1300,24.3400884032734,8.189276698570012,0.15676803769502237,6,1300,0.4346880565086995,0.31924403478891283,0.6709235837520195
n02128757,2702,6,1300,45.96691730954186,9.959531163634448,0.37006191118266285,6,1300,0.6250173741330701,0.39472567859317453,-0.33267448039867903
n02128925,2836,10,1300,33.38468377666186,6.126300363919764,0.7693721749998981,10,1300,0.5425276247784491,0.35731592599840056,-0.01216368974545604
n02129165,2247,15,1300,47.435206964279594,11.912253541633488,-0.9305977354026059,15,1300,0.2819395268956815,0.3710589565945565,1.230581814577701
n02129604,2856,24,1300,29.481832760791523,9.95130411324947,1.2263619817211153,24,1300,0.7569674199136592,0.3451984808975342,-1.2497067942073912
n02130308,1816,44,1300,31.09785716641161,8.921068822424981,0.7694276109806787,44,1300,0.580824497637381,0.419075026778624,-0.2865283768478394
n02132136,2371,30,1300,47.04494914359514,7.894573983480445,-0.2584565467606174,30,1300,0.4247061944101002,0.4099312332619423,0.4022730326339726
n02133161,2140,47,1300,39.38835930980089,10.491647599494533,0.02056577535358245,47,1300,0.7192536229218175,0.38636034994571433,-0.9101120201723399
n02134084,2590,17,1300,37.62787849133627,13.509213815492148,0.13110395827463767,17,1300,0.47914091168957557,0.4045479910458956,0.28019362993122493
n02134418,2313,21,1300,38.264259899925946,11.514690112247608,0.02779278657760803,21,1300,0.5657978086244488,0.40652811858473703,-0.2721055674164299
n02137549,2146,10,1300,33.44937815843433,9.863277812180376,0.3635548723414307,10,1300,0.42812245376408065,0.3751560703250942,0.12370785402663337
n02138441,2744,52,1300,32.14013293299012,8.717725143604593,0.9221693198881104,52,1300,0.6116028740966258,0.3692596541338052,-0.41536950811200807
n02165105,3058,2,1300,44.767442464722535,4.99956421419256,0.0,2,1300,0.5681429505348201,0.31007411161355625,-7.406128428973929e-16
n02165456,2404,20,1300,29.064311539082457,4.031452683752908,0.7386730160366303,20,1300,0.5605729344300923,0.3369801812588733,-0.3900062754672003
n02167151,2290,4,1300,37.72787860685111,10.833348994671056,0.09799033525106952,4,1300,0.6209569610655303,0.4205340944305837,-0.059169814120529296
n02168699,2425,4,1300,33.84016574136598,5.33854758809322,0.6704426971502283,4,1300,0.6340300724841651,0.42105161883595027,-0.9054525566572204
n02169497,1869,7,1300,30.7882741671637,3.264125790982043,1.0939886827488425,7,1300,0.6260441030774793,0.2524869536384936,0.14950492020494585
n02172182,2888,4,1300,34.599056348756356,7.209536594223287,0.72987301668537,4,1300,0.6993291496764865,0.469824982234175,-1.0768681243725478
n02174001,2842,34,1300,25.589958652964917,13.179599255086782,0.7680090685499482,34,1300,0.6686922714716806,0.37256193967024714,-0.8348899144419287
n02177972,1453,1,1300,23.466808147255506,0.0,0.0,1,1300,0.9395008683204651,,0.0
n02190166,1772,5,1300,32.559274830625725,4.635117148400723,-0.5260062428451636,5,1300,0.6074109077453608,0.38940006810018624,-0.47156540877111625
n02206856,3729,2,1300,35.6575707156221,9.372256804396342,6.214270595205403e-16,2,1300,0.927072614431381,0.07197606981023712,3.289658922622011e-15
n02219486,2694,2,1300,41.439865977680824,8.823221813482974,0.0,2,1300,0.5239608287811275,0.34176221966647163,7.37486958381103e-16
n02226429,2298,1,1300,29.238315888321267,0.0,0.0,1,1300,0.885603010654449,,0.0
n02229544,1565,1,1300,27.4479012674351,0.0,0.0,1,1300,0.46113207936286904,,0.0
n02231487,1929,32,1300,27.603064272361916,11.911150152819669,1.1088340857296861,32,1300,0.5609081003931347,0.4193889287424705,-0.25048163044767013
n02233338,2373,21,1300,31.249065153216094,13.002601738007089,0.34495534825519397,21,1300,0.6410884135180992,0.35739319393986485,-0.5325030562476869
n02236044,1662,5,1300,31.92114312399707,4.087908100593206,0.9096155314526978,5,1300,0.4473274160176512,0.4827964586244872,0.23145311684851375
n02256656,1715,2,1300,28.612811932221348,13.17108330707083,0.0,2,1300,0.7984478771686551,0.26579956374928715,0.0
n02259212,898,0,1300,,,,0,1300,,,
n02264363,1169,1,1300,26.122333672930836,0.0,0.0,1,1300,0.27718487381935103,,0.0
n02268443,2397,4,1300,29.984088072713547,3.9010917011629522,0.2565599238272026,4,1300,0.6993719451129435,0.4186673275207467,-1.117933500062762
n02268853,1603,0,1300,,,,0,1300,,,
n02276258,3504,5,1300,36.07491181463769,5.426942124699886,-0.28495530107982503,5,1300,0.8363568425178523,0.12360559609042218,-0.7304519928517814
n02277742,2431,4,1300,35.604743388497354,6.941900414275763,0.32062920713311976,4,1300,0.4638414313085373,0.45387470852021766,0.08101555469480634
n02279972,3213,7,1300,27.4518497552527,5.793894614872123,-0.1931990707323766,7,1300,0.598413021436759,0.3999423349849441,-0.5400639908506967
n02280649,3359,1,1300,28.07208164686881,0.0,0.0,1,1300,0.44406700134277305,,0.0
n02281406,3269,7,1300,30.318178894096782,7.292494517351792,1.3378806209542027,7,1300,0.5276819382395058,0.1544802459165385,0.44014647916801664
n02281787,1790,3,1300,34.66464670030776,4.747006626821055,-0.66887998532923,3,1300,0.8758769631385798,0.18819904086271164,-0.6940164976083611
n02317335,2640,25,1300,24.296821868791085,7.837274093987542,0.3221565548377903,25,1300,0.5022944376990196,0.4397207394627579,0.07806124490630072
n02319095,2108,6,1300,27.103507825360623,5.360187220695761,-0.5142303818717575,6,1300,0.7838362247372664,0.3930491295901348,-1.4621033639933918
n02321529,2023,19,1300,28.440088342947703,10.19000980043738,0.6195811375974836,19,1300,0.6717265906106481,0.40306585741845946,-0.760780903874436
n02325366,1426,7,1300,30.79950555463512,16.432526446401766,0.1877876756046432,7,1300,0.7309552345957072,0.3440631583956543,-0.8370667594095745
n02326432,1433,3,1300,42.23520088564997,18.775543784870667,-0.7069764614995835,3,1300,0.7138603329658504,0.3832155104912096,-0.61797987949415
n02328150,3038,104,1300,33.46745627047768,11.690092533036623,0.5729313058343128,104,1300,0.4794818246960994,0.4192225610826125,0.08515379681378166
n02342885,3097,59,1300,34.5044241030553,11.237473045497564,0.4047500772110469,59,1300,0.5105207345598388,0.37700547877831264,-0.00013650087563057468
n02346627,1424,17,1300,34.9647255246552,10.771510724285639,0.7343508956251198,17,1300,0.5954582779668267,0.4554720267554146,-0.4290897755517411
n02356798,1699,4,1206,44.65310955945405,7.944680770460694,-1.004709747099913,4,1206,0.228612967766821,0.2492458145592959,0.6289835182417405
n02361337,1855,6,1300,45.48158597426845,5.373856260244529,-1.1788307260101616,6,1300,0.5767278516044215,0.44632871632521104,-0.4050976921532497
n02363005,1680,8,1300,33.647988370851614,11.991761170211356,-0.3587298838209683,8,1300,0.6556445223977785,0.44690225360255614,-0.6411438346384245
n02364673,2753,67,1300,36.03565451150725,12.075586646464268,0.4049556453590705,67,1300,0.4971308441443448,0.39936106380317843,0.0826014878850079
n02389026,1734,40,1300,29.034308221977092,9.274978032377264,0.7771956600286946,40,1300,0.5137236504233439,0.4158424963878911,0.03031391002111605
n02391049,1587,19,1300,34.88533717315549,10.956310951167353,0.6622552521145492,19,1300,0.5955018463642577,0.4285942266583967,-0.42314811343162034
n02395406,3018,76,1300,30.652080838098186,12.833486513655913,0.7000294104776835,76,1300,0.6897251725956598,0.3699923109515123,-0.7207140159112898
n02396427,1655,26,1300,35.69266419109801,12.782121100770427,-0.12143833346966969,26,1300,0.8818372864132887,0.2719419109484721,-2.573650703381679
n02397096,1336,43,1300,38.62143089006768,12.2335806687286,-0.19458891485917174,43,1300,0.8656544047732683,0.3087467364760093,-2.205700692701093
n02398521,2777,14,1300,43.26169119674697,14.255327852397087,-0.1179373035577815,14,1300,0.7521835182394295,0.2780718733350249,-0.6707361483899739
n02403003,3228,77,1300,35.91560663584685,12.324348792647555,0.40414755923861984,77,1300,0.7620808525440316,0.34991364516976103,-1.1977385364868594
n02408429,2101,65,1300,31.714565420006252,12.615330607106824,0.43148340897102894,65,1300,0.5962567265969339,0.41186333216818083,-0.3133236238255969
n02410509,1873,8,1300,31.93652779047757,11.740717031819102,0.4379074468170991,8,1300,0.358545320515986,0.4505066979534903,0.6399722418252867
n02412080,3047,35,1300,37.87776013397784,11.735550877491528,0.5130067162846395,35,1300,0.6624653952994513,0.3885131189997507,-0.6909465074651636
n02415577,2730,44,1300,38.159031695817596,9.774985435276502,0.5719518375572842,44,1300,0.8454750176646151,0.3071614245895893,-1.8930889746731279
n02417914,2240,23,1300,39.47227281319875,12.874148303911117,0.1286976306196037,23,1300,0.9770865984584971,0.035561015790724994,-1.5633923649507961
n02422106,1698,151,1300,41.66287808892171,9.210144603204672,-0.04389654314205102,151,1300,0.8944527617908566,0.2774806347283262,-2.5986018883763085
n02422699,1716,25,1300,42.98509822826947,9.999546802323227,-0.5492433413214477,25,1300,0.7651505772769446,0.3611359708534127,-1.1769246984358566
n02423022,1341,5,1300,43.4551850894675,17.72745488867085,-0.3561980453604655,5,1300,0.8174466133117673,0.30113901099908513,-1.2545915901163895
n02437312,3154,59,1300,31.45412371541262,11.617939501403002,0.7965529744454218,59,1300,0.6622976545536476,0.4066303510916108,-0.6619852759161333
n02437616,2893,105,1300,33.73193242490872,11.995352920878323,0.6406605174504685,105,1300,0.4898872355110052,0.41432303182203517,0.10781193271095182
n02441942,2513,37,1300,33.66684405679932,12.67535916826248,0.6039888462665048,37,1300,0.5481417918879836,0.41937183130669975,-0.11882519519814637
n02442845,2346,3,1300,28.812507247555022,6.332675084116546,0.2198619187506425,3,1300,0.4962983746081587,0.48452210159454595,0.1232471805389652
n02443114,2722,47,1300,31.10565408563054,13.680715207561532,1.0119180278074524,47,1300,0.6550790573807153,0.3997497504111262,-0.5450888448925301
n02443484,2776,63,1300,33.80672717078778,13.583053624356456,0.28829632142777595,63,1300,0.566434283622555,0.3825905092490621,-0.24732474531825363
n02444819,2358,7,1300,39.89669758498117,13.449274425577173,0.6008194985705928,7,1300,0.45310391721847815,0.4378642971640171,0.13231057275541297
n02445715,2252,63,1300,33.864088126177116,11.592590786305877,-0.07179065272157722,63,1300,0.5373484588242945,0.42081678017716967,-0.12335192371656988
n02447366,2227,16,1300,37.779114547730416,11.669371324943542,0.41219655416028234,16,1300,0.5305144770827606,0.4599255108205048,-0.1649616228766139
n02454379,2385,28,1300,30.822828067771262,10.989122074478427,0.8777622909702152,28,1300,0.6049675440216167,0.42922164429492055,-0.33302404813310876
n02457408,2428,67,1300,32.87645691169638,11.17332805956904,0.8110113091219864,67,1300,0.5564766677909652,0.43592166546105643,-0.20295264575072747
n02480495,3863,101,1300,43.27141928725733,12.75028596426908,-0.11550446708810794,101,1300,0.4670987797712,0.3973810932570688,0.14956190120249632
n02480855,2634,163,1300,50.519881870423724,9.51885349390601,-1.492449828437899,163,1300,0.7894920383985694,0.2998215826239741,-1.4746688966508075
n02481823,3580,196,1300,47.60945556121872,11.23157648335724,-0.6536308829460938,196,1300,0.6632755351590218,0.3584164681946615,-0.7364908126309379
n02483362,3216,50,1300,39.25855048624085,12.48285661204061,-0.35090803490084255,50,1300,0.626674816368613,0.4116293258851071,-0.468908979827644
n02483708,2104,20,1300,38.93254837658725,14.084076678849245,-0.1474700042398638,20,1300,0.5585226425202559,0.35334375129662715,-0.2437981571586158
n02484975,3274,48,1300,40.55949965141079,11.481791622836466,-0.14952544699468404,48,1300,0.7036988033214581,0.3500582997114441,-0.9096682073158431
n02486261,2303,52,1300,42.75808778842627,11.582108402699838,-0.16430977268940528,52,1300,0.5064126886069198,0.406673664490405,-0.06724102154723206
n02486410,3324,81,1300,39.31871566301391,11.443976900938788,-0.008999262704729161,81,1300,0.7158642838145659,0.3029347741915172,-0.7196358183303161
n02487347,3618,229,1300,41.79067374842773,10.59793075596732,-0.07142341990501622,229,1300,0.6798223400006564,0.36516211301340207,-0.7519115968525766
n02488291,3309,61,1300,35.86127535741363,11.972240032977597,0.3401763457492695,61,1300,0.5143059127139625,0.3943364295502744,-0.09429896978806805
n02488702,2857,39,1300,39.04703416063599,9.558362648517214,-0.27278654679504677,39,1300,0.48891989922580775,0.4093777693364496,0.14647296442766336
n02489166,3716,112,1300,44.29170952465739,10.065041794365401,-0.49591284438736727,112,1300,0.7141667264565638,0.35122640519689785,-0.9484953489133258
n02490219,3340,76,1300,36.82633672915539,11.829683134694037,0.14511961191102335,76,1300,0.41360084926954577,0.3502699701153892,0.4706169511131309
n02492035,3685,360,1300,39.0285993226466,11.519052265793857,0.10499354401657728,360,1300,0.4910217492524271,0.3897467352982542,0.07505958668635668
n02492660,2811,29,1300,39.02512657510991,9.772936522463887,-0.22889547618764924,29,1300,0.5460772361799042,0.41215583754830715,-0.20810251037178076
n02493509,3533,135,1300,35.31576314245456,10.609526037742498,0.5383961901196348,135,1300,0.4279215688506758,0.3714488092849959,0.3007322816786511
n02493793,2920,104,1300,30.467648440704416,8.744680470925454,1.0879558909413347,104,1300,0.5682804548548746,0.3787990305757209,-0.263463654911025
n02494079,4342,278,1300,29.563873867126713,7.435961034709615,1.1902691418906242,278,1300,0.48989881153583564,0.3529243430426396,0.05960502526829435
n02497673,3398,19,1300,31.194640895856057,10.566576485225356,0.8757029616697898,19,1300,0.6718175566118011,0.3903869015581826,-0.7419224425636884
n02500267,2787,15,1300,37.510023764540946,7.878506830425961,0.08423910752833828,15,1300,0.7401668531199294,0.38566069875660536,-1.1299380408837807
n02504013,2724,60,1300,34.537950403890484,11.63249953812514,1.1645756300520052,60,1300,0.6997711609971397,0.3857540580203718,-0.8424031772306985
n02504458,1651,14,1300,38.96173467994055,13.390028784858917,-0.08006803886442283,14,1300,0.7244301335886115,0.3892697243062373,-1.1001234415451058
n02509815,3646,10,1300,31.524605320683452,15.107404370296473,0.5050131551167921,10,1300,0.4574578529223797,0.3796196804311915,0.07783331978036244
n02510455,3619,27,1300,35.63699851187102,12.199269859868151,0.5322124238393444,27,1300,0.5423599701564479,0.43774987948234517,-0.10582673187153227
n02514041,3180,920,1300,34.56353871279684,11.413206179682348,0.2625537709654894,920,1300,0.9342215301543624,0.20961421517474005,-3.6572630249678637
n02526121,2384,21,1165,31.547172997598718,9.835804148700195,0.8452744395087767,21,1165,0.7629895774381498,0.3614724660948953,-1.0853215874077986
n02536864,3514,936,1300,37.14574755111516,11.858826175511329,0.25753397683659834,936,1300,0.8252801939725185,0.3435171199433467,-1.68509335046374
n02606052,1624,0,969,,,,0,969,,,
n02607072,8068,2,1300,33.44148543267352,2.3664182074965083,0.0,2,1300,0.7583606541156767,0.3053862440942346,-7.752456732670035e-16
n02640242,3599,912,1300,36.92111496486787,10.673543371864577,0.21628248693753122,912,1300,0.8699230550496792,0.30094187638642267,-2.225155263848509
n02641379,3025,456,1300,35.78223747468506,10.6997000442538,0.355811835123766,456,1300,0.9220744399267058,0.23425025530457136,-3.247889337103863
n02643566,2805,1,1300,23.476377714065578,0.0,0.0,1,1300,0.5579843521118161,,0.0
n02655020,3114,18,1300,32.286086956677046,11.714392076147222,0.5545741049266012,18,1300,0.8209874897988302,0.3707349778872824,-1.7720015857949847
n02666196,5318,125,1300,22.993795866867476,12.456345052546393,1.0572314034834178,125,1300,0.5651081121806051,0.3622436096599755,-0.2774972944717299
n02667093,2385,528,1300,27.14848620014357,8.564183872456097,1.5405597216063562,528,1300,0.2577161365380475,0.3216104670812005,1.3815500876508442
n02669723,7139,1568,1300,31.737873392260674,12.046599267725178,0.9680551614566362,1568,1300,0.6138216914097971,0.4220152116857809,-0.38812429379278174
n02672831,4611,731,1300,35.18846443900314,13.311228410704333,0.5529746031661092,731,1300,0.7659869882953063,0.3669218416362445,-1.2583452449834525
n02676566,2142,192,1300,32.02557509242451,10.96796951041715,0.7649984802729135,192,1300,0.7564120491333594,0.37918724665125614,-1.165612009674768
n02687172,1605,11,1300,33.808742291195124,9.37314107481557,0.30411238299920024,11,1300,0.8215899000113661,0.34099750701541504,-1.6412972582782301
