,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n04254680,0.7615384615384615,0.92,0.9023076923076923,0.98,[805 805 805 ... 890 805 805],"[805 805 805 805 805 805 805 805 805 726 805 768 805 805 805 805 805 805
 805 805 805 805 805 805 805 805 805 805 805 805 805 805 805 805 805 805
 805 805 805 805 805 203 805 805 805 805 805 805 805 617]"
n02992529,0.6384615384615384,0.7,0.8523076923076923,0.84,[844 487 487 ... 487 508 487],"[487 507 487 590 794 906 487 487 487 487 761 487 487 487 487 761 487 487
 590 826 487 487 487 846 487 487 487 761 487 487 487 487 487 590 487 487
 487 487 626 898 487 487 487 487 487 487 626 485 487 487]"
n03207941,0.7723076923076924,0.48,0.936923076923077,0.62,[534 651 534 ... 534 534 534],"[909 534 534 534 424 754 534 534 545 534 651 729 534 534 771 534 827 534
 534 827 896 651 534 534 534 651 412 534 896 534 550 534 446 651 541 534
 674 534 754 534 648 534 534 534 791 909 700 971 534 784]"
n01984695,0.8146153846153846,0.74,0.95,0.82,[123 123 123 ... 123 123 558],"[123 124 123 123 973 123 123 123 123 327 123 123 123 123 123 123 123 123
 123 123 123 123 123 123 123 121 123 123 123 123 327 123 123 123 815 962
 314 390 123 123 973 122 123 124 123 123 123 123 983 123]"
n09835506,0.8530769230769231,0.68,0.9538461538461539,0.9,[981 981 981 ... 981 981 981],"[981 981 981 424 562 819 981 981 560 981 981 429 429 981 562 981 981 981
 429 429 781 981 981 652 981 429 981 981 981 981 621 981 862 981 981 981
 981 981 981 981 981 981 981 981 489 981 981 843 981 981]"
n03127747,0.71,0.84,0.9046153846153846,0.96,[518 518 552 ... 518 518 894],"[464 518 518 518 518 518 518 518 518 518 518 518 518 518 518 707 518 450
 671 518 518 518 670 518 518 518 518 518 518 518 518 518 518 518 836 518
 518 518 518 518 518 518 518 518 518 560 518 518 518 671]"
n07579787,0.6307692307692307,0.42,0.9123076923076923,0.86,[923 923 923 ... 923 923 923],"[960 935 923 922 923 923 925 762 967 809 965 923 962 415 118 928 923 987
 959 928 923 923 923 766 923 923 923 470 828 960 943 923 962 923 923 923
 532 767 935 934 923 923 415 809 923 934 923 965 923 923]"
n02104365,0.7430769230769231,0.7,0.9438461538461539,0.94,[223 223 223 ... 972 223 223],"[224 266 224 223 223 223 223 223 223 224 223 223 223 223 223 178 224 223
 224 205 223 223 223 224 206 223 227 223 224 224 224 223 223 223 223 223
 223 223 223 223 223 223 223 223 223 223 223 295 223 223]"
n02088094,0.8176923076923077,0.8,0.9423076923076923,0.96,[160 160 160 ... 160 160 160],"[160 160 160 265 160 160 267 226 160 160 160 160 160 160 160 160 160 160
 256 160 160 160 256 160 160 160 160 192 160 160 160 202 160 160 160 160
 160 160 160 219 228 160 160 160 160 160 160 219 160 160]"
n02108422,0.7046153846153846,0.72,0.943076923076923,0.98,[243 207 243 ... 245 243 243],"[243 254 243 243 243 243 208 242 243 243 243 243 180 163 243 163 243 243
 243 243 243 243 243 245 243 242 243 243 243 163 243 243 243 243 243 243
 182 242 243 243 243 243 246 243 245 243 243 243 245 243]"
n02514041,0.74,0.68,0.9484615384615385,0.88,[389 758 389 ... 389 389 389],"[389 391 395   2 389 389 389 389 389 389 391   3 389 389 389 389 395 108
 389 395 389 389 389 391 391 389 389 983 389 389 389 389 389 395 389 389
 389 389 394 389 389 389 391 389 389 389 389 758   4 389]"
n03814906,0.9215384615384615,0.9,0.9853846153846154,1.0,[679 679 679 ... 679 679 679],"[616 679 679 679 679 679 679 679 679 679 679 679 714 679 679 679 679 679
 679 679 679 679 679 679 679 679 488 679 528 679 679 679 679 679 679 679
 679 679 679 679 679 679 679 679 506 679 679 679 679 679]"
n07711569,0.8253846153846154,0.74,0.9723076923076923,0.88,[935 935 935 ... 935 935 935],"[935 935 935 935 935 935 935 955 951 935 935 935 935 935 935 937 935 647
 935 935 935 935 935 962 935 935 961 935 935 930 935 935 544 935 935 935
 935 935 953 935 935 813 935 935 928 961 935 567 935 935]"
n01873310,0.835691823899371,0.72,0.9292452830188679,0.86,[103 568 103 ... 363 103 103],"[344 103 103 103 103 103 103  39 103 103 103   6 103 103 103 103 103 103
 103 103 103 103 103 103 103 337  60 103  50 103 103 103 977   4 997 103
  58  50 103 103 103 360 103 103 360 103  30 103 103 103]"
n02974003,0.6392307692307693,0.36,0.936923076923077,0.8,[479 866 479 ... 479 479 817],"[717 479 479 468 581 656 479 581 479 479 479 436 656 479 818 665 436 479
 479 627 661 656 479 479 581 479 573 436 751 635 479 745 817 511 479 511
 817 581 479 581 479 817 511 751 817 479 612 479 408 751]"
n02017213,0.933076923076923,0.9,0.9753846153846154,0.98,[136 136 136 ... 136 136 136],"[ 14 136 136 136 136  14 136 136 136 136 136 136 136 136 136 136 136 136
 136 141 102 136 136 136 136 136 136 136 136 136 136 136 136 136 136 136
  14 136 136 136 136 136 136 136 136 136 136 136 136 136]"
n03947888,0.8738819320214669,0.78,0.9776386404293381,0.94,[536 724 724 ... 724 724 724],"[723 517 724 724 724 724 724 724 724 724 724 724 724 724 724 724 724 724
 406 780 724 724 724 724 724 628 724 724 540 724 780 724 724 780 536 724
 517 724 724 724 724 724 724 724 724 724 536 724 724 724]"
n04423845,0.8369230769230769,0.6,0.9292307692307692,0.68,[855 855 855 ... 855 855 470],"[710 650 855 584 885 773 855 855 855 855 737 631 562 855 855 855 855 982
 855 855 855 626 855 855 855 855 720 855 593 419 528 855 855 855 855 855
 905 502 855 988 855 855 968 855 855 504 818 855 855 855]"
n06359193,0.9361538461538461,0.98,0.9715384615384616,1.0,[916 916 916 ... 620 916 916],"[916 916 916 916 916 916 916 916 916 916 916 916 916 916 916 916 916 916
 916 681 916 916 916 916 916 916 916 916 916 916 916 916 916 916 916 916
 916 916 916 916 916 916 916 916 916 916 916 916 916 916]"
n06596364,0.683076923076923,0.44,0.9207692307692308,0.8,[917 917 585 ... 917 917 917],"[917 917 917 917 917 446 917 865 917 921 917 917 599 800 413 721 917 868
 917 917 611 917 917 917 917 454 692 988 840 865 872 103 917 549 921 611
 917 916 917 917 917 549 800 762 461 692 865 917 692 865]"
n02281787,0.9392307692307692,0.94,0.9876923076923076,1.0,[326 326 326 ... 326 326 326],"[326 326 326 326 326 326 326 326 321 326 326 326 321 326 326 326 326 326
 326 326 326 326 326 326 326 326 326 326 326 326 326 326 321 326 326 326
 326 326 326 326 326 326 326 326 326 326 326 326 326 326]"
n02930766,0.8207692307692308,0.74,0.9561538461538461,0.88,[803 654 468 ... 468 468 468],"[468 468 581 468 468 468 565 734 468 468 717 468 468 468 468 468 468 734
 468 468 468 468 468 468 468 468 511 468 468 682 468 468 779 468 609 468
 581 468 468 468 468 627 468 468 468 468 468 581 717 468]"
n03534580,0.7661538461538462,0.6,0.9646153846153847,0.74,[578 578 601 ... 578 578 601],"[982 716 840 406 601 601 601 601 601 406 982 819 601 601 601 839 982 601
 579 601 601 982 601 601 562 601 601 601 601 601 887 601 601 953 601 601
 601 601 601 601 450 601 851 601 601 578 601 887 497 832]"
n02100236,0.8346153846153846,0.74,0.9569230769230769,0.92,[164 206 210 ... 210 210 210],"[210 210 209 210 164 210 210 210 210 210 210 210 210 210 246 246 210 210
 217 209 210 556 210 210 210 172 210 209 210 210 246 210 164 206 210 210
 210 210 210 210 210 210 211 210 210 210 210 210 210 210]"
n04209133,0.8361538461538461,0.7,0.9307692307692308,0.82,[793 793 793 ... 793 793 793],"[793 876 793 793 851 793 617 793 793 851 500 793 793 445 793 793 793 793
 415 793 793 793 747 562 793 793 793 793 793 793 793 793 876 793 793 731
 793 234 793 793 529 793 793 793 793 793 452 793 793 949]"
n02092002,0.7461538461538462,0.74,0.9438461538461539,0.94,[177 177 177 ... 181 177 267],"[177 177 177 170 177 170 238 177 177 177 177 177 177 177 177 177 177 970
 177 177 170 224 177 177 177 177 170 177 177 170 177 221 676 170 177 177
 177 177 177 177 177 177 177 177 214 177 177 177 177 206]"
n03843555,0.8241071428571428,0.62,0.9392857142857143,0.82,[686 686 686 ... 686 686 686],"[542 686 783 686 686 686 966 686 686 686 686 686 686 753 491 867 441 491
 686 686 535 686 686 686 686 686 999 541 686 686 686 790 855 686 686 999
 686 686 686 753 686 686 686 686 686 804 686 685 867 653]"
n04409515,0.796923076923077,0.82,0.9223076923076923,0.94,[852 852 489 ... 852 852 852],"[852 752 852 852 852 852 522 852 852 852 752 852 852 217 852 542 852 852
 852 852 852 852 852 232 852 852 852 862 232 852 852 852 852 852 852 852
 819 852 852 852 852 852 852 852 852 852 852 852 852 852]"
n01498041,0.8584615384615385,0.72,0.9707692307692307,0.92,[  6   6   5 ... 851   6   6],"[  6   6   5   6 147   6   6   6   6 394   6   6   5   6 445   6 394 983
   6   6   6   6   6   6   6 460   6   6   6   6 842   6 419 983   6 425
   5   6   6   6   6   6   6   6   6   6   6 983   6   6]"
n01740131,0.4023076923076923,0.24,0.8784615384615385,0.82,[ 60  54  56 ...  54 932  60],"[ 60  54 292  65  55  60  52  54  67  61  66 693  52  56  53  60  60 509
  60  60  54  66  54  54  60  60  61  67  54 327  67  53  60  71  45  57
  60  53  60  57  60  63  61  66  61 932  54  63 828  54]"
n03062245,0.7651646447140381,0.52,0.9168110918544194,0.8,[503 503 543 ... 503 503 653],"[572 503 503 503 503 503 784 725 503 503 503 899 503 461 773 419 891 503
 503 505 967 666 503 503 626 503 503 773 673 711 680 563 503 633 503 505
 503 503 503 503 438 503 950 441 503 503 503 868 473 503]"
n04179913,0.8976923076923077,0.8,0.95,0.9,[786 454 786 ... 786 786 786],"[786 786 786 786 786 865 526 786 786 786 786 786 786 786 786 786 786 786
 786 786 399 786 786 786 786 786 786 786 786 786 804 786 786 589 786 831
 786 732 786 786 786 786 896 786 786 860 786 786 650 786]"
n02093859,0.8381775333857031,0.74,0.9520816967792616,0.94,[197 183 224 ... 183 226 183],"[183 183 189 183 183 183 183 267 183 183 183 183 183 183 183 183 197 189
 189 183 183 183 183 183 183 183 183 183 183 265 183 183 243 265 197 183
 267 183 183 183 183 183 221 183 183 183 197 183 183 200]"
n02606052,0.9102167182662538,0.9,0.9742002063983488,0.96,"[392 392 392 392 392 392 392 392 390 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 301 392 392 392 392 392 392 392 392 392
 393 392 392 392 392 392 973 973 392 392 392 149 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 393 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 983 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 329 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 973 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 393 392 392 392
 392 392 392 392 392 973 392 392 392 392 392 800 392 973 392 392 392 392
 392 392 392 392 392 392 392 392 392 390 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 144 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 917 392 392 392 392 392 392
 392   2 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 393 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 973 392 392 392 392 392 392 392 392 392 541 392 392 393 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 397  56 973 392 392 392 392 392
 392 973 392 392 392 753 392 392 392 392 392 392 392 392 392 392 392 393
 392 392 392 392 392 392 392 392 112 392 392 392 392 392 392 392 392 392
 392 392 392 392  11 392 392 392 392 392 392 392 392 392 983 392 392 392
 392 392 392 392 392 973 392 392 392 392 392 392 392 392 392 392 973 392
 397 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 973
 392 392 392 397 392 392 983 392 392 392 393 392 392 392 392 973 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 973 392 392 393 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392   0 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 851 392
 392 392   5 392 392 392 973 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392  65 392 392 392 392 392 392
 392 392 392 973 392 392 714 392 400 392 392 983 392 392 392 392 392 392
 392 392 954 392 392 392 392 771 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 391 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392  62 226 392 115 392 392 392 392 392 392 392 392 392
 392 392 392 393 973 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392   1 392 392 392 392 392 392 392 392 392 392 973
 392 392 392 392 392 392 392 392 392 986 392 392 392 392 392 393 392 392
 392 392 392 973 392 577 392 392 392 392 392 392 392 392 392 392 392 392
   1 392 392 392 392 325 973 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 973 392 392
 392 392 392 392 392 392 392 392 397 392 392 991 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 973 392 392 392 392 392 393 392 392
 392 392 973 392 392 392 392 392 392 392 392 392 392   1 392 973 392 392
  62 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 973 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 541 392 392 392 392 392 392 393 392 392 393 392 392 392 392
 392 392 392 392 392 392 392 996 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 972 392 392 392 392 392 392 392 392 392 392
 392 392 392 651 392 392 392 392 392 392 392 392 392 392 392 392 392   5
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392
 973 392 392 392 392 392 392 973 392 392 392 392 392 983 392]","[392 114 973 392 392 392 392 392 392 115 392 392 392 392 392 392 392 392
 392 392 392 392 392 392 392 392 392 392 392 392 392 392 392 390 392 392
 392 392 392 392 392 392 392 392 392 392 392 973 392 392]"
n04350905,0.676923076923077,0.34,0.8884615384615384,0.64,[834 683 834 ... 457 834 834],"[399 834 568 834 906 834 834 652 834 834 851 637 843 630 701 834 861 444
 834 834 840 457 818 834 655 834 652 652 982 655 834 568 655 834 462 671
 834 894 568 457 630 391 601 234 743 834 834 655 834 593]"
n02086079,0.7730769230769231,0.68,0.9223076923076923,0.94,[154 154 154 ... 155 154 154],"[154 151 154 262 226 154 154 232 154 154 154 154 154 155 154 155 154 260
 153 201 154 154 255 154 154 155 261 154 187 154 154 154 154 154 154 154
 155 154 154 154 154 155 152 154 154 154 154 154 154 154]"
n04458633,0.8976923076923077,0.88,0.9607692307692308,0.96,[863 863 863 ... 863 863 863],"[863 863 863 863 863  84 863 863 863 863 863 863 863 863 863 863 863 863
 863 863 863 863 682 863 863 863 863 863 863 863 863 930 863 863 863 863
 733 863 491 863 863 863 863 800 863 863 863 863 863 863]"
n02417914,0.8730769230769231,0.82,0.9707692307692307,0.94,[350 350 350 ... 350 350 350],"[350 970 350 350 350 350 350 350 350 331 350 350 350 350 350 350 350 350
 350 350 350  43 350 350 350 350 348 350 350 350 350 349 350 350 350 350
 350 350 350 350 350 972 350 353 343 671 350 350 350 350]"
n03776460,0.8115384615384615,0.62,0.9607692307692308,0.84,[660 660 660 ... 660 660 571],"[660 757 660 913 660 660 757 660 915 867 660 660 660 565 660 660 410 660
 660 582 519 517 660 660 867 660 660 660 970 864 425 660 660 410 660 660
 660 660 660 660 872 867 660 448 660 660 718 660 660 660]"
n02013706,0.9,0.96,0.9661538461538461,1.0,[135 135 135 ... 135 135 135],"[135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135 135
 135 135 135 135 135 135  22 135 135 135 135 135 135 135 135 135 135 135
 128 135 135 135 135 135 135 135 135 135 135 135 135 135]"
n01697457,0.75,0.46,0.92,0.72,[904  49  49 ...  49  49  49],"[646  49  49  50 104 327  49  49 677  49  49  50  50  50  49 916 397  50
 975  49  50  45 390   2  35  49 975  49  50  49 346  49  50  68  49 977
  49 143  49  49  49  49  50  49  49  49  49  49 562 293]"
n01692333,0.9307692307692308,0.76,0.9730769230769231,0.84,[ 45  45  45 ... 310  45  45],"[ 45  45  49  45  45   6  45  45  45  45  79  45  45  81  45  45 415 328
  45  45  45  45  45 947  45  70  45  45  45  45  45  45  45  45 489  39
 738  45  45  45  45  45  45  45  45  45  48  45  45  45]"
n02095570,0.6253846153846154,0.62,0.9461538461538461,0.92,[183 188 201 ... 189 253 189],"[189 189 189 189 189 189 191 189 189 189 189 185 191 203 189 209 189 612
 245 191 170 191 189 539 189 184 189 184 189 189 189 189 189 189 189 335
 188 191 185 189 189 191 189 189 189 189 189 189 189 191]"
n01667778,0.5892307692307692,0.42,0.9092307692307692,0.9,[36 36 35 ... 36 37 36],"[ 36  37  36  37  37 562  35  36  37  36  36  36  36  35  37 769  35  36
  36  37  33  36  35  35  36  36  47  36 305  36  37 314  36 119  37  37
  35  35  33  37 125  37  36  35  36  36  36  35  36  36]"
n04067472,0.73,0.46,0.8946153846153846,0.8,[758 758 758 ... 758 758 600],"[585 758 758 822 686 401 764 758 758 568 783 758 758 758 758 456 758 758
 758 389 518 758 733 758 455 489 758 113 758 672 758 471 939 845 758 740
 758 422 843 758 642 464 758 587  28 536 758 758 758 473]"
n13037406,0.9023076923076923,0.94,0.9815384615384616,0.98,[993 993 993 ... 993 993 993],"[993 993 993 993 993 993 993 993 993 947 993 993 993 993 993 993 993 993
 993 993 993 993 993 991 993 993 993 993 993 993 993 993 993 993 993 993
 993 993 993 993 993 993 677 993 993 993 993 993 993 993]"
n03630383,0.7692307692307693,0.76,0.9246153846153846,0.96,[617 617 617 ... 617 570 617],"[617 617 617 903 982 617 582 617 728 617 617 617 617 617 793 617 982 617
 617 617 617 834 617 617 617 617 617 617 499 617 617 617 617 617 617 617
 617 786 617 869 617 617 617 837 617 611 617 617 617 617]"
n03196217,0.8038461538461539,0.6,0.9284615384615384,0.78,[530 530 530 ... 530 919 485],"[530 754 916 530 530 530 530 531 781 530 782 530 530 530 605 530 781 485
 530 530 530 530 446 530 530 530 409 778 530 530 531 504 409 627 530 530
 530 530 531 530 748 904 530 530 530 920 826 530 530 530]"
n07760859,0.8938461538461538,0.9,0.9738461538461538,0.94,[956 956 956 ... 953 956 956],"[956 956 956 956 956 364 956 956 956 956 956 956 938 956 956 956 956 956
 956 956 956 956 956 956 956 956 956 956 956 956 956 956 956 956 956 956
 956 956 519 903 956 956 956 956 956 956 956 956 956 677]"
n03179701,0.5738461538461539,0.4,0.8984615384615384,0.84,[526 527 526 ... 453 526 651],"[788 527 553 526 526 526 526 799 526 592 664 406 606 526 526 527 765 527
 526 526 197 760 905 526 527 527 453 811 526 872 742 527 527 526 526 681
 620 527 478 526 526 527 526 526 526 526 526 620 553 786]"
n03935335,0.8238461538461539,0.84,0.9207692307692308,0.92,[719 719 719 ... 719 719 719],"[719 719 719 719 719 719 719 719 719 921 719 773 719 372 719 719 614 719
 719 805 719 719 719 719 824 719 719 719 719 719 719 719 719 719 719 719
 719 719 719 719 113 719 719 719 719 719 719 560 719 719]"
n03908618,0.6215384615384615,0.6,0.9123076923076923,0.88,[709 721 709 ... 709 709 709],"[481 709 709 709 692 709 709 767 709 709 419 709 709 709 591 709 709 709
 709 893 709 709 721 709 709 643 446 709 893 893 709 507 709 414 419 893
 710 709 893 893 709 893 709 709 709 709 709 748 709 709]"
n03785016,0.59,0.54,0.9492307692307692,0.84,[665 665 665 ... 670 665 518],"[665 670 671 665 665 518 671 665 665 665 665 665 671 665 665 665 621 670
 665 665 665 665 665 665 444 671 665 671 444 665 665 665 665 665 671 671
 518 665 791 671 670 612 671 665 863 612 665 751 665 671]"
n01693334,0.6353846153846154,0.5,0.9615384615384616,0.94,[46 40 46 ... 46 46 46],"[ 39  40  47  39  40  46 317  46  46  46  43  40  46  46  46  46  48  40
  46  40 738  42  46  46  46  46  46  70  46  47  40  40 312  39  14  60
  46  46  46  46  46  43  46  40  42  46  46  46  40  46]"
n07693725,0.8015384615384615,0.64,0.9515384615384616,0.82,[933 931 931 ... 931 931 931],"[931 923 752 931 952 931 931 931 931 934 931 647 932 931 931 931 931 859
 923 923 931 931 931 809 932 931 968 931 923 931 931 931 931 931 931 932
 931 931 931 931 931 931 935 931 931 931 710 931 924 930]"
n03530642,0.7938461538461539,0.48,0.94,0.76,[599 599 599 ... 599 599 599],"[599 125 692 994 410 611 556 599 310 599 562 677 644 599 599 327 599 722
 721 109 599 599 973 599 599 599 410 599 909 303 410 968  67 508 599 599
 991 599 599 599 599 599 463 599 599 410 599 599 955 599]"
n02328150,0.9076923076923077,0.86,0.9776923076923076,1.0,[332 332 332 ... 330 332 332],"[332 261 332 153 332 332 332 332 332 332 332 332 332 332 332 332 332 332
 332 332 332 332 332 332 332 332 332 258 332 332 332 865 332 332 332 332
 332 674 332 332 332 332 674 155 332 332 332 332 332 332]"
n02092339,0.8192307692307692,0.88,0.9484615384615385,0.94,[178 178 178 ... 178 178 178],"[178 209 178 178 178 178 178 178 178 178 178 178 178 178 178 211 178 178
 178 210 178 178 178 178 178 178 178 178 178 178 178 178 178 178 178 236
 178 178 178 178 178 178 178 172 178 178 178 178 168 178]"
n03485407,0.723404255319149,0.42,0.9284332688588007,0.8,[851 590 590 ... 906 590 482],"[681 592 487 590 487 487 590 605 605 590 761 999 590 530 590 590 590 590
 590 487 778 487 590 590 761 590 590 590 487 487 688 590 508 480 681 398
 487 590 605 590 590 761 590 845 681 487 590 451 761 590]"
n04004767,0.7146153846153847,0.38,0.9115384615384615,0.74,[713 742 742 ... 760 526 742],"[549 465 742 713 651 713 742 662 636 592 526 548 713 478 662 742 742 742
 742 742 742 742 713 713 713 742 561 569 742 742 487 598 859 766 446 549
 742 713 742 760 742 713 742 713 742 742 788 526 742 713]"
n02109961,0.5638461538461539,0.54,0.9476923076923077,0.94,[250 248 250 ... 250 248 248],"[537 249 248 248 248 250 260 248 248 250 248 248 248 231 248 250 248 248
 248 248 250 269 248 235 250 248 249 249 248 250 248 250 248 248 248 248
 248 248 537 270 248 258 248 250 249 248 249 250 250 248]"
n01735189,0.8830769230769231,0.84,0.9653846153846154,0.9,[57 57 79 ... 57 57 57],"[ 57  57  57  57  57  57  57  57  57 327  57  57  57  57  57  57  57  53
  57  57  57  67  57  57  57  57  57  57  57  57  57  54  57  42  57  57
  57  45  57  57  57  57  57  57  57  57  58  26  57  57]"
n02437312,0.943076923076923,0.94,0.9838461538461538,0.96,[354 354 354 ... 354 354 354],"[354 276 354 354 354 354 354 354 354 354 354 354 354 354 792 354 354 354
 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354 354
 354 354 354 354 354 354 354 354 354 191 354 354 354 354]"
n02129165,0.8653846153846154,0.86,0.9653846153846154,0.9,[227 291 291 ... 291 291 291],"[291 291 294 291 291 291 291 291 291 291 291 291 291 291 291 291 291 291
 291 213 291 291 365 291 291 273 291 291 291 291 291 291 291 291 291 291
 291 291 291 291 291 291 291 269 291 226 291 291 101 291]"
n04153751,0.7415384615384616,0.9,0.9046153846153846,0.94,[783 477 783 ... 677 783 328],"[783 783 783 783 783 783 600 783 783 783 783 783 783 783 783 783 783 783
 783 783 783 783 783 783 783 783 783 783 783 783 783 783 784 783 783 783
 783 783 783 783 783 783 783 623 718 783 771 783 783 783]"
n03884397,0.8623076923076923,0.76,0.953076923076923,0.86,[699 483 699 ... 699 699 699],"[699  69 558 699 699 699 699 699 699 749 699 699 699 775 699 699 699 858
 699 699 561 699 699 699 546 699 699 699 699 699 699 776 619 699 699 699
 699 699 699 699 401 699 439 699 699 699 699 887 699 699]"
n02056570,0.963076923076923,0.86,0.9892307692307692,0.9,[145 145 145 ... 145 145 145],"[145  18 645 145 145 145 145 145 145 145 145 145 145 145 145 145 145 145
 145 361 145 391 145 145 649 145 145 145 145 501 145 145 145 145 145 145
 145 645 145 145 145 145 145 145 145 145 145 145 145 145]"
n02480495,0.9230769230769231,0.82,0.9723076923076923,0.96,[365 365 365 ... 365 365 365],"[365 365 365 365 379 365 365 365 367 365 365 365 365 365 365 365 365 365
 365 364 365 366 365 365 365 365 368 365 365 294 365 365 491 365 365 365
 365 365 365 365 367 365 364 365 365 365 365 365 365 365]"
n02128385,0.7653846153846153,0.74,0.9792307692307692,1.0,[290 288 288 ... 293 288 288],"[288 288 290 288 290 288 290 288 288 288 288 288 290 293 288 293 288 288
 288 288 288 293 288 288 288 288 288 288 288 290 288 288 288 293 288 293
 288 288 293 288 288 288 288 288 288 288 288 293 290 288]"
n07875152,0.7230769230769231,0.58,0.9184615384615384,0.7,[964 809 965 ... 923 935 923],"[455 964 567 964 964 964 964 964 935 964 415 964 544 964 964 964 964 964
 951 964 964 964 968 964 964 963 964 988 964 964 930 928 961 964 923 964
 964 964 964 933 930 455 927 964 931 964 941 931 961 964]"
n04069434,0.8746153846153846,0.74,0.9607692307692308,0.88,[851 759 759 ... 759 759 759],"[759 759 759 759 759 759 759 643 759 759 759 759 759 759 546 759 759 759
 759 759 447 759 759 759 759 759 759 759 759 615 710 759 759 608 759 759
 844 614 759 732 759 763 759 632 759 732 759 481 759 759]"
n02655020,0.8761538461538462,0.74,0.9738461538461538,0.92,[397 397 397 ... 397 397 397],"[397 397 397 397 397 397 397 397 973 397 397 397 397 397 973 396   5 397
 843 397 397 329 397 801 396 397 397 397 397 397 397  26 397 397 397 397
 397 117 397 397 397 397 397 973 397 109 397 397 973 397]"
n02442845,0.7392307692307692,0.7,0.943076923076923,0.92,[356 357 357 ... 357 357 360],"[357 357 357 357 357 357 367 357 357 357 357 357 357 357 357 357 136 357
 357 381 356 357 337 357 357 357 357 825 357 360 223 298 357 357 357 357
 221 460 357 377 366 357 357 329 357 357 357 357 350 357]"
n04286575,0.6707692307692308,0.26,0.8769230769230769,0.54,[674 818 818 ... 818 818 818],"[650 877 818 899 968 632 985 535 406 819 619 982 776 420 818 787 846 818
 818 559 818 447 626 592 818 619 818 920 402 818 920 846 782 836 471 811
 818 556 818 818 818 463 633 577 807 937 468 711 818 785]"
n03950228,0.7230769230769231,0.46,0.9392307692307692,0.9,[725 438 281 ... 441 725 725],"[725 572 725 999 572 756 883 750 725 725 438 725 849 725 725 725 725 467
 725 968 504 725 849 725 725 849 849 968 883 725 725 725 899 762 725 725
 899 898 725 725 738  36 725 902 846 899 883 725 725 572]"
n03692522,0.6861538461538461,0.26,0.8630769230769231,0.48,[818 893 633 ... 633 633 633],"[314 633 504 589 855 633 633 633 824 518 837 619 464 982 643 549 633 481
 633 583 937 453 920 633 633 916 622 971 695 626 633 471 464 759 840 633
 759 599  71 613 622 310 633 633 907 552 633 605 462 837]"
n01860187,0.9538461538461539,0.94,0.9923076923076923,1.0,[100 137 100 ... 100 100 100],"[100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
 100 100 100  22 100 100 100 100 100 100 100 100 100 100  99 100 100 100
 100 100 100 100 100 100 100 100 100  99 100 100 100 100]"
n02219486,0.7615384615384615,0.64,0.9346153846153846,0.82,[310 905 489 ... 310 317 310],"[310 310 310 310 310 310  34 310  66 304 310 314 310 475 310 310 310 310
 314 307  75 303  78 310 679 310 310 310 310 310  71 310 310 310 310  76
 309 310 314 944 310 600 310 310  78 310 310 310 310 310]"
